type;source_sentence;target_sentence;generated_text;score
1;Zapytała ją o to psycholożka.;Zapytała ją o to osoba psychologiczna.;Zapytała ją o to osoba psychologiczna.;1
0;Później zademonstrowano ją podczas obchodów Dnia Zwycięstwa w Londynie.;Później zademonstrowano ją podczas obchodów Dnia Zwycięstwa w Londynie.;Później zademonstrowano ją podczas obchodów Dnia Zwycięstwa w Londynie.;1
1;To nie może pani dawać dziecku normalnego mleka – dziwiła się sędzia Kubczak.;To nie może pani dawać dziecku normalnego mleka – dziwiła się osoba sędziowska Kubczak.;To nie może pani dawać dziecku normalnego mleka – dziwiła się osoba sędziowska Kubczak.;1
1;"Na przykład: ""W sprawie urlopu bezpłatnego zwrócę się do dyrektora.";"Na przykład: ""W sprawie urlopu bezpłatnego zwrócę się do osoby dyrektorskiej.";"Na przykład: ""W sprawie urlopu bezpłatnego zwrócę się do osoby dyrektorskiej.";1
1;"""W dzieciństwie byłem często chwalony"" - piszą o sobie uczestnicy jednego z moich seminariów dla osób, którym się w życiu nie wiedzie.";"""W dzieciństwie byłem często chwalony"" - piszą o sobie osoby uczestnicze jednego z moich seminariów dla osób, którym się w życiu nie wiedzie.";"""W dzieciństwie byłem często chwalony"" - piszą o sobie osoby uczestnicze jednego z moich seminariów dla osób, którym się w życiu nie wiedzie.";1
0;Drogi europejskie przebiegające przez Wielką Brytanię i Irlandię.;Drogi europejskie przebiegające przez Wielką Brytanię i Irlandię.;Drogi europejskie przebiegające przez Wielką Brytanię i Irlandię.;1
1;Grochulski - wskazał rudego - też robi za siebie i operatora radaru.;Grochulski - wskazał rudego - też robi za siebie i osobę operatorską radaru.;Grochulski - wskazał rudego - też robi za siebie i osoby operaterskiej radaru.;1
1;Jesienią zlikwidowano odprawy czasowe i celnicy zaczęli pobierać cło i podatek obrotowy, nakładając je także na opłaty licencyjne.;Jesienią zlikwidowano odprawy czasowe i osoby celnicze zaczęły pobierać cło i podatek obrotowy, nakładając je także na opłaty licencyjne.;Jesienią zlikwidowano odprawy czasowe i osoby celnicze zaczęły pobierać cło i podatek obrotowy, nakładając je także na opłaty licencyjne.;1
1;Ktoś z Misji odbiera ich w tzw. strefie międzynarodowej, oprowadza po pokojach Nie organizujemy spotkań z zawodnikami, ale jeśli na kogoś się natkniemy, porozmawiać oczywiście można.;Ktoś z Misji odbiera ich w tzw. strefie międzynarodowej, oprowadza po pokojach Nie organizujemy spotkań z osobami zawodniczymi, ale jeśli na kogoś się natkniemy, porozmawiać oczywiście można.;Ktoś z Misji odbiera ich w tzw. strefie międzynarodowej, oprowadza po pokojach Nie organizujemy spotkań z osobami zawodniczymi, ale jeśli na kogoś się natkniemy, porozmawiać oczywiście można.;1
0;Mogła się tam znajdować kaletka stawowa.;Mogła się tam znajdować kaletka stawowa.;Mogła się tam znajdować kaletka stawowa.;1
0;Słynny jest również karnawał w Wenecji, który trwa przez pięć dni przed Środą Popielcową.;Słynny jest również karnawał w Wenecji, który trwa przez pięć dni przed Środą Popielcową.;Słynny jest również karnawał w Wenecji, który trwa przez pięć dni przed Środą Popielcową.;1
0;Rumunia dysponuje trzema rodzajami sił zbrojnych: wojskami lądowymi, marynarką wojenną oraz siłami powietrznymi.;Rumunia dysponuje trzema rodzajami sił zbrojnych: wojskami lądowymi, marynarką wojenną oraz siłami powietrznymi.;Rumunia dysponuje trzema rodzajami sił zbrojnych: wojskami lądowymi, marynarką wojenną oraz siłami powietrznymi.;1
1;Raz na kwartał zdarzy się dziecko, które tak przeraża dentysta, że nie ma mowy, by usiadło na fotel.;Raz na kwartał zdarzy się dziecko, które tak przeraża osoba dentystyczna, że nie ma mowy, by usiadło na fotel.;Raz na kwartał zdarzy się dziecko, które tak przeraża osoba dentystyczna, że nie ma mowy, by usiadło na fotel.;1
0;Tabela nie uwzględnia wymarłych rzędów ptaków nowoczesnych, jak: Aepyornithiformes, Dinornithiformes, Diatrymiformes i Sandcoleiformes.;Tabela nie uwzględnia wymarłych rzędów ptaków nowoczesnych, jak: Aepyornithiformes, Dinornithiformes, Diatrymiformes i Sandcoleiformes.;Tabela nie uwzględnia wymarłych rzędów ptaków nowoczesnych, jak: Aepyornithiformes, Dinornithiformes, Diatrymiformes i Sandcoleiformes.;1
0;Prawosławna Cerkiew Trójcy Świętej na Wyspie Króla Jerzego, otwarta w 2004 w rosyjskiej bazie Bellingshausen, jest czynna przez cały rok.;Prawosławna Cerkiew Trójcy Świętej na Wyspie Króla Jerzego, otwarta w 2004 w rosyjskiej bazie Bellingshausen, jest czynna przez cały rok.;Prawosławna Cerkiew Trójcy Świętej na Wyspie Króla Jerzego, otwarta w 2004 w rosyjskiej bazie Bellingshausen, jest czynna przez cały rok.;1
0;Ma dwie łaty i osiem dziur!;Ma dwie łaty i osiem dziur!;Ma dwie łaty i osiem dziur!;1
1;Niektórzy spośród demonstrantów odnieśli obrażenia.;Niektóre spośród osób demonstranckich odniosły obrażenia.;Niektórzy spośród osób demonstranckich odnieśli obrażenia.;1
1;Załogę samolotu stanowi dwóch pilotów i inżynier pokładowy oraz sześć osób obsługi pokładowej.;Załogę samolotu stanowią dwie osoby pilockie i osoba inżynierska pokładowa oraz sześć osób obsługi pokładowej.;Załogę samolotu stanowi dwie osoby pilotackie i inżynierskie pokładowe oraz sześć osób obsługi pokładowej.;1
0;Granice hrabstwa Bristol na tle Anglii.;Granice hrabstwa Bristol na tle Anglii.;Granice hrabstwa Bristol na tle Anglii.;1
0;Zwyczaj ten jest już ginący, choć na Białostocczyźnie spotykany jeszcze w połowie lat 60.;Zwyczaj ten jest już ginący, choć na Białostocczyźnie spotykany jeszcze w połowie lat 60.;Zwyczaj ten jest już ginący, choć na Białostocczyźnie spotykany jeszcze w połowie lat 60.;1
1;Słuchał go jak mowy prokuratorskiej i choć wszystko, co mówiła, było prawdą, jednak nie mógł stanąć po stronie oskarżyciela.;Słuchał go jak mowy prokuratorskiej i choć wszystko, co mówiła, było prawdą, jednak nie mógł stanąć po stronie osoby oskarżycielskiej.;Słuchał go jak mowy prokuratorskiej i choć wszystko, co mówiła, było prawdą, jednak nie mógł stanąć po stronie osoby oskarżycielskiej.;1
0;Inne odpady drewniane (obrzynki, wióry, trociny itp.) są surowcem energetycznym.;Inne odpady drewniane (obrzynki, wióry, trociny itp.) są surowcem energetycznym.;Inne odpady drewniane (obrzynki, wióry, trociny itp.) są surowcem energetycznym.;1
0;Okres architektury w stylu Tudorów przypadł na czas odbudowy miasta po pladze czarnej śmierci i charakteryzował się budową obiektów świeckich, głównie dworków i pałaców.;Okres architektury w stylu Tudorów przypadł na czas odbudowy miasta po pladze czarnej śmierci i charakteryzował się budową obiektów świeckich, głównie dworków i pałaców.;Okres architektury w stylu Tudorów przypadł na czas odbudowy miasta po pladze czarnej śmierci i charakteryzował się budową obiektów świeckich, głównie dworków i pałaców.;1
1;Chce ich promować np. sam mistrz, który ma jeden ze swoich salonów także w Lublinie.;Chce ich promować np. sama osoba mistrzowska, która ma jeden ze swoich salonów także w Lublinie.;Chce ich promować np. sama osoba mistrzowska, która ma jeden ze swoich salonów także w Lublinie.;1
0;"Wynika to z dużej wysokości nad poziomem morza, co wiąże się z cieńszą warstwą atmosfery, oraz niskimi temperaturami, przez co zawartość pary wodnej w atmosferze jest niewielka i zmniejszają się fluktuacje termiczne, oraz braku zanieczyszczenia światłem; w efekcie możliwe jest uzyskiwanie bardzo wyraźnych obrazów kosmosu.";"Wynika to z dużej wysokości nad poziomem morza, co wiąże się z cieńszą warstwą atmosfery, oraz niskimi temperaturami, przez co zawartość pary wodnej w atmosferze jest niewielka i zmniejszają się fluktuacje termiczne, oraz braku zanieczyszczenia światłem; w efekcie możliwe jest uzyskiwanie bardzo wyraźnych obrazów kosmosu.";"Wynika to z dużej wysokości nad poziomem morza, co wiąże się z cieńszą warstwą atmosfery, oraz niskimi temperaturami, przez co zawartość pary wodnej w atmosferze jest niewielka i zmniejszają się fluktuacje termiczne, oraz braku zanieczyszczenia światłem; w efekcie możliwe jest uzyskiwanie bardzo wyraźnych obrazów kosmosu.";1
0;Te mogą być specyficzne dla danego gatunku, jak i dla poszczególnych informacji przekazywanych przez osobniki tego samego gatunku.;Te mogą być specyficzne dla danego gatunku, jak i dla poszczególnych informacji przekazywanych przez osobniki tego samego gatunku.;Te mogą być specyficzne dla danego gatunku, jak i dla poszczególnych informacji przekazywanych przez osobniki tego samego gatunku.;1
1;"Informację tygodnika ""Capital"", iż komisja śledcza Bundestagu ds. afery finansowej CDU zbada zarzuty przeciwko Siemensowi i b. kanclerzowi, potwierdził wczoraj szef komisji Volker Neumann.";"Informację tygodnika ""Capital"", iż komisja śledcza Bundestagu ds. afery finansowej CDU zbada zarzuty przeciwko Siemensowi i b. osobie kanclerskiej, potwierdziła wczoraj osoba szefująca komisji Volker Neumann.";"Informację tygodnika ""Capital"", iż komisja śledcza Bundestagu ds. afery finansowej CDU zbada zarzuty przeciwko Siemensowi i b. osobie kanclerskiej, potwierdziła wczoraj osoba szefowska komisji Volker Neumann.";1
1;Prosty chłopak, z zawodu ślusarz, a proszę, do czego doszedł: dwa domy, kilka samochodów, duże pieniądze.;Prosty chłopak, z zawodu osoba ślusarska, a proszę, do czego doszedł: dwa domy, kilka samochodów, duże pieniądze.;Prosty chłopak, z zawodu ślusarz, a proszę, do czego doszedł: dwa domy, kilka samochodów, duże pieniądze.;0
0;Stań, nie tak, ręka niżej, bądź milsza, twarz pochyl, spójrz w obiektyw!;Stań, nie tak, ręka niżej, bądź milsza, twarz pochyl, spójrz w obiektyw!;Stań, nie tak, ręka niżej, bądź milsza, twarz pochyl, spójrz w obiektyw!;1
1;- Takich dramatów można uniknąć! - apelują lekarze.;- Takich dramatów można uniknąć! - apelują osoby lekarskie.;- Takich dramatów można uniknąć! - apelują osoby lekarskie.;1
1;Ponownie witam na naszym posiedzeniu podsekretarza stanu w Ministerstwie Gospodarki, pana ministra Wojciecha Katnera.;Ponownie witam na naszym posiedzeniu osobę podsekretarską stanu w Ministerstwie Gospodarki, osobę ministerską Wojciecha Katnera.;Ponownie witam na naszym posiedzeniu osobę podsekretarską stanu w Ministerstwie Gospodarki, osobę ministerską Wojciecha Katnera.;1
0;W drugiej połowie XIX wieku muzyka instrumentalna wyraźnie ustępowała przed operą.;W drugiej połowie XIX wieku muzyka instrumentalna wyraźnie ustępowała przed operą.;W drugiej połowie XIX wieku muzyka instrumentalna wyraźnie ustępowała przed operą.;1
1;Nie zawsze przecież skutkowała interwencja u dyrektora szkoły.;Nie zawsze przecież skutkowała interwencja u osoby dyrektorskiej szkoły.;Nie zawsze przecież skutkowała interwencja u osoby dyrektorskiej szkoły.;1
0;Bryłki bursztynu zawierają niekiedy pochodzące z okresu kredy i kenozoiku szczątki zwierząt lub roślin, tzw. inkluzje.;Bryłki bursztynu zawierają niekiedy pochodzące z okresu kredy i kenozoiku szczątki zwierząt lub roślin, tzw. inkluzje.;Bryłki bursztynu zawierają niekiedy pochodzące z okresu kredy i kenozoiku szczątki zwierząt lub roślin, tzw. inkluzje.;1
0;Układ cząstek wynika po części ze struktury chemicznej cząsteczki.;Układ cząstek wynika po części ze struktury chemicznej cząsteczki.;Układ cząstek wynika po części ze struktury chemicznej cząsteczki.;1
1;Wszyscy są już pod dozorem kuratora.;Wszyscy są już pod dozorem osoby kuratorskiej.;Wszyscy są już pod dozorem osoby kuratorskiej.;1
1;Poseł od 1997 r. Andrzej Markowiak - 54 l., inżynier mechanik.;Osoba poselska od 1997 r. Andrzej Markowiak - 54 l., osoba inżynierska mechanicza.;Poseł od 1997 r. Andrzej Markowiak - 54 l., osoba inżynierska mechaniczna.;0
0;Kilka gatunków jest padlinożernych, niektóre z nich, jak sępy, wyspecjalizowały się w poszukiwaniu padliny.;Kilka gatunków jest padlinożernych, niektóre z nich, jak sępy, wyspecjalizowały się w poszukiwaniu padliny.;Kilka gatunków jest padlinożernych, niektóre z nich, jak sępy, wyspecjalizowały się w poszukiwaniu padliny.;1
0;— Prawda, tylko że ja i w sobie chudnę;— Prawda, tylko że ja i w sobie chudnę;— Prawda, tylko że ja i w sobie chudnę;1
1;"Ja sam w szkole chodziłem w czapce w kamuflarz z doszytym futerkiem ""na irokeza"" i budziłem niezdrowe emocje w rówieśnikach.";"Ja sam w szkole chodziłem w czapce w kamuflarz z doszytym futerkiem ""na irokeza"" i budziłem niezdrowe emocje w osobach rówieśniczych.";"Ja sam w szkole chodziłem w czapce w kamuflarz z doszytym futerkiem ""na irokeza"" i budziłem niezdrowe emocje w rówieśnikach.";0
1;Kobieta schowała gotówkę do torebki, ale zanim wstała, przywitali ją policjanci po cywilnemu.;Kobieta schowała gotówkę do torebki, ale zanim wstała, przywitały ją osoby policjanckie po cywilnemu.;Kobieta schowała gotówkę do torebki, ale zanim wstała, przywitali ją osoby policjanckie po cywilnemu.;1
1;Baszmaczkina sam niegdyś postawiłem w dzienniku obok kopisty Bartleby z noweli Melville'a.;Baszmaczkina sam niegdyś postawiłem w dzienniku obok osoby kopistycznej Bartleby z noweli Melville'a.;Baszmaczkina sam niegdyś postawiłem w dzienniku obok kopisty Bartleby z noweli Melville'a.;0
1;Oprócz rekordu, Mistrzyni zaprezentowała swoją siłę także na inne sposoby – unosząc samochód oraz podnosząc nad głowę ponad 80-kilogramowego mężczyznę.;Oprócz rekordu, Osoba Mistrzowska zaprezentowała swoją siłę także na inne sposoby – unosząc samochód oraz podnosząc nad głowę ponad 80-kilogramowego mężczyznę.;Oprócz rekordu, Mistrzyni zaprezentowała swoją siłę także na inne sposoby – unosząc samochód oraz podnosząc nad głowę ponad 80-kilogramowego mężczyznę.;0
1;Rozwiązując swoją drugą zagadkę kryminalną, młoda detektywka po raz kolejny zabiera młodych czytelników w pasjonującą podróż po barwnym świecie opactwa benedyktyńskiego;Rozwiązując swoją drugą zagadkę kryminalną, młoda osoba detektywistyczna po raz kolejny zabiera młodych czytelników w pasjonującą podróż po barwnym świecie opactwa benedyktyńskiego;Rozwiązując swoją drugą zagadkę kryminalną, młoda osoba detektywistyczna po raz kolejny zabiera młodych osób czytelniczych w pasjonującą podróż po barwnym świecie opactwa benedyktyńskiego;1
0;Dla Bristolu to okres prosperity i rozwoju terytorialnego, toteż większość budownictwa w tym stylu znajduje się na przedmieściach miasta, głównie w Clifton.;Dla Bristolu to okres prosperity i rozwoju terytorialnego, toteż większość budownictwa w tym stylu znajduje się na przedmieściach miasta, głównie w Clifton.;Dla Bristolu to okres prosperity i rozwoju terytorialnego, toteż większość budownictwa w tym stylu znajduje się na przedmieściach miasta, głównie w Clifton.;1
0;Ptaki leśne mogą być owadożerne, owocożerne albo odżywiać się nektarem.;Ptaki leśne mogą być owadożerne, owocożerne albo odżywiać się nektarem.;Ptaki leśne mogą być owadożerne, owocożerne albo odżywiać się nektarem.;1
0;Obecnie podstawą gospodarki miasta jest przemysł lotniczy, następnie sektor finansowy, informatyczny oraz turystyka.;Obecnie podstawą gospodarki miasta jest przemysł lotniczy, następnie sektor finansowy, informatyczny oraz turystyka.;Obecnie podstawą gospodarki miasta jest przemysł lotniczy, następnie sektor finansowy, informatyczny oraz turystyka.;1
0;Pan Łukasz, szczyptę tabaki u nosa trzymając, zaczął się słodko uśmiechać, a przekrzywiwszy głowę, patrzył na szkapę to z lewej, to z prawej strony.;Pan Łukasz, szczyptę tabaki u nosa trzymając, zaczął się słodko uśmiechać, a przekrzywiwszy głowę, patrzył na szkapę to z lewej, to z prawej strony.;Pan Łukasz, szczyptę tabaki u nosa trzymając, zaczął się słodko uśmiechać, a przekrzywiwszy głowę, patrzył na szkapę to z lewej, to z prawej strony.;1
0;Rondel, żelazko i moździerz stały rzędem przy matce na ławie.;Rondel, żelazko i moździerz stały rzędem przy matce na ławie.;Rondel, żelazko i moździerz stały rzędem przy matce na ławie.;1
0;Oznakowanie tras europejskich w Polsce zaczęto wprowadzać ok.;Oznakowanie tras europejskich w Polsce zaczęto wprowadzać ok.;Oznakowanie tras europejskich w Polsce zaczęto wprowadzać ok.;1
0;Firma od czasów wojny produkowała również ręcznie wykonywane samochody i autobusy.;Firma od czasów wojny produkowała również ręcznie wykonywane samochody i autobusy.;Firma od czasów wojny produkowała również ręcznie wykonywane samochody i autobusy.;1
1;W całym swoim życiu siedział tylko kilka miesięcy za pobicie policjanta.;W całym swoim życiu siedział tylko kilka miesięcy za pobicie osoby policjanckiej.;W całym swoim życiu siedział tylko kilka miesięcy za pobicie osoby policjanckiej.;1
0;A pójdźże do mamy, sieroto.;A pójdźże do mamy, sieroto.;A pójdźże do mamy, sieroto.;1
1;Współpracowałem z SB - ujawnia Roman Wrocławski, mistrz świata z 1982 roku.;Współpracowałem z SB - ujawnia Roman Wrocławski, osoba mistrzowska świata z 1982 roku.;Współpracowałem z SB - ujawnia Roman Wrocławski, osoba mistrzowska świata z 1982 roku.;1
1;Sędzia także to zauważył.;Osoba sędziowska także to zauważył.;Osoba sędziowska także to zauważyła.;1
1;Straciła zezwolenie i została oskarżona. 72-letnia farmaceutka sprzedawała więcej niż jej pracownicy.;Straciła zezwolenie i została oskarżona. 72-letnia osoba farmaceucka sprzedawała więcej niż jej pracownicy.;Straciła zezwolenie i została oskarżona. 72-letnia osoba farmaceucka sprzedawała więcej niż jej osoby pracownicze.;1
1;- Co panowie zamawiają? - nachylił się barman w białym ogromnym turbanie, sztywnym jak mdłe ciastka z bitego białka, klaśnięcie go przywabiło.;- Co panowie zamawiają? - nachyliła się osoba barmańska w białym ogromnym turbanie, sztywnym jak mdłe ciastka z bitego białka, klaśnięcie go przywabiło.;- Co panowie zamawiają? - nachyliła się osoba barmańska w białym ogromnym turbanie, sztywnym jak mdłe ciastka z bitego białka, klaśnięcie go przywabiło.;1
0;Duże zwarte skupiska osób o innej narodowości występują w Południowym Tyrolu, odrębnością odznaczają się zwłaszcza wyspy.;Duże zwarte skupiska osób o innej narodowości występują w Południowym Tyrolu, odrębnością odznaczają się zwłaszcza wyspy.;Duże zwarte skupiska osób o innej narodowości występują w Południowym Tyrolu, odrębnością odznaczają się zwłaszcza wyspy.;1
1;Wiktor Piątkowski to znany w świecie kina polski scenarzysta,;Wiktor Piątkowski to znany w świecie kina polski osoba scenopisarska,;Wiktor Piątkowski to znany w świecie kina polski osoba scenopisarska,;1
1;Logopeda diagnozuje i leczy wady wymowy u dzieci i dorosłych. ;Osoba logopedzka diagnozuje i leczy wady wymowy u dzieci i dorosłych. ;Osoba logopedzka diagnozuje i leczy wady wymowy u dzieci i dorosłych.;1
1;W takiej sytuacji decyzję podejmuje sam podatnik, który samodzielnie wypełnia roczne zeznanie podatkowe i nie musi przy tym pytać urzędników o zdanie.;W takiej sytuacji decyzję podejmuje sama osoba podatnicza, który samodzielnie wypełnia roczne zeznanie podatkowe i nie musi przy tym pytać osób urzędniczych o zdanie.;W takiej sytuacji decyzję podejmuje sama osoba podatnicza, która samodzielnie wypełnia roczne zeznanie podatkowe i nie musi przy tym pytać osób urzędniczych o zdanie.;1
1;Wiadomość z Langley oznacza, że generał Jaruzelski wprowadzając stan wojenny ocalił 200 tysięcy ludzi, ale zaślepieni hunwejbini z IPN oraz prawicowi politycy i żurnaliści uważają inaczej.;Wiadomość z Langley oznacza, że osoba generalska Jaruzelski wprowadzając stan wojenny ocaliła 200 tysięcy ludzi, ale zaślepione osoby hunwejbińskie z IPN oraz prawicowe osoby polityckie i żurnalistyczne uważają inaczej.;Wiadomość z Langley oznacza, że osoba generalska Jaruzelski wprowadzając stan wojenny ocaliła 200 tysięcy ludzi, ale zaślepieni hunwejbini z IPN oraz prawicowi politycy i żurnaliści uważają inaczej.;1
0;XX wieku.;XX wieku.;XX wieku.;1
0;W 1707 Królestwo Anglii i Królestwo Szkocji zawarły Akt unii i unię personalną.;W 1707 Królestwo Anglii i Królestwo Szkocji zawarły Akt unii i unię personalną.;W 1707 Królestwo Anglii i Królestwo Szkocji zawarły Akt unii i unię personalną.;1
1;Zza kulis wychodzi aktorka grająca Magdalenkę.;Zza kulis wychodzi osoba aktorska grająca Magdalenkę.;Zza kulis wychodzi osoba aktorska grająca Magdalenkę.;1
0;Inne badania potwierdziły zdolność niektórych gatunków do głębokiego snu tylko jedną połową mózgu, podczas gdy druga pozostaje aktywna.;Inne badania potwierdziły zdolność niektórych gatunków do głębokiego snu tylko jedną połową mózgu, podczas gdy druga pozostaje aktywna.;Inne badania potwierdziły zdolność niektórych gatunków do głębokiego snu tylko jedną połową mózgu, podczas gdy druga pozostaje aktywna.;1
0;Turkcebilgi – projekt encyklopedii podobnej do Wikipedii w języku tureckim.;Turkcebilgi – projekt encyklopedii podobnej do Wikipedii w języku tureckim.;Turkcebilgi – projekt encyklopedii podobnej do Wikipedii w języku tureckim.;1
1;Wynikałoby też przynajmniej, że koalicjanci nie zamierzają walczyć między sobą w ten sposób, rezerwując ewentualnie takie metody do walki z pozakoalicyjnym przeciwnikiem.;Wynikałoby też przynajmniej, że osoby koalicjanckie nie zamierzają walczyć między sobą w ten sposób, rezerwując ewentualnie takie metody do walki z pozakoalicyjną osobą przeciwniczą.;Wynikałoby też przynajmniej, że osoby koalicjanckie nie zamierzają walczyć między sobą w ten sposób, rezerwując ewentualnie takie metody do walki z pozakoalicyjnym osobą przeciwniczą.;1
0;Wiele gatunków odbywa dalekodystansowe wędrówki, tworząc formacje zwane kluczami, które pomagają ptakom w oszczędzaniu energii potrzebnej do lotu.;Wiele gatunków odbywa dalekodystansowe wędrówki, tworząc formacje zwane kluczami, które pomagają ptakom w oszczędzaniu energii potrzebnej do lotu.;Wiele gatunków odbywa dalekodystansowe wędrówki, tworząc formacje zwane kluczami, które pomagają ptakom w oszczędzaniu energii potrzebnej do lotu.;1
1;Może reformatorzy?;Może osoby reformatorskie?;Może osoby reformatorskie?;1
0;Często ptaki stosują oba te sposoby chłodzenia łącznie.;Często ptaki stosują oba te sposoby chłodzenia łącznie.;Często ptaki stosują oba te sposoby chłodzenia łącznie.;1
0;"Możliwa jest zmiana wyglądu kryształów kwarcu, stosowane są metody: rozgrzewanie i szybkie chłodzenie – powoduje wytworzenie licznych drobnych iryzujących pęknięć oraz wytworzenie mikrospękań umożliwiających barwienie; napromieniowanie – przemiana kryształu górskiego w kwarc dymny, intensyfikacja barwy niektórych barw; wygrzewanie – rozjaśnienie kwarcu dymnego i ametystu, zmiana barwy niektórych barw; powlekanie – polepszenie barwy; barwienie – wytworzenie oryginalnych barw podobnych do innych minerałów wybielanie – rozjaśnienie barwy kwarcu tygrysie oko.";"Możliwa jest zmiana wyglądu kryształów kwarcu, stosowane są metody: rozgrzewanie i szybkie chłodzenie – powoduje wytworzenie licznych drobnych iryzujących pęknięć oraz wytworzenie mikrospękań umożliwiających barwienie; napromieniowanie – przemiana kryształu górskiego w kwarc dymny, intensyfikacja barwy niektórych barw; wygrzewanie – rozjaśnienie kwarcu dymnego i ametystu, zmiana barwy niektórych barw; powlekanie – polepszenie barwy; barwienie – wytworzenie oryginalnych barw podobnych do innych minerałów wybielanie – rozjaśnienie barwy kwarcu tygrysie oko.";"Możliwa jest zmiana wyglądu kryształów kwarcu, stosowane są metody: rozgrzewanie i szybkie chłodzenie – powoduje wytworzenie licznych drobnych iryzujących pęknięć oraz wytworzenie mikrospękań umożliwiających barwienie; napromieniowanie – przemiana kryształu górskiego w kwarc dymny, intensyfikacja barwy niektórych barw; wygrzewanie – rozjaśnienie kwarcu dymnego i ametystu, zmiana barwy niektórych barw; powlekanie – polepszenie barwy; barwienie – wytworzenie oryginalnych barw podobnych do innych minerałów wybielanie – rozjaśnienie barwy kwarcu tygrysie oko.";1
1;Jako ceniony cukiernik trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu.;Jako ceniona osoba cukeirnicza trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu.;Jako ceniony cukiernik trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu.;0
0;Z drugiej strony konieczność dostarczenia organizmowi dużej ilości pożywienia ogranicza rozmiary zwierzęcia, zwłaszcza zauropoda o niewielkiej głowie, bowiem wraz z rozmiarami wzrasta czas, który zwierzę musi poświęcić na jedzenie.;Z drugiej strony konieczność dostarczenia organizmowi dużej ilości pożywienia ogranicza rozmiary zwierzęcia, zwłaszcza zauropoda o niewielkiej głowie, bowiem wraz z rozmiarami wzrasta czas, który zwierzę musi poświęcić na jedzenie.;Z drugiej strony konieczność dostarczenia organizmowi dużej ilości pożywienia ogranicza rozmiary zwierzęcia, zwłaszcza zauropoda o niewielkiej głowie, bowiem wraz z rozmiarami wzrasta czas, który zwierzę musi poświęcić na jedzenie.;1
1;Nasze reporterki wybierające się z Warszawy na Mazury, już po trzech minutach oczekiwania mogły ruszać w podróż.;Nasze osoby reporterskie wybierające się z Warszawy na Mazury, już po trzech minutach oczekiwania mogły ruszać w podróż.;Nasze osoby reporterskie wybierające się z Warszawy na Mazury, już po trzech minutach oczekiwania mogły ruszać w podróż.;1
0;Na ten widok pozostałe ptaki kierują się ku podstawie komina i kołując, zyskują na wysokości.;Na ten widok pozostałe ptaki kierują się ku podstawie komina i kołując, zyskują na wysokości.;Na ten widok pozostałe ptaki kierują się ku podstawie komina i kołując, zyskują na wysokości.;1
1;Z tego pierwszego powodu policjanci z płońskiej komendy w ciągu miesiąca zarekwirowali już 5 samochodów osobowych.;Z tego pierwszego powodu osoby policjanckie z płońskiej komendy w ciągu miesiąca zarekwirowały już 5 samochodów osobowych.;Z tego pierwszego powodu osoby policjanckie z płońskiej komendy w ciągu miesiąca zarekwirowały już 5 samochodów osobowych.;1
0;W 1864 r.;W 1864 r.;W 1864 r.;1
1;A w hipnozie terapeuta podaje te formułki i rozwija, podkreśla i uzasadnia.;A w hipnozie osoba terapeucka podaje te formułki i rozwija, podkreśla i uzasadnia.;A w hipnozie osoba terapeucka podaje te formułki i rozwija, podkreśla i uzasadnia.;1
1;Przypatrywałem się mu w jego rozmaitych wcieleniach, jak entomolog przypatruje się swym lotnym ofiarom, kiedy dostaną się już w jego siatkę - to znaczy: bezlitośnie, lecz nie beznamiętnie.;Przypatrywałem się mu w jego rozmaitych wcieleniach, jak osoba entomologiczna przypatruje się swym lotnym ofiarom, kiedy dostaną się już w jego siatkę - to znaczy: bezlitośnie, lecz nie beznamiętnie.;Przypatrywałem się mu w jego rozmaitych wcieleniach, jak osoba entomologiczna przypatruje się swym lotnym ofiarom, kiedy dostaną się już w jego siatkę - to znaczy: bezlitośnie, lecz nie beznamiętnie.;1
0;Pierwsze odnotowane i potwierdzone lądowanie miało miejsce 24 stycznia 1895, na Przylądku Adare’a na Ziemi Wiktorii na Antarktydzie Wschodniej.;Pierwsze odnotowane i potwierdzone lądowanie miało miejsce 24 stycznia 1895, na Przylądku Adare’a na Ziemi Wiktorii na Antarktydzie Wschodniej.;Pierwsze odnotowane i potwierdzone lądowanie miało miejsce 24 stycznia 1895, na Przylądku Adare’a na Ziemi Wiktorii na Antarktydzie Wschodniej.;1
1;Głosy pasażerów, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę.;Głosy osób pasażerskich, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę.;Głosy osób pasażerskich, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę.;1
1;Żeby opłacić dziennikarza, przeciętne warszawskie osiedle musiałoby się złożyć po 10 groszy.;Żeby opłacić osobę dziennikarską, przeciętne warszawskie osiedle musiałoby się złożyć po 10 groszy.;Żeby opłacić osobę dziennikarską, przeciętne warszawskie osiedle musiałoby się złożyć po 10 groszy.;1
