type,source_sentence,target_sentence
0,"Kupił go ojciec, gdym na świat przyszedł, aby matkę uradować i dobre jej serce za syna okazać.","Kupił go ojciec, gdym na świat przyszedł, aby matkę uradować i dobre jej serce za syna okazać."
0,"Charakterystyczne dla ptaków nowoczesnych (Neornithes) są: skóra wytwarzająca pióra, przednie kończyny przekształcone w skrzydła, szczęki okryte rogowym dziobem, współcześnie pozbawionym zębów, lekki, mocny szkielet i czterodziałowe serce.","Charakterystyczne dla ptaków nowoczesnych (Neornithes) są: skóra wytwarzająca pióra, przednie kończyny przekształcone w skrzydła, szczęki okryte rogowym dziobem, współcześnie pozbawionym zębów, lekki, mocny szkielet i czterodziałowe serce."
0,"Często wyróżnianym regionem historycznym w Mołdawii stanowi jej północna część, Bukowina (główne miasto w części rumuńskiej: Suczawa), która była kolebką państwowości mołdawskiej.","Często wyróżnianym regionem historycznym w Mołdawii stanowi jej północna część, Bukowina (główne miasto w części rumuńskiej: Suczawa), która była kolebką państwowości mołdawskiej."
0,"Największe rozmiary osiąga we wrześniu, utrzymuje się od sierpnia po grudzień.","Największe rozmiary osiąga we wrześniu, utrzymuje się od sierpnia po grudzień."
0,Wilgotność – zależy od warunków w jakich drewno się znajduje i ma znaczny wpływ na pozostałe właściwości drewna.,Wilgotność – zależy od warunków w jakich drewno się znajduje i ma znaczny wpływ na pozostałe właściwości drewna.
0,W latach 1975–1998 miejscowość administracyjnie należała do województwa skierniewickiego.,W latach 1975–1998 miejscowość administracyjnie należała do województwa skierniewickiego.
0,"Drogi podstawowe i drogi pośrednie określone jako kategoria „A” są oznaczone liczbą dwucyfrową; drogi stanowiące odgałęzienia, odnogi lub drogi łącznikowe określone jako kategoria „B” są oznaczone liczbą trzycyfrową.","Drogi podstawowe i drogi pośrednie określone jako kategoria „A” są oznaczone liczbą dwucyfrową; drogi stanowiące odgałęzienia, odnogi lub drogi łącznikowe określone jako kategoria „B” są oznaczone liczbą trzycyfrową."
1,"Niedługo w sprawie umocujemy dodatkowego prokuratora, aby przyspieszyć prace.","Niedługo w sprawie umocujemy dodatkową osobę prokuratorską, aby przyspieszyć prace."
0,"Słońce jest punktem orientacyjnym dla gatunków migrujących dniem, gwiazdy są kompasem dla nocnych wędrowców.","Słońce jest punktem orientacyjnym dla gatunków migrujących dniem, gwiazdy są kompasem dla nocnych wędrowców."
0,"Termoluminescencja – wywołana podniesieniem temperatury, jednak do niższej niż temperatura żarzenia.","Termoluminescencja – wywołana podniesieniem temperatury, jednak do niższej niż temperatura żarzenia."
0,"Wyprawa kierowana przez von Bellingshausena i Łazariewa osiągnęła punkt odległy o 32 km od Wybrzeża Księżniczki Marty i zaobserwowała barierę lodową na współrzędnych 69°21′28″S 2°14′50″W/-69,357778 -2,247222; jest ona znana obecnie jako Lodowiec Szelfowy Fimbul.","Wyprawa kierowana przez von Bellingshausena i Łazariewa osiągnęła punkt odległy o 32 km od Wybrzeża Księżniczki Marty i zaobserwowała barierę lodową na współrzędnych 69°21′28″S 2°14′50″W/-69,357778 -2,247222; jest ona znana obecnie jako Lodowiec Szelfowy Fimbul."
0,Inne grupy obejmują mniej niż 1% ludności.,Inne grupy obejmują mniej niż 1% ludności.
1,"Znajomy onkolog podpowie, gdzie są dobre i bezpłatne badania.","Znajoma osoba onkologiczna podpowie, gdzie są dobre i bezpłatne badania."
0,Niedługo jakoś potem zelżało.,Niedługo jakoś potem zelżało.
0,"Wiele gatunków buduje gniazda w osłoniętych, ukrytych miejscach dla uniknięcia drapieżników, ale duże lub stadne ptaki, zdolne do obrony, mogą budować bardziej otwarte gniazda.","Wiele gatunków buduje gniazda w osłoniętych, ukrytych miejscach dla uniknięcia drapieżników, ale duże lub stadne ptaki, zdolne do obrony, mogą budować bardziej otwarte gniazda."
1,"Webvan był pionierem wśród internetowych firm w dziedzinie tworzenia zautomatyzowanych centrów zamówień, dzięki czemu mógł obniżyć znacząco koszty osobowe i narzucać na swoje produkty wyższe marże niż jego konkurenci, handlujący żywnością w sieci.","Webvan był osobą pionierską wśród internetowych firm w dziedzinie tworzenia zautomatyzowanych centrów zamówień, dzięki czemu mógł obniżyć znacząco koszty osobowe i narzucać na swoje produkty wyższe marże niż jego osoby konkurenckie, handlujące żywnością w sieci."
0,"U gadziomiednicznych stwierdzono już wcześniej istnienie worków szyjnych, które jednak nie biorą udział w oddychaniu, u Aerosteon jednak stwierdzono istnienie worków komunikujących się z płucami, leżących zarówno wewnątrz klatki piersiowej, jak i poza nią (nawet w kości biodrowej).","U gadziomiednicznych stwierdzono już wcześniej istnienie worków szyjnych, które jednak nie biorą udział w oddychaniu, u Aerosteon jednak stwierdzono istnienie worków komunikujących się z płucami, leżących zarówno wewnątrz klatki piersiowej, jak i poza nią (nawet w kości biodrowej)."
1,"Rodzi się pytanie, jaka jest struktura wiedzy, z której korzysta profesjonalista?","Rodzi się pytanie, jaka jest struktura wiedzy, z której korzysta osoba profesjonalistyczna?"
1,"Przypomnijmy, że dzięki Stowarzyszeniu ""Ziemia Jędrzejowska"", w którym działa Jerzy Dziopa i licznym sponsorom dzieci z najuboższych rodzin powiatu jędrzejowskiego, udało się zorganizować wycieczki między innymi do Lourdes we Francji, do Paralii w Grecji, do Wielkiej Łomnicy w Słowacji.","Przypomnijmy, że dzięki Stowarzyszeniu ""Ziemia Jędrzejowska"", w którym działa Jerzy Dziopa i licznym osobom sponsorskim dzieci z najuboższych rodzin powiatu jędrzejowskiego, udało się zorganizować wycieczki między innymi do Lourdes we Francji, do Paralii w Grecji, do Wielkiej Łomnicy w Słowacji."
1,"Do przyjazdu karetki  ""N""  odpępniłam dziecko, pacjentka urodziła łożysko, umyliśmy ją i przebraliśmy.","Do przyjazdu karetki  ""N""  odpępniłam dziecko, osoba pacjencka urodziła łożysko, umyliśmy ją i przebraliśmy."
0,Jednak bezpośrednie datowanie kości wspiera późniejszy czas ich powstania.,Jednak bezpośrednie datowanie kości wspiera późniejszy czas ich powstania.
0,"Odtwarzanie kompletnych szkieletów poprzez porównywanie wielkości i budowy kości z należącymi do podobnych, acz lepiej poznanych gatunków jest nieścisłe, a rekonstrukcja mięśni i innych narządów żyjących zwierząt to w najlepszym razie spekulacje.","Odtwarzanie kompletnych szkieletów poprzez porównywanie wielkości i budowy kości z należącymi do podobnych, acz lepiej poznanych gatunków jest nieścisłe, a rekonstrukcja mięśni i innych narządów żyjących zwierząt to w najlepszym razie spekulacje."
0,"Trochę żywności, dużo roboty i dużo zdrowia.","Trochę żywności, dużo roboty i dużo zdrowia."
0,"Poza samcami gatunków paleognatycznych, jak i blaszkodziobych, które mają dobrze wykształcone prącie, samce pozostałych gatunków posiadają jedynie uwypuklone kloaki.","Poza samcami gatunków paleognatycznych, jak i blaszkodziobych, które mają dobrze wykształcone prącie, samce pozostałych gatunków posiadają jedynie uwypuklone kloaki."
0,Działają również dwie rozgłośnie akademickie.,Działają również dwie rozgłośnie akademickie.
0,"Klimat umiarkowany występuje w pasie Alp, gdzie charakterystyczną cechą jest występowanie piętrowości klimatycznej.","Klimat umiarkowany występuje w pasie Alp, gdzie charakterystyczną cechą jest występowanie piętrowości klimatycznej."
0,"O ile dzisiejsze ptaki osiągają zazwyczaj niewielkie rozmiary, co wiąże się z umiejętnością lotu, formy prehistoryczne osiągały często duże rozmiary.","O ile dzisiejsze ptaki osiągają zazwyczaj niewielkie rozmiary, co wiąże się z umiejętnością lotu, formy prehistoryczne osiągały często duże rozmiary."
0,"Wszystkie ptaki składają jaja z błonami płodowymi i z twardymi skorupami, zbudowanymi przeważnie z węglanu wapnia.","Wszystkie ptaki składają jaja z błonami płodowymi i z twardymi skorupami, zbudowanymi przeważnie z węglanu wapnia."
0,— Mnie tam ciepło — odpowiedziałem z głębi płaszcza.,— Mnie tam ciepło — odpowiedziałem z głębi płaszcza.
0,"Dopiero Felek taką mi sójkę w bok wsadził, że mnie aż zamroczyło.","Dopiero Felek taką mi sójkę w bok wsadził, że mnie aż zamroczyło."
1,"Wiceprezydent Grzegorz Kołodziejski poinformował, że miasto wyraża zamiar przekazania za dwa przedszkola innych nieruchomości, a pozostałe chce nieodpłatnie przejąć lub przekazać do prowadzenia holdingowi.","osoba wiceprezydencka Grzegorz Kołodziejski poinformowała, że miasto wyraża zamiar przekazania za dwa przedszkola innych nieruchomości, a pozostałe chce nieodpłatnie przejąć lub przekazać do prowadzenia holdingowi."
0,"Chłopaki z ulicy chcieli z nami lecieć, aleśmy ich odpędzali biczem.","Chłopaki z ulicy chcieli z nami lecieć, aleśmy ich odpędzali biczem."
0,Duża część terenów zalesionych jest własnością prywatną.,Duża część terenów zalesionych jest własnością prywatną.
1,"Potem stał się elementem symboliki chrześcijańskiej charakterystycznej dla Wielkanocy - wyjaśnia Elżbieta Kaczmarek (57 l.), etnograf z Muzeum Warmii i Mazur w Olsztynie.","Potem stał się elementem symboliki chrześcijańskiej charakterystycznej dla Wielkanocy - wyjaśnia Elżbieta Kaczmarek (57 l.), osoba zajmująca się etnografią z Muzeum Warmii i Mazur w Olsztynie."
0,Czworościany nie wypełniają przestrzeni.,Czworościany nie wypełniają przestrzeni.
0,Dawniej znany jako kwarzec.,Dawniej znany jako kwarzec.
1,"Jesteś rzeczowy, oszczędny, dobry organizator, masz dobrą głowę do interesów, szczególnie poważnych manipulacji finansowych.","Jesteś rzeczowy, oszczędny, dobra osoba organizatorska, masz dobrą głowę do interesów, szczególnie poważnych manipulacji finansowych."
0,"Osiedle to zajmuje północną partię centralnej części dzielnicy, rejon MSI o tej samej nazwie obejmuje południową część Woli właściwej, której nie wyodrębniono, aby nie dublowała się z nazwą dzielnicy.","Osiedle to zajmuje północną partię centralnej części dzielnicy, rejon MSI o tej samej nazwie obejmuje południową część Woli właściwej, której nie wyodrębniono, aby nie dublowała się z nazwą dzielnicy."
0,420 do ok.,420 do ok.
0,W 2011 uznawano ponad 850 rodzajów.,W 2011 uznawano ponad 850 rodzajów.
0,Województwo pomorskie jest podzielone na 16 powiatów oraz cztery miasta na prawach powiatu.,Województwo pomorskie jest podzielone na 16 powiatów oraz cztery miasta na prawach powiatu.
0,"— Wicuś! — odezwała się matka przerywanym głosem — biegaj no do tego najpierwszego, co dziesięć złotych dawał.","— Wicuś! — odezwała się matka przerywanym głosem — biegaj no do tego najpierwszego, co dziesięć złotych dawał."
0,"Gdy popyt na cukier po 1870 r. zmalał, w wyniku konkurencji cukru kubańskiego i brazylijskiego, przestawiono się na produkcję bananów i rumu.","Gdy popyt na cukier po 1870 r. zmalał, w wyniku konkurencji cukru kubańskiego i brazylijskiego, przestawiono się na produkcję bananów i rumu."
0,Np. w Nowej Zelandii ptaki z rzędu moa były ważnymi zwierzętami pasącymi się.,Np. w Nowej Zelandii ptaki z rzędu moa były ważnymi zwierzętami pasącymi się.
0,"W temperaturze pokojowej kwarc jest praktycznie nierozpuszczalny w wodzie, stężenie równowagowe zależy od temperatury, ciśnienia oraz struktury kwarcu, w temperaturze 25 °C dla kwarcu makrokrystalicznego wynosi od 3 – 11 mg/l, a dla mikrokrystalicznego 22–34 mg/l, a proces rozpuszczania jest bardzo powolny.","W temperaturze pokojowej kwarc jest praktycznie nierozpuszczalny w wodzie, stężenie równowagowe zależy od temperatury, ciśnienia oraz struktury kwarcu, w temperaturze 25 °C dla kwarcu makrokrystalicznego wynosi od 3 – 11 mg/l, a dla mikrokrystalicznego 22–34 mg/l, a proces rozpuszczania jest bardzo powolny."
0,W ogóle biednym ludziom niewiele potrzeba do utrzymania duchowej równowagi.,W ogóle biednym ludziom niewiele potrzeba do utrzymania duchowej równowagi.
0,"Nawet powiem ci, że choć i odzyskam ciało, to i wtedy jeszcze nie zaraz nabiorę sił","Nawet powiem ci, że choć i odzyskam ciało, to i wtedy jeszcze nie zaraz nabiorę sił"
0,"Produkty rozpadu transportowane przez wodę i powietrze ulegają segregacji tworząc złoża piasku, żwiru, a nawet otoczaków.","Produkty rozpadu transportowane przez wodę i powietrze ulegają segregacji tworząc złoża piasku, żwiru, a nawet otoczaków."
0,W językach germańskich nazwa tego ludu przyjęła się jako Walh („obcy”).,W językach germańskich nazwa tego ludu przyjęła się jako Walh („obcy”).
0,"I, patrząc na Piotrusia, który na swoich krótkich, pałąkowatych nogach, z dużym rozdętym ziemniakami brzuchem przez izbę się toczył, wybuchnęliśmy obydwaj szalonym, niepowstrzymanym śmiechem.","I, patrząc na Piotrusia, który na swoich krótkich, pałąkowatych nogach, z dużym rozdętym ziemniakami brzuchem przez izbę się toczył, wybuchnęliśmy obydwaj szalonym, niepowstrzymanym śmiechem."
0,"Od XI wieku stolica Księstwa Smoleńskiego, które od XIV wieku było lennem książąt litewskich.","Od XI wieku stolica Księstwa Smoleńskiego, które od XIV wieku było lennem książąt litewskich."
0,"Kręgi odcinka lędźwiowego są zrośnięte z miednicą, tworząc synsakrum, a ostatnie kręgi odcinka ogonowego tworzą pygostyl.","Kręgi odcinka lędźwiowego są zrośnięte z miednicą, tworząc synsakrum, a ostatnie kręgi odcinka ogonowego tworzą pygostyl."
0,"Skamieniałe liście bukanów w formacji Meyer Desert w Górach Transantarktycznych ukazują, że dzięki okresowym ociepleniom zarośla notofagusowe utrzymywały się lokalnie jeszcze 3–4 miliony lat temu.","Skamieniałe liście bukanów w formacji Meyer Desert w Górach Transantarktycznych ukazują, że dzięki okresowym ociepleniom zarośla notofagusowe utrzymywały się lokalnie jeszcze 3–4 miliony lat temu."
0,"Ubzdurało mi się, że zwątpił o mnie.","Ubzdurało mi się, że zwątpił o mnie."
0,"Ojciec, nim się położył, raz jeszcze podszedł do nas.","Ojciec, nim się położył, raz jeszcze podszedł do nas."
0,"Uroczystości te odbywają się głównie na zachodnim wybrzeżu Sycylii oraz w miastach południa, np. w Tarencie, Reggio.","Uroczystości te odbywają się głównie na zachodnim wybrzeżu Sycylii oraz w miastach południa, np. w Tarencie, Reggio."
0,"Dinozaury to z taksonomicznego, morfologicznego i ekologicznego punktu widzenia zróżnicowana grupa zwierząt.","Dinozaury to z taksonomicznego, morfologicznego i ekologicznego punktu widzenia zróżnicowana grupa zwierząt."
0,Antarktyda jest najzimniejszym spośród kontynentów Ziemi.,Antarktyda jest najzimniejszym spośród kontynentów Ziemi.
1,Potem socjolog wywodził coś bardzo teoretycznie.,Potem osoba socjologiczna wywodziła coś bardzo teoretycznie.
0,"Pasożytnictwo lęgowe, w którym pewne gatunki podrzucają swoje jaja innemu gatunkowi do lęgu, jest bardziej powszechne wśród ptaków niż u jakichkolwiek innych typów organizmów.","Pasożytnictwo lęgowe, w którym pewne gatunki podrzucają swoje jaja innemu gatunkowi do lęgu, jest bardziej powszechne wśród ptaków niż u jakichkolwiek innych typów organizmów."
0,"Uzbrojenie sił lądowych Rumunii składało się w 2014 roku z: 1100 czołgów, 1535 opancerzonych pojazdów bojowych, 188 wieloprowadnicowych wyrzutni rakietowych oraz 1360 zestawów artylerii holowanej.","Uzbrojenie sił lądowych Rumunii składało się w 2014 roku z: 1100 czołgów, 1535 opancerzonych pojazdów bojowych, 188 wieloprowadnicowych wyrzutni rakietowych oraz 1360 zestawów artylerii holowanej."
0,"Elektron może opuścić centrum barwne jeśli dostarczy mu się odpowiednią ilość energii, np. w wyniku podgrzewania.","Elektron może opuścić centrum barwne jeśli dostarczy mu się odpowiednią ilość energii, np. w wyniku podgrzewania."
0,"Spośród fauny lądowej przetrwały krokodylomorfy, dinozaury, ssaki, pterozaury i żółwie.","Spośród fauny lądowej przetrwały krokodylomorfy, dinozaury, ssaki, pterozaury i żółwie."
1,komisja powinna to wszystko w miarę możliwości ustalić reszty mam nadzieję że dzieła dokończy prokuratura i niezależni dziennikarze – nie pan chce czytać.,komisja powinna to wszystko w miarę możliwości ustalić reszty mam nadzieję że dzieła dokończy prokuratura i niezależne osoby dziennikarskie – nie pan chce czytać.
0,"Wyspy Pelagijskie to skrawek włoskiego terytorium położony blisko kontynentu Afryki, pod względem fizycznogeograficznym należący do tej części świata.","Wyspy Pelagijskie to skrawek włoskiego terytorium położony blisko kontynentu Afryki, pod względem fizycznogeograficznym należący do tej części świata."
1,Jakie priorytety wiążą się z mincerzami?,Jakie priorytety wiążą się z osobą mincerską?
0,"Umożliwia im to widzenie światła ultrafioletowego, które jest związane z zalotami.","Umożliwia im to widzenie światła ultrafioletowego, które jest związane z zalotami."
0,Nie było natomiast piskląt ani całkiem dorosłych zwierząt.,Nie było natomiast piskląt ani całkiem dorosłych zwierząt.
0,"Fragment kości, obecnie zidentyfikowany jako część kości udowej megalozaura, wydobyto z kopalni wapienia w Cornwell w okolicy Chipping Norton w Oxfordshire w Anglii w 1676.","Fragment kości, obecnie zidentyfikowany jako część kości udowej megalozaura, wydobyto z kopalni wapienia w Cornwell w okolicy Chipping Norton w Oxfordshire w Anglii w 1676."
1,"Wykupienie przez pracodawcę np. w serwisie Cv-online tzw. pakietu biznes, który obejmuje zamieszczenie nieograniczonej ilości ofert, publikację logo firmy, opiekę konsultanta i kilku innych usług, kosztuje poniżej 3 tys. zł miesięcznie.","Wykupienie przez osobę pracodawczą np. w serwisie Cv-online tzw. pakietu biznes, który obejmuje zamieszczenie nieograniczonej ilości ofert, publikację logo firmy, opiekę osoby konsultanckiej i kilku innych usług, kosztuje poniżej 3 tys. zł miesięcznie."
0,"W województwie pomorskim znajdują się 43 miasta, w tym Trójmiasto, czyli zespół trzech miast: Gdańska, Gdyni i Sopotu.","W województwie pomorskim znajdują się 43 miasta, w tym Trójmiasto, czyli zespół trzech miast: Gdańska, Gdyni i Sopotu."
0,"Karaiby – region składający się z Morza Karaibskiego, tamtejszych wysp (w całości znajdujących się na Morzu Karaibskim, lub też częściowo z nim graniczących, a częściowo z Oceanem Atlantyckim) oraz otaczających je wybrzeży.","Karaiby – region składający się z Morza Karaibskiego, tamtejszych wysp (w całości znajdujących się na Morzu Karaibskim, lub też częściowo z nim graniczących, a częściowo z Oceanem Atlantyckim) oraz otaczających je wybrzeży."
0,Biomechanika w szczególności pozwoliła wniknąć w to zagadnienie.,Biomechanika w szczególności pozwoliła wniknąć w to zagadnienie.
0,"Między parami tych spiral (helis) SiO4, są większe sześcioboczne i mniejsze trójkątne kanały, biegnące wzdłuż kryształu.","Między parami tych spiral (helis) SiO4, są większe sześcioboczne i mniejsze trójkątne kanały, biegnące wzdłuż kryształu."
1,"Jak detektyw popatrzmy, co mówi o tym horoskop.","Jak osoba detektywistyczna popatrzmy, co mówi o tym horoskop."
0,Większość z największych okazów roślinożerców odkryto w latach siedemdziesiątych XX wieku lub później.,Większość z największych okazów roślinożerców odkryto w latach siedemdziesiątych XX wieku lub później.
0,"Ten wczesny ptak tak bardzo przypomina nieptasie dinozaury, że przynajmniej jednego osobnika, w przypadku którego nie zachowały się odciski piór, mylnie uznano za kompsognata (rodzina kompsognatów należy do celurozaurów daleko spokrewnionych z ptakami, dalej niż Arctometatarsalia, terizinozaury czy owiraptorozaury).","Ten wczesny ptak tak bardzo przypomina nieptasie dinozaury, że przynajmniej jednego osobnika, w przypadku którego nie zachowały się odciski piór, mylnie uznano za kompsognata (rodzina kompsognatów należy do celurozaurów daleko spokrewnionych z ptakami, dalej niż Arctometatarsalia, terizinozaury czy owiraptorozaury)."
0,Miażdżące pokarm kaczodziobe i ścinające go ceratopsy uległy olbrzymiemu zróżnicowaniu w Ameryce Północnej i Azji.,Miażdżące pokarm kaczodziobe i ścinające go ceratopsy uległy olbrzymiemu zróżnicowaniu w Ameryce Północnej i Azji.
0,"W 1965 do władzy doszedł Nicolae Ceaușescu (po śmierci G. Gheorghiu-Deja), który niemal natychmiast ogłosił, że w Rumunii socjalizm został już zbudowany i kraj wchodzi na nowy etap – budowy komunizmu, pod nową nazwą – Socjalistyczna Republika Rumunii.","W 1965 do władzy doszedł Nicolae Ceaușescu (po śmierci G. Gheorghiu-Deja), który niemal natychmiast ogłosił, że w Rumunii socjalizm został już zbudowany i kraj wchodzi na nowy etap – budowy komunizmu, pod nową nazwą – Socjalistyczna Republika Rumunii."
0,Ilustracja Marsha z 1896 przedstawiające kości stegozaura.,Ilustracja Marsha z 1896 przedstawiające kości stegozaura.
0,Wszystkie dinozaury składają jaja zawierające błony płodowe.,Wszystkie dinozaury składają jaja zawierające błony płodowe.
0,Brzoza (Betula pendula i Betula pubescens) – drewno o dobrych właściwościach mechanicznych i małej odporności na grzyby.,Brzoza (Betula pendula i Betula pubescens) – drewno o dobrych właściwościach mechanicznych i małej odporności na grzyby.
0,"W uchu wewnętrznym znajduje się ślimak, ale nie jest on skręcony spiralnie jak u ssaków.","W uchu wewnętrznym znajduje się ślimak, ale nie jest on skręcony spiralnie jak u ssaków."
0,"Ale ojciec oczy w ziemię wbił, skubał wąsy.","Ale ojciec oczy w ziemię wbił, skubał wąsy."
0,Obecnie drewno stosowane jest jako materiał konstrukcyjny oraz wykończeniowy.,Obecnie drewno stosowane jest jako materiał konstrukcyjny oraz wykończeniowy.
0,Najwyższym i najcięższym spośród dobrze zachowanych szkieletów należy do Giraffatitan brancai (dawniej klasyfikowanego jako gatunek brachiozaura).,Najwyższym i najcięższym spośród dobrze zachowanych szkieletów należy do Giraffatitan brancai (dawniej klasyfikowanego jako gatunek brachiozaura).
0,"Intensywna orogeneza alpejska doprowadziła w paleocenie do wyniesienia Gór Skalistych, a w następnych epokach gór Sierra Nevada i nowego pasma Gór Skalistych.","Intensywna orogeneza alpejska doprowadziła w paleocenie do wyniesienia Gór Skalistych, a w następnych epokach gór Sierra Nevada i nowego pasma Gór Skalistych."
0,Około 1/4 grupy roślin naczyniowych z całego regionu występuje wyłącznie na Kubie.,Około 1/4 grupy roślin naczyniowych z całego regionu występuje wyłącznie na Kubie.
0,"Trzecim gatunkiem, który zadomowił się w Antarktyce, jest zawleczona przez człowieka wiechlina roczna (Poa annua).","Trzecim gatunkiem, który zadomowił się w Antarktyce, jest zawleczona przez człowieka wiechlina roczna (Poa annua)."
1,"Burmistrz gwarantuje, że w tym roku fajerwerki będą bardzo efektowne.","Osoba burmistrzowska gwarantuje, że w tym roku fajerwerki będą bardzo efektowne."
0,— Chłopcy! — odezwała się znowu matka — a czego tam Piotruś płacze?,— Chłopcy! — odezwała się znowu matka — a czego tam Piotruś płacze?
0,Taki sen umożliwia wrażliwość na niebezpieczne sytuacje i szybką ucieczkę w wypadku niebezpieczeństw.,Taki sen umożliwia wrażliwość na niebezpieczne sytuacje i szybką ucieczkę w wypadku niebezpieczeństw.
0,"Dollodon należał do zaawansowanych ornitopodów, iguanodontów.","Dollodon należał do zaawansowanych ornitopodów, iguanodontów."
0,"Według PN-72D/96002 Tarcica liściasta ogólnego przeznaczenia deska jest jednym z sortymentów tarcicy, wyróżniającym się grubością w przedziale 16–45 mm, szerokości 80–100 mm i długości powyżej 1 m.","Według PN-72D/96002 Tarcica liściasta ogólnego przeznaczenia deska jest jednym z sortymentów tarcicy, wyróżniającym się grubością w przedziale 16–45 mm, szerokości 80–100 mm i długości powyżej 1 m."
0,"Ułożona asymetrycznie wokół bieguna południowego, w większości na południe od koła podbiegunowego, Antarktyda jest lądem najbardziej wysuniętym na południe.","Ułożona asymetrycznie wokół bieguna południowego, w większości na południe od koła podbiegunowego, Antarktyda jest lądem najbardziej wysuniętym na południe."
0,"Monogamia umożliwia wspólną opiekę rodzicielską, która jest szczególnie ważna dla gatunków, w których samice potrzebują pomocy samców do właściwego wychowywania młodych.","Monogamia umożliwia wspólną opiekę rodzicielską, która jest szczególnie ważna dla gatunków, w których samice potrzebują pomocy samców do właściwego wychowywania młodych."
0,Otaczają ją wody Oceanu Południowego.,Otaczają ją wody Oceanu Południowego.
0,"Termin „Literatura brytyjska” odnosi się do literatury związanej ze Zjednoczonym Królestwem, Wyspą Man oraz Wyspami Normandzkimi.","Termin „Literatura brytyjska” odnosi się do literatury związanej ze Zjednoczonym Królestwem, Wyspą Man oraz Wyspami Normandzkimi."
0,"Interpretacja dinozaurów jako stworzeń stadnych rozszerzyła się na mięsożerne teropody, współpracujące w celu pokonania większej zdobyczy.","Interpretacja dinozaurów jako stworzeń stadnych rozszerzyła się na mięsożerne teropody, współpracujące w celu pokonania większej zdobyczy."
0,"Parowanie zwiększają poprzez dyszenie lub szybkie drganie cienkiego dna jamy gębowej i górnej części gardła, tzw. trzepotanie podgardla z częstotliwością rezonansową, która wymaga niewielkich nakładów energii.","Parowanie zwiększają poprzez dyszenie lub szybkie drganie cienkiego dna jamy gębowej i górnej części gardła, tzw. trzepotanie podgardla z częstotliwością rezonansową, która wymaga niewielkich nakładów energii."
0,"Zależy on od współczynnika załamania światła, absorpcji, przezroczystości i charakteru powierzchni.","Zależy on od współczynnika załamania światła, absorpcji, przezroczystości i charakteru powierzchni."
0,"Wspomniał imię i nazwisko matki, Ojcze nasz mówić kazał, sam zacząwszy głośno.","Wspomniał imię i nazwisko matki, Ojcze nasz mówić kazał, sam zacząwszy głośno."
0,"Intensywne, wysoko zmechanizowane i wydajne rolnictwo zaspokaja potrzeby żywnościowe kraju w 60%, przy czym w tym dziale gospodarki zatrudnione jest tylko 1,5% społeczeństwa.","Intensywne, wysoko zmechanizowane i wydajne rolnictwo zaspokaja potrzeby żywnościowe kraju w 60%, przy czym w tym dziale gospodarki zatrudnione jest tylko 1,5% społeczeństwa."
0,"Aby móc posuwać się naprzód, ptak musi więc albo machać skrzydłami, albo – jeśli znajduje się na dużej wysokości – może uzyskać szybkość przez wykorzystanie siły ciążenia.","Aby móc posuwać się naprzód, ptak musi więc albo machać skrzydłami, albo – jeśli znajduje się na dużej wysokości – może uzyskać szybkość przez wykorzystanie siły ciążenia."
0,"— Cóż, chłopaki? — zapytał wreszcie — obejdziecie się bez poduszki tymczasem, póki matka chora?","— Cóż, chłopaki? — zapytał wreszcie — obejdziecie się bez poduszki tymczasem, póki matka chora?"
0,"Wylecieliśmy obaj z Felkiem, uszczęśliwieni, że się jeszcze ta sprawa nie skończy.","Wylecieliśmy obaj z Felkiem, uszczęśliwieni, że się jeszcze ta sprawa nie skończy."
0,Trza będzie chyba szkapę między ludzi puścić.,Trza będzie chyba szkapę między ludzi puścić.
0,W kilku obszarach niebieskiego lodu opady są niższe niż utrata masy przez sublimację i lokalny bilans masy jest ujemny.,W kilku obszarach niebieskiego lodu opady są niższe niż utrata masy przez sublimację i lokalny bilans masy jest ujemny.
0,Z Bristolu pochodzi idiom „cash on the nail” oznaczający natychmiastową zapłatę.,Z Bristolu pochodzi idiom „cash on the nail” oznaczający natychmiastową zapłatę.
0,Ruiny kościoła św. Piotra w Castle Park.,Ruiny kościoła św. Piotra w Castle Park.
0,"Częściej występuje budowa pośrednia łącząca dwie lub więcej możliwości, a wówczas sposób latania i budowa skrzydła są wynikiem kompromisu, przy czym ta lub inna sprawność może przeważać.","Częściej występuje budowa pośrednia łącząca dwie lub więcej możliwości, a wówczas sposób latania i budowa skrzydła są wynikiem kompromisu, przy czym ta lub inna sprawność może przeważać."
0,Ślady zębów znalezione na Madagaskarze w 2003 potwierdzają go u teropoda mażungazaura.,Ślady zębów znalezione na Madagaskarze w 2003 potwierdzają go u teropoda mażungazaura.
0,"Spiralne łańcuchy czworościanów są połączone z sześcioma sąsiednimi spiralami układami czworościanów w taki sposób, że każdy czworościan SiO4 należy do dwóch sąsiednich łańcuchów czworościanów i graniczy z dwoma sześciobocznymi kanałami.","Spiralne łańcuchy czworościanów są połączone z sześcioma sąsiednimi spiralami układami czworościanów w taki sposób, że każdy czworościan SiO4 należy do dwóch sąsiednich łańcuchów czworościanów i graniczy z dwoma sześciobocznymi kanałami."
0,"Ta fizjologiczna adaptacja jest charakterystyczna dla prawie stu innych gatunków, np. z rodzin sowników, lelkowatych i ostrolotów.","Ta fizjologiczna adaptacja jest charakterystyczna dla prawie stu innych gatunków, np. z rodzin sowników, lelkowatych i ostrolotów."
