type,source_sentence,target_sentence
0,— Filip! — szepnęła wreszcie z wyrzutem. — Co ty?,— Filip! — szepnęła wreszcie z wyrzutem. — Co ty?
0,"Kożuch sprzedałeś?","Kożuch sprzedałeś?"
0,— Kożuch!,— Kożuch!
0,Kożuch! — powtórzył ojciec.,Kożuch! — powtórzył ojciec.
0,"No i cóż kożuch? Wielka parada kożuch!","No i cóż kożuch? Wielka parada kożuch!"
0,Dość go się nadźwigałem przez tyla czasu.,Dość go się nadźwigałem przez tyla czasu.
0,"A to ciężki, psia noga, jak młynarskie sumienie.","A to ciężki, psia noga, jak młynarskie sumienie."
0,"Aż lżej człowiekowi, że go z siebie zrzucił!","Aż lżej człowiekowi, że go z siebie zrzucił!"
0,"A gdy matka jęknęła z cicha, po włosach ją pogładził ręką i dodał:","A gdy matka jęknęła z cicha, po włosach ją pogładził ręką i dodał:"
0,"— A też z ciebie, Anulka, krzywe drewno, że lada czego stękasz.","— A też z ciebie, Anulka, krzywe drewno, że lada czego stękasz."
0,"Był kożuch, nie ma, ta i straszna historia!","Był kożuch, nie ma, ta i straszna historia!"
0,Cóż to?,Cóż to?
0,"Da mi kożuch jeść, albo za mnie komorne zapłaci, albo co?","Da mi kożuch jeść, albo za mnie komorne zapłaci, albo co?"
0,"Wiosna za pasem, tylko patrzeć, jak rzeka puści, a ja się tam będę w kożuchy fundował.","Wiosna za pasem, tylko patrzeć, jak rzeka puści, a ja się tam będę w kożuchy fundował."
0,"A to, poczekawszy, i w spencerze za gorąco będzie, jak się robota otworzy.","A to, poczekawszy, i w spencerze za gorąco będzie, jak się robota otworzy"
0,"Tego dnia znów do apteki biegałem.","Tego dnia znów do apteki biegałem."
0,Zimno tu jakoś i wilgoć czuć.,Zimno tu jakoś i wilgoć czuć.
0,Trzeba by lepiej palić,Trzeba by lepiej palić
0,"I wstrząsnął się, otulając krótkim futerkiem.","I wstrząsnął się, otulając krótkim futerkiem."
0,Ojciec słuchał ze spuszczoną głową.,Ojciec słuchał ze spuszczoną głową.
0,"Cały ten dzień był ojciec bardzo wesół; ale równo musiało mu coś być, bo, jak tylko matka nie patrzyła na niego, odmieniał się na twarzy, zwieszał głowę, a oczy to mu się z siwych aż czarne robiły, taką w nich żałość miał.","Cały ten dzień był ojciec bardzo wesół; ale równo musiało mu coś być, bo, jak tylko matka nie patrzyła na niego, odmieniał się na twarzy, zwieszał głowę, a oczy to mu się z siwych aż czarne robiły, taką w nich żałość miał."
0,"Całe pół puda węgla kupiliśmy na odwieczerz w sklepiku i ogień taki był, że aż huczało w piecu.","Całe pół puda węgla kupiliśmy na odwieczerz w sklepiku i ogień taki był, że aż huczało w piecu."
0,"Ojciec ławę przysunął do naszego siennika i siadł sobie na niej, matka też się obróciła, żeby na ogień patrzeć, i takeśmy się wszyscy wygrzali, że to ha!","Ojciec ławę przysunął do naszego siennika i siadł sobie na niej, matka też się obróciła, żeby na ogień patrzeć, i takeśmy się wszyscy wygrzali, że to ha!"
0,Upłynęło znów ze dwa tygodnie.,Upłynęło znów ze dwa tygodnie.
0,"Ojciec niewiele co zarobku miał; a tu i w domu roboty było dość; tu szmaty upierz, tu strawę uwarz.","Ojciec niewiele co zarobku miał; a tu i w domu roboty było dość; tu szmaty upierz, tu strawę uwarz."
0,"Matce też nie było ni lepiej, ni gorzej.","Matce też nie było ni lepiej, ni gorzej."
0,"Wyschła tylko strasznie i na twarzy zbielała, jak chusta.","Wyschła tylko strasznie i na twarzy zbielała, jak chusta."
0,"Ciężkie kaszle też na nią przychodziły coraz częściej, osobliwie na świtaniu.","Ciężkie kaszle też na nią przychodziły coraz częściej, osobliwie na świtaniu."
0,"Zaglądały czasem sąsiadki do izby, dziwując się matce, że taka zmizerowana.","Zaglądały czasem sąsiadki do izby, dziwując się matce, że taka zmizerowana."
0,"Żeby już albo w tę, albo w tę stronę pan Jezus dał!","Żeby już albo w tę, albo w tę stronę pan Jezus dał!"
0,— Tfu! — splunął ojciec.,— Tfu! — splunął ojciec.
0,"Co tam pani takie rzeczy będzie gadała?","Co tam pani takie rzeczy będzie gadała?"
0,"Cóż to, przykrzy mi się, czy co?","Cóż to, przykrzy mi się, czy co?"
0,"Czy my to tylko na zdrowe czasy przysięgali sobie, a na te chore to nie?","Czy my to tylko na zdrowe czasy przysięgali sobie, a na te chore to nie?"
0,"Czy to ona przy kim, nie przy mnie, nie przy moich dzieciach zdrowie straciła?","Czy to ona przy kim, nie przy mnie, nie przy moich dzieciach zdrowie straciła?"
0,I na tym się skończyło.,I na tym się skończyło.
0,A mróz trzymał.,A mróz trzymał.
0,"Choć się i wiatr na zachód obrócił, zimnisko takie było w izbie, że aż para szła.","Choć się i wiatr na zachód obrócił, zimnisko takie było w izbie, że aż para szła."
0,"A zelżało trochę pod wieczór, to znów śniegiem miotło tak, że świata widać nie było.","A zelżało trochę pod wieczór, to znów śniegiem miotło tak, że świata widać nie było."
0,"Piotruś to już i do ochronki nie szedł, tylko za piecem, albo w nogach matczynego łóżka siedział, taki delikacik!","Piotruś to już i do ochronki nie szedł, tylko za piecem, albo w nogach matczynego łóżka siedział, taki delikacik!"
0,A my z Felkiem pigułyśmy ze śniegu robili i walili w siebie na rozgrzewkę.,A my z Felkiem pigułyśmy ze śniegu robili i walili w siebie na rozgrzewkę.
0,"Jakoś się jednego dnia nie paliło w piecu Ojciec matkę przyodział derką.","Jakoś się jednego dnia nie paliło w piecu Ojciec matkę przyodział derką."
0,"Otworzył tedy ojciec do kuferka, czy jeszcze gdzie nie wytrząśnie jakiej okruszyny, bo matka kaszlała tak, że aż w piersiach coś rwało.","Otworzył tedy ojciec do kuferka, czy jeszcze gdzie nie wytrząśnie jakiej okruszyny, bo matka kaszlała tak, że aż w piersiach coś rwało."
0,"Zaraz my we trzech obstąpili ojca, bo w kuferku bywały różne rzeczy, któreśmy rzadko kiedy widywali.","Zaraz my we trzech obstąpili ojca, bo w kuferku bywały różne rzeczy, któreśmy rzadko kiedy widywali."
0,"Były w pudełku brzytwy ojca, były w drugim korale matczyne, była czarna jedwabna chustka, co ją ojciec w wielkie święta na szyję wiązał.","Były w pudełku brzytwy ojca, były w drugim korale matczyne, była czarna jedwabna chustka, co ją ojciec w wielkie święta na szyję wiązał."
0,"Była szuba matczyna z czerwoną podszewką, była żółta serweta w kwiaty na stół, była kapa na łóżko z zielonego persu.","Była szuba matczyna z czerwoną podszewką, była żółta serweta w kwiaty na stół, była kapa na łóżko z zielonego persu."
0,Ale tym razem zupełnieśmy się zawiedli; kuferek był pusty.,Ale tym razem zupełnieśmy się zawiedli; kuferek był pusty.
0,"W kątku tylko, w czerwoną chusteczkę związana, leżała kawalerska harmonijka ojca.","W kątku tylko, w czerwoną chusteczkę związana, leżała kawalerska harmonijka ojca."
0,"Ojciec potrącił ją raz i drugi, szukając odrobiny cukru, jakby się bał ją podnieść i usunąć z kąta.","Ojciec potrącił ją raz i drugi, szukając odrobiny cukru, jakby się bał ją podnieść i usunąć z kąta."
0,Brzękła i umilkła.,Brzękła i umilkła.
0,Ale Felek już wsadził rękę do kuferka.,Ale Felek już wsadził rękę do kuferka.
0,"— A harmonijka, proszę ojca! — krzyknął, podnosząc czerwone zawiniątko.","— A harmonijka, proszę ojca! — krzyknął, podnosząc czerwone zawiniątko."
0,"Nie można by harmonijki?","Nie można by harmonijki?"
0,— Felek! — zawołała matka słabym głosem z łóżka.,— Felek! — zawołała matka słabym głosem z łóżka.
0,Ojciec się zaczerwienił.,Ojciec się zaczerwienił.
0,"Felkowi chustczynę z harmonijką odebrał i, włożywszy do kuferka, zamknął go na klucz.","Felkowi chustczynę z harmonijką odebrał i, włożywszy do kuferka, zamknął go na klucz."
0,Tego dnia bardzośmy długo śniadania nie jedli; a obiadu — to też nie było.,Tego dnia bardzośmy długo śniadania nie jedli; a obiadu — to też nie było.
0,"Myślałem, że mnie ojciec choć po chleb pośle, ale nie.","Myślałem, że mnie ojciec choć po chleb pośle, ale nie."
0,Piotrusiowi tylko dostała się wczorajsza kromka.,Piotrusiowi tylko dostała się wczorajsza kromka.
0,"Poszliśmy z Felkiem do sieni w klasy grać, bo nam się dłużyło jakoś.","Poszliśmy z Felkiem do sieni w klasy grać, bo nam się dłużyło jakoś."
0,"Druga już może była, albo i trzecia, kiedy matka zawołała mnie do łóżka i rzekła zmęczonym, przerywanym głosem:","Druga już może była, albo i trzecia, kiedy matka zawołała mnie do łóżka i rzekła zmęczonym, przerywanym głosem:"
0,— Ojej Co nie mam wiedzieć Pod trzeci,— Ojej Co nie mam wiedzieć Pod trzeci
0,"— Pod trzeci — powtórzyła matka.","— Pod trzeci — powtórzyła matka."
0,"To porządna kobieta, może kupi żelazko.","To porządna kobieta, może kupi żelazko."
0,"— Żelazko? — powtórzyłem, niepewny, czy dobrze słyszę.","— Żelazko? — powtórzyłem, niepewny, czy dobrze słyszę."
0,"Tylko żeby dopiero zmierzchem przyszła.","Tylko żeby dopiero zmierzchem przyszła."
0,"Chwyciłem czapkę, kiedy mnie zawołała raz drugi:","Chwyciłem czapkę, kiedy mnie zawołała raz drugi:"
0,— Wicuś!,— Wicuś!
0,"Ale kiedym podszedł, popatrzyła na mnie i rzekła:","Ale kiedym podszedł, popatrzyła na mnie i rzekła:"
0,"— Nic już, nic!","— Nic już, nic!"
0,Idź,Idź
0,"Byłem we drzwiach, kiedy mnie zawołała raz jeszcze.","Byłem we drzwiach, kiedy mnie zawołała raz jeszcze."
0,"Była wpół podniesiona na łóżku, zapadłe jej oczy otwarte były szeroko.","Była wpół podniesiona na łóżku, zapadłe jej oczy otwarte były szeroko."
0,"— I moździerz — szepnęła tak cicho, żem dosłyszał ledwie.","— I moździerz — szepnęła tak cicho, żem dosłyszał ledwie."
0,Skamieniałem.,Skamieniałem.
0,"Doznałem wrażenia, jakby mnie samego sprzedawać miano.","Doznałem wrażenia, jakby mnie samego sprzedawać miano."
0,"— Moździerz? — powtórzyłem szeptem, nachylając się ku twarzy matki.","— Moździerz? — powtórzyłem szeptem, nachylając się ku twarzy matki."
0,"Dyszała ciężko, nierówno, w piersiach słychać było świst ostry.","Dyszała ciężko, nierówno, w piersiach słychać było świst ostry."
0,"Nie odpowiedziała nic, tylko mnie przytrzymała za rękę.","Nie odpowiedziała nic, tylko mnie przytrzymała za rękę."
0,"Dłoń jej była zimna, wilgotna.","Dłoń jej była zimna, wilgotna."
0,"Dwa czy trzy razy otwarła usta bez głosu, pożółkłe jej czoło potem się okryło.","Dwa czy trzy razy otwarła usta bez głosu, pożółkłe jej czoło potem się okryło."
0,"Chwyciła powietrza głębokim, do westchnienia podobnym oddechem.","Chwyciła powietrza głębokim, do westchnienia podobnym oddechem."
0,— I rondel — szepnęła z wysiłkiem.,— I rondel — szepnęła z wysiłkiem.
0,— Rondel? — rzekłem równie cichym głosem.,— Rondel? — rzekłem równie cichym głosem.
0,"Skinęła tylko ręką, głowa jej opadła na poduszkę, oczy się przymknęły.","Skinęła tylko ręką, głowa jej opadła na poduszkę, oczy się przymknęły."
0,"Wyleciałem, jak oparzony, trzymając czapkę w garści.","Wyleciałem, jak oparzony, trzymając czapkę w garści."
0,W sieni spotkałem Felka.,W sieni spotkałem Felka.
0,"— Słysz, ty — krzyknąłem mu w ucho.","— Słysz, ty — krzyknąłem mu w ucho."
0,"I rondel, i moździerz, i żelazko, wszystko ci het przedajem!","I rondel, i moździerz, i żelazko, wszystko ci het przedajem!"
0,"— Siarczyste! — rozśmiał się Felek i wyskoczył w górę na tę uciechę, trzasnąwszy się dłoniami po udach.","— Siarczyste! — rozśmiał się Felek i wyskoczył w górę na tę uciechę, trzasnąwszy się dłoniami po udach."
0,Ten skok to była najlepsza sztuka w całym repertuarze jego.,Ten skok to była najlepsza sztuka w całym repertuarze jego.
0,Nigdy mu w nim dorównać nie mogłem.,Nigdy mu w nim dorównać nie mogłem.
0,"Rzucał się w powietrze tak łatwo, jak ryba w wodę.","Rzucał się w powietrze tak łatwo, jak ryba w wodę."
0,"Zaraz też we dwóch polecieliśmy na Szczyglą, bo Felek ambitny był i nigdy mi o włos przed sobą nie dał.","Zaraz też we dwóch polecieliśmy na Szczyglą, bo Felek ambitny był i nigdy mi o włos przed sobą nie dał."
0,"Powiedziała, że jej rondel niepotrzebny, a moździerz i żelazko ma swoje.","Powiedziała, że jej rondel niepotrzebny, a moździerz i żelazko ma swoje."
0,Wyszliśmy oburzeni.,Wyszliśmy oburzeni.
0,Rondel jej niepotrzebny!,Rondel jej niepotrzebny!
0,"Taki rondel, jak nasz, i jej niepotrzebny.","Taki rondel, jak nasz, i jej niepotrzebny."
0,"Z błyszczącymi oczyma czekała matka.","Z błyszczącymi oczyma czekała matka."
0,"A gdym jej o skutku naszej wyprawy powiedział, westchnęła, jakby doznawszy wielkiej jakiej ulgi.","A gdym jej o skutku naszej wyprawy powiedział, westchnęła, jakby doznawszy wielkiej jakiej ulgi."
0,Przed wieczorem jednak znów mnie zawołała.,Przed wieczorem jednak znów mnie zawołała.
0,"Wylecieliśmy obaj z Felkiem, uszczęśliwieni, że się jeszcze ta sprawa nie skończy.","Wylecieliśmy obaj z Felkiem, uszczęśliwieni, że się jeszcze ta sprawa nie skończy."
0,"Żelazko przepalone, moździerz mały, rondel cienki i nitowany z boku.","Żelazko przepalone, moździerz mały, rondel cienki i nitowany z boku."
0,"Za trzy te sztuki razem dawał dziesięć złotych.","Za trzy te sztuki razem dawał dziesięć złotych."
0,Porwała się matka i na łóżku siadła.,Porwała się matka i na łóżku siadła.
0,— Co? Dziesięć złotych?,— Co? Dziesięć złotych?
0,"Sam moździerz kosztował pięć złotych i trzynaście groszy!","Sam moździerz kosztował pięć złotych i trzynaście groszy!"
0,A żelazko! A rondel!,A żelazko! A rondel!
0,Ale nie dopuściła go do słowa i trzęsącą się ręką drzwi mu pokazywała.,Ale nie dopuściła go do słowa i trzęsącą się ręką drzwi mu pokazywała.
0,Idźcie!,Idźcie!
0,Niech was moje oczy nie widzą!,Niech was moje oczy nie widzą!
0,Nie wy jedni na świecie.,Nie wy jedni na świecie.
0,"I posłała nas natychmiast po Rudego, co od nas stół ostatni kupił.","I posłała nas natychmiast po Rudego, co od nas stół ostatni kupił."
0,"Koncepty różne, kupując ów stół, prawił, a za odniesienie go na drugą ulicę mnie i Felkowi po orzechu dał.","Koncepty różne, kupując ów stół, prawił, a za odniesienie go na drugą ulicę mnie i Felkowi po orzechu dał."
0,"Prawda, że Felków był dziurawy, ale cały dzień na nim gwizdał, że to niby kolej odchodzi.","Prawda, że Felków był dziurawy, ale cały dzień na nim gwizdał, że to niby kolej odchodzi."
0,Polecieliśmy tedy po Rudego.,Polecieliśmy tedy po Rudego.
0,"Szwargotał na rogu przed sklepikiem z tym pierwszym, który od nas wyszedł.","Szwargotał na rogu przed sklepikiem z tym pierwszym, który od nas wyszedł."
0,Zaraz jednak worek z butelkami na plecach poprawił i za nami poszedł.,Zaraz jednak worek z butelkami na plecach poprawił i za nami poszedł.
0,"Ale, obejrzawszy moździerz, rondel i żelazko, dawał za nie tylko dziewięć złotych i szesnaście groszy; mówił też, że moździerz to się i na szmelc nie zda.","Ale, obejrzawszy moździerz, rondel i żelazko, dawał za nie tylko dziewięć złotych i szesnaście groszy; mówił też, że moździerz to się i na szmelc nie zda."
0,"Matkę aż febra trzęsła i, choć się ruszyć prawie nie mogła na łóżku, wyrwała przecież rondel i puściła go na ziemię.","Matkę aż febra trzęsła i, choć się ruszyć prawie nie mogła na łóżku, wyrwała przecież rondel i puściła go na ziemię."
0,"Jęknął, jak dzwon rozbity","Jęknął, jak dzwon rozbity"
0,"Dziwnego wrażenia doznałem, słuchając tego jęku.","Dziwnego wrażenia doznałem, słuchając tego jęku."
0,"Zdawało mi się, że jęknęły węgły naszej izby.","Zdawało mi się, że jęknęły węgły naszej izby."
0,Matka zasłoniła oczy i zaczęła płakać.,Matka zasłoniła oczy i zaczęła płakać.
0,"Co jeden, to mniej dawał; choć o dwa, o trzy grosze, ale mniej.","Co jeden, to mniej dawał; choć o dwa, o trzy grosze, ale mniej."
0,"Szwargotali, kłócili się między sobą, wyrywali sobie nasz moździerz i nasze żelazko, hałas był większy, niż na Pociejowie.","Szwargotali, kłócili się między sobą, wyrywali sobie nasz moździerz i nasze żelazko, hałas był większy, niż na Pociejowie."
0,Felek tylko mnie poszczypywał z tej uciechy.,Felek tylko mnie poszczypywał z tej uciechy.
0,"— To ci heca! — wołał, dusząc się od tłumionego śmiechu, i dla ulżenia sobie wywinął pysznego kozła.","— To ci heca! — wołał, dusząc się od tłumionego śmiechu, i dla ulżenia sobie wywinął pysznego kozła."
0,"Rondel, żelazko i moździerz stały rzędem przy matce na ławie.","Rondel, żelazko i moździerz stały rzędem przy matce na ławie."
0,"Patrzyła na mnie wzrokiem smutnym, zmęczonym, osłupiałym prawie.","Patrzyła na mnie wzrokiem smutnym, zmęczonym, osłupiałym prawie."
0,"Ale gdy mróz coraz większy na noc brał, a Piotruś, zwyczajnie bąk niewytrzymały, piszczeć zaczął, że mu zimno, że głodny.","Ale gdy mróz coraz większy na noc brał, a Piotruś, zwyczajnie bąk niewytrzymały, piszczeć zaczął, że mu zimno, że głodny."
0,Ale nie zapomniała widać owej matczynej odmowy.,Ale nie zapomniała widać owej matczynej odmowy.
0,"Odęła się też zaraz, jak karmelicka bania.","Odęła się też zaraz, jak karmelicka bania."
0,"— Jak będę miała kupować, to se nowe kupię!","— Jak będę miała kupować, to se nowe kupię!"
0,Co mi tam po starym gracie!,Co mi tam po starym gracie!
0,"Kiedym to powtórzył matce, ognie uderzyły na nią.","Kiedym to powtórzył matce, ognie uderzyły na nią."
0,"— Nie, to nie! — zawołała głosem, drżącym z gniewu.","— Nie, to nie! — zawołała głosem, drżącym z gniewu."
0,"Widzicie ją!","Widzicie ją!"
0,Grat! stary grat! Jaka pani!,Grat! stary grat! Jaka pani!
0,"Jak pożyczyć, to jej było dobre, a jak kupić, to stary grat!","Jak pożyczyć, to jej było dobre, a jak kupić, to stary grat!"
0,"Poczekaj, ty flądro jędzo.","Poczekaj, ty flądro jędzo."
0,"Zakaszlała się i za piersi chwyciła, ale jej nie było co popić dać, bo ziółka dawno wyszły.","Zakaszlała się i za piersi chwyciła, ale jej nie było co popić dać, bo ziółka dawno wyszły."
0,"— A to ci tyjatr! — szepnął Felek, szczypnąwszy mię do bolącego.","— A to ci tyjatr! — szepnął Felek, szczypnąwszy mię do bolącego."
0,"— Wicuś! — odezwała się matka przerywanym głosem — biegaj no do tego najpierwszego, co dziesięć złotych dawał.","— Wicuś! — odezwała się matka przerywanym głosem — biegaj no do tego najpierwszego, co dziesięć złotych dawał."
0,"Do tego czarnego, wiesz?","Do tego czarnego, wiesz?"
0,"Niech przychodzi. — I, przymknąwszy zmęczone oczy, szeptała:","Niech przychodzi. — I, przymknąwszy zmęczone oczy, szeptała:"
0,"— Za psie pieniądze przedam, zmarnuję, a tobie, jędzo, flądro jedna, wara od starych gratów na ludzki dobytek wydziwiać.","— Za psie pieniądze przedam, zmarnuję, a tobie, jędzo, flądro jedna, wara od starych gratów na ludzki dobytek wydziwiać."
0,"Nie użyjesz!","Nie użyjesz!"
0,Nie użyjesz!,Nie użyjesz!
0,"I umilkła, wyczerpana zupełnie.","I umilkła, wyczerpana zupełnie."
0,"Felek aż się piętami po łydkach bił.","Felek aż się piętami po łydkach bił."
0,"Myśleliśmy, że go Bóg wie gdzie szukać przyjdzie, a on prawie wprost naszej bramy stał, ręce za pas u chałata założył i bokami spluwał.","Myśleliśmy, że go Bóg wie gdzie szukać przyjdzie, a on prawie wprost naszej bramy stał, ręce za pas u chałata założył i bokami spluwał."
0,Zupełnie jakby czekał na nas.,Zupełnie jakby czekał na nas.
0,"Kiedy Felek, podleciawszy, szturchnął go w łokieć, błysnęły mu oczy zmrużone, jak kotu, i pociągnął nosem.","Kiedy Felek, podleciawszy, szturchnął go w łokieć, błysnęły mu oczy zmrużone, jak kotu, i pociągnął nosem."
0,"Poszedł za nami prędko, skwapliwie.","Poszedł za nami prędko, skwapliwie."
0,"Ale i on teraz więcej dać nie chciał, jak równe dziewięć złotych.","Ale i on teraz więcej dać nie chciał, jak równe dziewięć złotych."
0,"To równe mówił takim głosem, jakby do owych dziewięciu złotych przynajmniej z pół rubla dokładał.","To równe mówił takim głosem, jakby do owych dziewięciu złotych przynajmniej z pół rubla dokładał."
0,Matka znów się zapaliła na twarzy.,Matka znów się zapaliła na twarzy.
0,— Człowieku! — krzyknęła. — A toć że tego nie ubyło!,— Człowieku! — krzyknęła. — A toć że tego nie ubyło!
0,A toć żeście pierw dziesięć złotych dawali.,A toć żeście pierw dziesięć złotych dawali.
0,A toć że to samo!,A toć że to samo!
0,"— Nu, to co, że to samo? — odrzekł flegmatycznie. — Ja się namyślał","— Nu, to co, że to samo? — odrzekł flegmatycznie. — Ja się namyślał"
0,"— Dajcież już tak dziesięć złotych, jakeście dawali.","— Dajcież już tak dziesięć złotych, jakeście dawali."
0,"Miej sumienie!","Miej sumienie!"
0,"— Nu, ja sumienie mam!","— Nu, ja sumienie mam!"
0,"Żeby ja sumienie nie miał, to by ja ośm złotych dał, a że ja sumienie mam, to ja dam równe dziewięć.","Żeby ja sumienie nie miał, to by ja ośm złotych dał, a że ja sumienie mam, to ja dam równe dziewięć."
0,— A żeby was Bóg ciężko skarał za moją krzywdę! — jęknęła matka.,— A żeby was Bóg ciężko skarał za moją krzywdę! — jęknęła matka.
0,— Co to skarał? — szarpnął się. — Za co skarał?,— Co to skarał? — szarpnął się. — Za co skarał?
0,Czy ja darmo chcę wziąć?,Czy ja darmo chcę wziąć?
0,Czy ja plewy daję?,Czy ja plewy daję?
0,"Nu, ja daję gotowe pieniądze.","Nu, ja daję gotowe pieniądze."
0,"Matka już nic nie odpowiedziała, twarz jej była tak białą, jak krążek opłatka.","Matka już nic nie odpowiedziała, twarz jej była tak białą, jak krążek opłatka."
0,"Felkowi oczy latały za każdą dziesiątką.","Felkowi oczy latały za każdą dziesiątką."
0,"Co tylko która była choć trochę starta, natychmiast ją z szeregu wyrzucał, krzycząc, że fałszywa.","Co tylko która była choć trochę starta, natychmiast ją z szeregu wyrzucał, krzycząc, że fałszywa."
0,"Potem rozczerwienił się tak, jakby go apopleksja tknąć miała, zamierzył się raz nawet na Felka, doprowadzony do ostatniej pasji, aż nagle uśmiechnął się, dobył z kamizelki grosz dobrze sczerniały i, podając go Felkowi, rzekł:","Potem rozczerwienił się tak, jakby go apopleksja tknąć miała, zamierzył się raz nawet na Felka, doprowadzony do ostatniej pasji, aż nagle uśmiechnął się, dobył z kamizelki grosz dobrze sczerniały i, podając go Felkowi, rzekł:"
0,"— Nu, ty mądry chłopiec!","— Nu, ty mądry chłopiec!"
0,Na tobie na piernik!,Na tobie na piernik!
0,Ale Felek grosza nie brał.,Ale Felek grosza nie brał.
0,"— Tu, patrzcie, gdzieście nie dołożyli trojaka — rzekł, stukając palcem w kupkę groszaków, mającą przedstawiać złotówkę.","— Tu, patrzcie, gdzieście nie dołożyli trojaka — rzekł, stukając palcem w kupkę groszaków, mającą przedstawiać złotówkę."
0,"Tu dołóżcie, a mnie nie zawracajcie piernikami głowy.","Tu dołóżcie, a mnie nie zawracajcie piernikami głowy."
0,Nareszcie doliczyli się jakoś.,Nareszcie doliczyli się jakoś.
0,"Z łoskotem żelazko, moździerz i rondel do brudnego worka wrzucił, a mnie matka posłała po węgle i po chleb.","Z łoskotem żelazko, moździerz i rondel do brudnego worka wrzucił, a mnie matka posłała po węgle i po chleb."
0,"Kiedy ojciec przyszedł, palił się już w piecu ogień, a my popijaliśmy kolejno wodziankę z żelaznego garnczka.","Kiedy ojciec przyszedł, palił się już w piecu ogień, a my popijaliśmy kolejno wodziankę z żelaznego garnczka."
0,"Ojciec w progu przystanął, popatrzył na ogień, na nas, potem po izbie spojrzał, a kiedy wzrok jego zatrzymał się na opróżnionej półce, spuścił oczy i na palcach do łóżka matczynego poszedł.","Ojciec w progu przystanął, popatrzył na ogień, na nas, potem po izbie spojrzał, a kiedy wzrok jego zatrzymał się na opróżnionej półce, spuścił oczy i na palcach do łóżka matczynego poszedł."
0,Niedługo jakoś potem zelżało.,Niedługo jakoś potem zelżało.
0,Ogromny huk pękających lodów na Wiśle słychać było nocami.,Ogromny huk pękających lodów na Wiśle słychać było nocami.
0,"Węgiel jednak ciągleśmy jeszcze kupowali, bo wilgoć w izbie była taka, że się po ścianach sączyło.","Węgiel jednak ciągleśmy jeszcze kupowali, bo wilgoć w izbie była taka, że się po ścianach sączyło."
0,Stancja nasza wypróżniła się do czysta.,Stancja nasza wypróżniła się do czysta.
0,— Na glanc — jak mówił Felek.,— Na glanc — jak mówił Felek.
0,"Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem.","Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem."
0,"Chodziliśmy teraz po pustej izbie, jakby po kościele, a Felek hukał, złożywszy przy ustach dłonie, żeby mu echo odpowiadało.","Chodziliśmy teraz po pustej izbie, jakby po kościele, a Felek hukał, złożywszy przy ustach dłonie, żeby mu echo odpowiadało."
0,"Garnek żelazny też jeszcze był, aleśmy rzadko kiedy obiad gotowali; uwarzyło się ziemniaków na rano, to i na wieczór były, a w południe tośmy latali za kotami, bo okrutnie po dachach wrzeszczały.","Garnek żelazny też jeszcze był, aleśmy rzadko kiedy obiad gotowali; uwarzyło się ziemniaków na rano, to i na wieczór były, a w południe tośmy latali za kotami, bo okrutnie po dachach wrzeszczały."
0,"Jednego razu ojciec u kuferka na ziemi przysiadł, otworzył go i długo medytował nad nim.","Jednego razu ojciec u kuferka na ziemi przysiadł, otworzył go i długo medytował nad nim."
0,"A była tego dnia duża odwilż, z dachów ciekło, wróble się darły, a słońce pierwszy raz tej zimy do naszej suteryny zajrzało.","A była tego dnia duża odwilż, z dachów ciekło, wróble się darły, a słońce pierwszy raz tej zimy do naszej suteryny zajrzało."
0,Ale matce było znowu gorzej.,Ale matce było znowu gorzej.
0,"Całą noc kaszel ją męczył, a pić to wołała więcej, niż pięć razy.","Całą noc kaszel ją męczył, a pić to wołała więcej, niż pięć razy."
0,Lekarstwa nie było.,Lekarstwa nie było.
0,Felek wspiął się na palce i ojcu przez ramię patrzył.,Felek wspiął się na palce i ojcu przez ramię patrzył.
0,"Myślał, że Bóg wie co zobaczy, a tymczasem nic.","Myślał, że Bóg wie co zobaczy, a tymczasem nic."
0,"Ojciec tylko głową kiwał, wąsy skubał i patrzył w milczeniu na czerwone, leżące na dnie zawiniątko.","Ojciec tylko głową kiwał, wąsy skubał i patrzył w milczeniu na czerwone, leżące na dnie zawiniątko."
0,"Sięgnął wreszcie po nie, harmonijkę wyjął i, siadłszy na matczynym łóżku, grać zaczął.","Sięgnął wreszcie po nie, harmonijkę wyjął i, siadłszy na matczynym łóżku, grać zaczął."
0,"Matka ożywiła się nieco, słuchając, kazała sobie Piotrusia podać do łóżka, a my stanęliśmy w pobliżu, słuchając.","Matka ożywiła się nieco, słuchając, kazała sobie Piotrusia podać do łóżka, a my stanęliśmy w pobliżu, słuchając."
0,"Zrazu grał ojciec wesoło, a grając, tak mówił do matki:","Zrazu grał ojciec wesoło, a grając, tak mówił do matki:"
0,"— Pamiętasz, Anulku, Bielany?","— Pamiętasz, Anulku, Bielany?"
0,"Pamiętasz, jak my się to poznali?","Pamiętasz, jak my się to poznali?"
0,Jakem ci to przygrywał idący?,Jakem ci to przygrywał idący?
