,Unnamed: 0,sentence
4131,4131,"- Jestem porządnym obywatelem, nie życzę sobie takiego traktowania - bulwersuje się Mastykiel. - Zresztą to małe, niegroźne pieski. Andrzej Jakubowski, zastępca komendanta nyskich strażników, tłumaczy, że informacji o gruzie szpecącym forty nie dostał. Rzeczywiście ktoś prowadził tam za to wycinkę drzew. - Ale miał zgodę burmistrza - zastrzega Jakubowski. - Właśnie robimy rozeznanie, ilu z nich dokładnie zamierza wybrać zagraniczne studia - mówi. - Ich nazwiska przekażemy OKE we Wrocławiu i poprosimy, by oni mogli swoje świadectwa maturalne dostać wcześniej niż cała reszta. Trud dyrektora Leśniaka będzie jednak daremny. Wojciech Małecki, szef OKE, nie pozostawia żadnych złudzeń. Gisela Froemel, z domu Kopka, ma 67 lat. Swoją mamę widziała po raz ostatni 61 lat temu - 8 lub 9 maja 1945 roku, na jakiejś wielkiej łące na terenach obecnych Czech. Razem ze starszą siostrą, Gabriele, szukają teraz mamy w Polsce, na Opolszczyźnie. Tutaj przecież ich rodzina mieszkała i tu mama się urodziła. Uczennice ostatniej klasy fryzjerstwa wiedzą, że ich koleżanki po fachu, które się do pracy przyłożą, oprócz tego, co zarobią w zakładach fryzjerskich, niezłe pieniądze potrafią dorobić na domowych fuchach. Sąsiadce zrobią trwałą, koleżankę uczeszą na ślub, a dalekiej ciotce ufarbują włosy i już mają kilka złotych bez podatku. Za farbowanie średnio po 20 złotych, balejaż - 30-40 złotych. Dla porówniania: limity kwotowe dla zwracanego VAT-u w przypadku materiałów odliczonych w ramach ulgi to odpowiednio: 16,6 tys. zł (w przypadku nowo budowanych domów) i 7,1 tys. zł (przy remoncie). Co kwartał wysokość tych kwot może się zmienić w związku ze zmianą ceny metra kwadratowego ogłaszaną przez GUS. Po sobotnim spotkaniu wszystkie zespoły III ligi będą miały 10-dniową przerwę. Następna kolejka, z powodu wizyty papieża Benedykta XVI w naszym kraju, została przełożona z 27 na 31 maja. Będzie więc jeszcze okazja do oddechu przed decydującą fazą rywalizacji. W opolskim zespole mimo nie najlepszych ostatnich rezultatów panuje dobra atmosfera oraz pełna mobilizacja. - Nie pierwszy raz puszczają tutaj szybowce, ale nigdy nie robią tego tak nisko nad wioską - opowiada Maria Dudek, która akurat w ogródku pieliła truskawki. - Chyba się za nisko odpiął, był może jakieś 300 - 400 metrów nad ziemią. Wirował nad domami i zaczęło go trząść. Machałam mu fartuchem, żeby lądował na łące pod lasem, ale ten chłopak chyba się przestraszył, że zawadzi o druty. Bez wykupionego ubezpieczenia auto casco czasem nachodziły mnie myśli, czy jutro rano będę miał do czego wsiąść. O stabilnej pozycji golfów na rynku świadczy to, iż niemiecki koncern przygotowuje już szóstą wersję tego auta. Premiera: 2008 r. Volkswagen golf II to auto bardzo popularne w Polsce. Wygodne, ekonomiczne i długowieczne, o czym świadczą jeżdżące jeszcze po polskich drogach wcześniejsze wersje - vw golf I. - Nie mieliśmy czasu na zgromadzenie wszystkich danych o tych ludziach - przekonuje Henryk Mrozek, prokurator rejonowy w Kędzierzynie-Koźlu. Świadek Wojciech S. drży o swoje bezpieczeństwo. Podczas piątkowego posiedzenia sędzia Harz zapytała, czy sprawcy pobicia znają świadka i podała im jego imię i nazwisko. - Już mnie namierzyli, nie wiem, czy nie stanie się coś złego - mówi Wojciech S. - Umorzyliśmy nie cały, a tylko połowę podatku - zastrzega Sławomir Brzeziński, asystent prezydenta Opola. - Spełniamy misję społeczną, a nasze wyniki ekonomiczne nie są najlepsze - tłumaczy ks. Piotr Tarliński, dyrektor katolickiego radia. W stacji na etatach pracuje dziś 17 osób. Pięciu pracowników przyjęto w ostatnich miesiącach. - Pomoc od miasta pozwoliła zatrudnić te osoby - wyjaśnia ks. Tarliński. Kolosalne, bo do tej pory nie było takiej możliwości. Urząd, nawet na podstawie wadliwej decyzji, mógł ściągnąć niesłusznie naliczony podatek. Nawet jeśli podatnik odwołał się od niej i nie było jeszcze rozstrzygnięcia. Skutek był taki, że firma z powodu zajęcia konta bankrutowała, a gdy skutecznie się odwołała do sądu od decyzji , to też nie przysługiwało jej odszkodowanie, tylko zwrot pobranego podatku i odsetki. Drogi. - Od tygodnia zablokowany jest fragment ul. Ozimskiej, a nic się tam nie dzieje - psioczą kierowcy. Do czwartku droga ma być przejezdna. Dzisiaj robotnicy zaczną frezować nawierzchnię. Chodzi o fragment ulicy na wysokości sądu, ale po drugiej stronie, tam gdzie jest komis samochodowy. W dwóch miejscach ustawiono barierki i samochody zjeżdżające z wiaduktu w stronę centrum, tuż za przejściem dla pieszych, muszą zjechać na lewy pas dwupasmowej Ozimskiej. - Sprzątamy i dekorujemy salę - mówi mama Małgorzata Muniak. - Gości będzie około 30, tylko najbliższa rodzina. Angelika przystąpi do komunii w kościele w Dytmarowie. Będą jej towarzyszyć koleżanki i koledzy z III klasy, którzy tę uroczystość przeżyli już rok temu, a teraz świętują rocznicę. Na kartce należy wypisać plusy i minusy?"
4222,4222,– gdzieś tam by trzeba było pozalewać ten.. – zobaczyć co tam jest.. – Stefan chcesz atra y tego się napić czy pojedziesz po zakupy. tera będziesz pił?
4661,4661,"Oczywiście organizując konkurs. Z propozycji Centrum Wystawienniczo-Regionalnego Dolnej Wisły warto wymienić inscenizację bitwy pod Tczewem z 22 lutego 1807 r. (- Warte zainteresowania, ponieważ nie będzie wymagało to dużo pracy - stwierdził Zenon Drewa) oraz wystawę „Pradzieje Tczewa” połączoną z wystawą sztuki sakralnej. PELPLIN. Pojawiła się dobra wiadomość dla uczniów szkół średnich z Pelplina i okolic, którzy chcieliby kontynuować naukę blisko miejsca zamieszkania. Konsorcjum Szkół Wyższych „Synergium” otwiera w tym mieście swój oddział w budynku Zespołu Szkół nr 1. Dotychczas w gminie Pelplin działała tylko jedna, nie licząc oczywiście Wyższego Seminarium Duchownego, szkoła wyższa, czyli Akademia Rolnicza w Szczecinie. Do Tczewa przyjechały głównie najbardziej popularne koty rasowe. Zwiedzający, wśród nich prezydent Tczewa Zenon Odya, który objął nad imprezą honorowy patronat, podziwiali długowłose persy i koty norweskie leśne, koty brytyjskie, syberyjskie oraz rosyjskie o niebieskawym odcieniu sierści, a także duże (zdarzają się kocury dochodzące do metra długości!"
4753,4753,"Lubańscy poszukiwacze pomnika Wilhelma I, który zaginął podczas II wojny światowej, odnaleźli wczoraj fragment postumentu. Granitowa płyta, podstawa pomnika, o wymiarach 130 na 80 centymetrów znajdowała się pół metra pod ziemią niedaleko Baszty Brackiej w Lubaniu. Fragment pomnika znaleziono w zupełnie innym miejscu, niż wskazywały na to informacje członków ""Komitetu na rzecz poszukiwania pomników w Lubaniu""."
5467,5467,"W: Niechętnie. A: Więc mów. W: Ja jestem zwolennikiem teorii nie dwóch połówek, tylko trzech tercji. A: Znaczy się, od piłki nożnej wolisz bardziej hokej. Uniwersalna inspiracja polityczno-artystystyczna z lubością wykorzystywana w krajach anglosaskich. Korzystał z niej Winston Churchill, Alan Edgar Poe, Ernest Hemingway, Sherlock Holmes, Frank Sinatra i cała plejada gwiazd Hollywoodu. Dla uspokojenia sumienia niektórzy rozcieńczają ją wodą oraz lodem i spożywają po zachodzie słońca. CKM: Mówi się, że sukces w igrzyskach to najwspanialsze ukoronowanie sportowej kariery. Czy zamieniłbyś wszystkie swoje osiągnięcia na olimpijski medal?"
6522,6522,"Oczekują oni raczej budowy mieszkań, metra, mostów, obwodnicy, ulic, szkół, szpitali, a nie parku rozrywki, do którego nie można dojechać i który stanie się kolejną atrapą, jak Centrum Handlowe Bemowo."
6929,6929,"PSYCHIATRA - Nie, tylko rozluźnić kołnierzyk. Bartodziej kładzie się na leżance. Psychiatra przysuwa krzesło do leżanki i siada obok Bartodzieja z notesem w ręku. Anatol bierze drugie krzesło i stawia je obok Bartodzieja i Psychiatry. PSYCHIATRA - Nie!"
6959,6959,"Podobno, ma tu stanąć stacja metra. Na Placu Komuny spotykam te same co rano grupki ludzi, wracają z jarmarku, objuczeni plastykowymi torbami z handlem zamiennym. Wydają mi się nagle smutni i nudni. (s.18) W końcu lat siedemdziesiątych ta niezależna polityka Rumunii wydawała się być rzeczywiście bardzo zaawansowana. Pozycję tego kraju jako ""enfant terrible"" bloku socjalistycznego można by uznać za ustabilizowaną, co doprowadziło do refleksji, że korzysta z niej również Związek Radziecki przy rozwiązywaniu delikatnych kwestii dyplomatycznych. Izrael poniósł w Libanie dotkliwą porażkę polityczną. Izrael wraca do siebie. Koniec operacji ewakuacyjnej wojsk izraelskich przewiduje się na 1 czerwca. Z terenów, które już opuścili, wycofała się również armia libańska, nie chcąc prowokować walk z druzami i szyitami. Ci ostatni postępują swoją obecnością krok w krok za wycofującymi się wojskami izraelskimi. A jaki będzie los zamieszkującej te okolice ludności chrześcijańskiej?"
7017,7017,"W poszukiwaniach brało udział w sumie 19 ratowników TOPR. Warunki były tak trudne, że nawet znawcy gór tracili orientację. Mgła miejscami ograniczała widoczność do jednego metra, w dodatku padał śnieg. W niedzielę po południu turysta schodzący z Zawratu usłyszał głosy we mgle. Nie udało mu się jednak nawiązać kontaktu głosowego z nawołującymi."
7222,7222,"Skandalicznie zachowali się na koniec kieleccy kibice, którzy obrzucili schodzących do szatni zawodników z Krzeszowic stekiem niewybrednych wyzwisk. - Pojedynek był ciekawy, ale obie drużyny stać na więcej. To chyba trema spowodowała, że zawodnicy nie zagrali na najwyższym poziomie. Nastawiliśmy się na kontry i już do przerwy mogliśmy prowadzić - powiedział Ryszard Kruk, trener Świtu. Ruch: Wierzchowski - Fornalik (78 Jamróz), Masternak, Jikija - Surma, Woś, Paluch, Grzelak, Madej (46 Górski) - Śrutwa (59 Bizacki), Gorawski. Mecz w piątek. Legia po dwóch porażkach i remisie w ostatnich spotkaniach tym razem pokonała bardzo dobrze spisujący się w rundzie wiosennej Ruch Chorzów. Gospodarze przez całe spotkanie mieli zdecydowaną przewagę. Tylko szczęśliwym interwencjom Wierzchowskiego Ruch zawdzięcza nikłą porażkę. Laureaci przez najbliższe trzy lata będą otrzymywali do dyspozycji po 75 tys. zł rocznie. Część subwencji wykorzystają jako stypendia dla siebie, a za resztę pieniędzy mogą przyznawać stypendia młodszym współpracownikom, kupować książki, aparaturę oraz opłacać udział w konferencjach naukowych. Obecnie z programu subsydiów dla uczonych korzysta razem z tegorocznymi laureatami 60 naukowców. (MADE) Konsekwencje ataków z 11 września odczuwają nie tylko pasażerowie, którzy są skrupulatnie sprawdzani na lotniskach, ale także załogi, którym nie pozwala się zabrać na pokład nawet pilników i nożyczek do paznokci. Piloci twierdza, że niezależnie od obecnych ograniczeń, tylko posiadanie broni palnej pozwoli na zapewnienie bezpieczeństwa w razie dostania się na pokład terrorystów czy szaleńców. Przyjęte przez radnych stawki są zgodne z naszymi wczorajszymi informacjami. Za wodę z ujęcia w Opatkowicach jej odbiorcy zapłacą 1,92 zł. Woda ta dostarczana jest m.in. do mieszkań w Proszowicach. Za wodę z ujęcia w Smoniowicach, która trafia do gospodarstw, położonych w północnej części gminy, trzeba będzie zapłacić 1,79 zł. Odprowadzenie do kanalizacji metra sześciennego ścieków kosztować będzie 2,19 zł. Do wszystkich tych stawek należy jeszcze doliczyć 7-procentowy podatek VAT. Wystawę uznano za skandal, a krytyk Leroy z ""Chiarivari"" nazwał drwiąco jej uczestników ""impresjonistami"". Od rzeczy, bo impresjonizm nie był jeszcze malarską formułą i nie został obwarowany żadnymi doktrynalnymi regułami, które warunkowałyby udział w wystawie. Te mieli dopiero opracować pointyliści, wyznający ściśle naukowe zasady widzenia i kształtowania malarskiej powierzchni. Na czele grupy wołomińskiej stał i nadal stoi Henryk N., ""Dziad"". W latach 70. i 80. rozwoził wozem konnym węgiel i pośredniczył w sprzedaży kradzionych rzeczy. Wówczas nawiązał kontakty ze światem przestępczym. Zanim trafił do więzienia w Białymstoku, oficjalnie prowadził w Ząbkach kantor i warsztat samochodowy. Ostatnia dwójka. Schmitt skacze o 10 metrów krócej niż w 1. serii (117 m) i spada aż na 7. miejsce. To dla niego porażka. Na rozbiegu staje Jussilainen. Powiewają fińskie flagi. Risto skacze krócej niż w 1. serii na 123 metry, ale wystarcza to do wygranej. Wyprzedza Małysza o 1,6 punktu. W naszej 5. grupie zmierzą się Ukraina z Białorusią, mające dotąd identyczny dorobek. Mecz Armenia - Walia to pojedynek raczej maruderów stawki. Andora gra z Holandią na obcym terenie, bo w Barcelonie na stadionie Espanyolu. Obiekt w Andorze jest za mały, by pomieścić wszystkich chętnych. Gmina płaci za konkretne prace przy odśnieżaniu dróg. Dlatego lżejsza zima oznacza mniejsze wydatki. - Czy będą tu konkretne oszczędności, będzie wiadomo dopiero w grudniu tego roku - mówi burmistrz Kęt Roman Olejarz. - Co prawda zima nie była zbyt uciążliwa dla mieszkańców, jednak nie była też tania, co wiązało się z częstymi gołoledziami, a co za tym idzie - z potrzebą posypywania dróg. Czerkawski grał 19 minut 16 sekund, był bardzo aktywny, 5-krotnie strzelał na bramkę rywala, ale nie zaliczył ani gola, ani asysty. Polak dwukrotnie został odesłany na ławkę kar. Świetnie bronili w tym meczu obaj bramkarze Osgood z Islandersach i Fin Kiprusoffa w San Jose. Wojciech Gąsienica-Byrcyn nie wróci na stanowisko dyrektora Tatrzańskiego Parku Narodowego, to już sprawa przesądzona. Wciąż nie wiadomo jednak, jakie propozycje pracy ma dla niego minister ochrony środowiska. - Pani Ewa Symonides przedstawiła ministrowi swoje stanowisko dotyczące sytuacji w Tatrzańskim Parku Narodowym - powiedział nam wczoraj Andrzej Walkowiak, rzecznik prasowy ministra ochrony środowiska. - To, że Paweł Skawiński nie zostanie odwołany z funkcji dyrektora TPN, jest już w zasadzie sprawą przesądzoną. Wieczorem izraelskie myśliwce i śmigłowce zaatakowały budynki palestyńskich służb bezpiecześńtwa i policji w Gazie oraz w Ramallah i Dżeninie na Zachodnim Brzegu Jordanu. Władze Autonomii Palestyńskiej oznajmiły, że w tej sytuacji nie są w stanie podjąć zapowiedzianych wcześniej kroków przeciw radykalnym islamskim ugrupowaniom Hamas i Dżihad. Kilkunastu baców przybyłych do Ludźmierza z drewnianej stągwi czerpało święconą wodę, by pokropić nią owcze stada, gdy z początkiem maja ruszą na letni wypas. Z koszyka przed ołtarzem zabierali bacowie szczapy święcone w Wielką Sobotę. Rozpalą nimi pierwszą watrę przy szałasie. W przykościelnym ogrodzie, po mszy, ks. Zoń kropił święconą wodą ludźmierskie stadko, czyli 109 owiec, baranów i jagniąt z zagród Jana Sojki i Józefa Hreśki. Dziś Kraków obchodzi święto swego patrona - św. Józefa. W związku z tym władze miasta zapraszają krakowian w samo południe na Rynek Główny. Odbędzie się tam uroczystość przekazania przez władze Krakowa Komendzie Miejskiej Państwowej Straży Pożarnej nowego samochodu-drabiny Magirus SD 37, połączona z pokazem sprzętu strażackiego i występami zespołu Andrusy oraz Olka Makino. W czerwcu w Hiszpanii odbędą się II Światowe Igrzyska Lotnicze. Oficjalne otwarcie imprezy nastąpi 23 czerwca w Sewilli, a zakończenie 1 lipca w Jerez de la Frontera, jednak zawody w wielu dyscyplinach trwać będą znacznie dłużej. Pod hiszpańskim niebem odbywać się będą m.in. zawody samolotowe, szybowcowe, lotniowe, paralotniowe, mikrolotowe i spadochronowe. Nasz kraj reprezentować będzie około 60 zawodników i zawodniczek w 8 dyscyplinach. - Jogurt produkuje się na bardzo kosztownych liniach technologicznych, my swój produkt wyrabiamy własnym sumptem, nieco inną metodą - informuje wiceprezes. Zapytaliśmy czy bardzo zbliżona nazwa (przestawiono kolejność tylko jednej litery), która prawdopodobnie przez większość odczytywana jest jako JOGURT, nie oszukuje klientów. Pani Maria Figiel jest teściową Barbary. Mieszka od kilku lat w podwiśnickich Kopalinach. Przeprowadziła się tutaj z Krakowa. Jej synowa Barbara pochodzi z kolei z tych stron, ale wraz z rodziną mieszka teraz w Krakowie. Pani Maria, która malowaniem zaraziła się od swej synowej przed dziesięciu laty, uprawia również koronkarstwo i pisze. Zebranych na wernisażu gości przywitała zabawnym, napisanym przez siebie wierszem. Funkcjonariusze Komisariatu Policji w Zatorze zatrzymali 25-letniego mieszkańca Wadowic. Podczas rutynowej kontroli drogowej odkryli w jego polonezie obrazy o tematyce sakralnej wycięte z ram. Po krótkim dochodzeniu wyszły na jaw związki z kradzieżą rzeźb dokonaną w styczniu z kościoła w Limanowej. Mężczyzna przekazany został do dyspozycji limanowskich policjantów Lora Szafran, od lat jedna z czołowych polskich wokalistek - ukończyła z wyróżnieniem wspomniany wydział katowickiej uczelni, po czym m.in. występowała z grupą Walk Away. Śpiewa jazz i muzykę pop. Bilety do nabycia w Diecezjalnym Centrum Informacji, ul. Wiślna 12a (pn. - pt. w godz. 10 - 17) oraz w kasie filharmonii. Najciekawszym pojedynkiem tych dwóch kolejek był mecz pomiędzy zakopiańskim Janem a nowotarskim Lex Teamem. Dotychczasowy wicelider Jan nie sprostał swym przeciwnikom, tracąc na ich rzecz drugą lokatę w tabeli. Do zakończenia zmagań w nowotarskiej lidze koszykarskiej pozostały jeszcze dwie kolejki. Po rundzie zasadniczej cztery najlepsze drużyny wystąpią w rundzie play off. W czerwcu inwestor uzyskał również z Krajowego Funduszu Mieszkalnictwa poprzez Bank Gospodarstwa Krajowego preferencyjny kredyt na budowę. Będzie on spłacany z czynszu lokatorów, którzy tutaj zamieszkają. W Wadowicach przekazane zostaną mieszkania ""pod klucz"", wyposażone m. in. w kuchenkę gazową, piecyki gazowe. - Do takich mieszkań można się od razu wprowadzać - podkreśla Marian Bryksy, prezes grupy inwestycyjnej Bryksy, która jest wykonawcą inwestycji w Wadowicach. Firmy oferujące kabriolety licytują się, nie tylko poziomem bezpieczeństwa, ale również prostotą i czasem otwierania i zamykania dachu w kabriolecie. W volvo podnoszenie lub opuszczanie dachu odbywa się automatycznie, co zajmuje 30 sek. Wystarczy nacisnąć jeden przycisk, by zobaczyć niebo nad głową. W trosce o harmonię wnętrza i nadwozia oferowane są dachy w różnych kolorach, współgrających z barwą nadwozia. W zamian jednak Gminne Centrum Kultury i Czytelnictwa organizuje w niedzielę, 2 września, festyn rodzinny. Odbędzie się on na boisku sportowym miejscowego Liceum Ogólnokształcącego. Jego rozpoczęcie zaplanowano na godzinę 15. W części artystycznej zaprezentuje się kapela ludowa Kazimierza Kantora z Dębicy oraz młodzieżowy zespół mocnego uderzenia ""Akron"" z Tarnowa. Na 2 kwietnia wyznaczono spotkanie zarządu miejskiego Kalwarii Zebrzydowskiej z radą nadzorczą Wadowickiej Spółdzielni Mieszkaniowej w sprawie losów działek budowlanych przy ul. Weissa w Kalwarii. Spotkanie to odbędzie się przed drugą rozprawą sądową w tej sprawie, którą zaplanowano na połowę kwietnia. Inwestycja ta może poprawić byt rolników, którzy mają wiele problemów ze sprzedażą owoców, warzyw i zbóż. O fundusze rządowe starał się m.in. poseł Grzegorz Cygonik. - Interwencje i rozmowy z ministrem Arturem Balazsem przyniosły skutek. MRH został ujęty w rządowym programie i otrzyma wsparcie finansowe w postaci pożyczki ze środków Agencji Restrukturyzacji i Modernizacji Rolnictwa w wysokości 0,6 mln zł - powiedział wczoraj ""Dziennikowi"" poseł Cygonik. (KIS) Samobójstwo w Wielkiej Brytanii nie jest karalne, jednak za udzielenie pomocy w odebraniu życia grozi 14 lat więzienia. Pięciu lordów podtrzymało październikowe orzeczenie sądu niższej instancji i orzekło, że sąd nie może zapewnić niekaralności mężowi pani Pretty oraz że taka odmowa nie narusza praw zagwarantowanych w Europejskiej Konwencji Praw Człowieka. Imię i nazwisko: Jerzy Błaszczyk. Data i miejsce urodzenia: 11 września 1941 w Olszanie. Stan cywilny: wdowiec, syn Tomasz (farmaceuta w najstarszej aptece w Nowym Sączu, w rynku ""Pod Orłem""). Wykształcenie: Wyższa Szkoła Rolnicza w Krakowie - wydział melioracji i budownictwa wodnego (1966). Przy zwolnieniach grupowych procedura wygląda w ten sposób, że owa dramatyczna decyzja podjęta przez dyrekcję przedsiębiorstwa poprzedzona być musi konsultacjami ze związkami zawodowymi. Wczoraj takowe rozmowy były kontynuowane. Ustalano, które grupy zawodowe przeznaczone zostaną do zwolnienia. W momencie, kiedy informacja o drastycznym ograniczeniu stanu zatrudnienia trafi do Urzędu Pracy, rozpocznie się postępowanie związane ze zwolnieniami grupowymi. Pierwsze osoby znajdą się za bramą ZNTK już pod koniec czerwca. - Podobno będziemy musiały obsłużyć ok. 5 tysięcy ludzi - odzywa się znad papierów druga z pań, Maria Magryś. - Wyliczyli w Krakowie, że do czerwca, a więc do ostatecznego terminu zapisywania się na akcje, możemy tu przyjąć dwie trzecie z tych ludzi. Podobno mają zatrudnić kolejnych sześć osób do tej pracy i uruchomić stały dyżur w Nowym Sączu, Rzeszowie i Przemyślu. Wieczorem w rejonie Ramallah na Zachodnim Brzegu Izraelczycy ostrzelali palestyński samochód, raniąc dwie osoby. Premier Izraela Ariel Szaron wyraził nadzieję, że wkrótce uda się doprowadzić do ""bezpośrednich kontaktów"" z liderem Autonomii Palestyńskiej Jaserem Arafatem. Tego rodzaju sformułowanie zawarte zostało w liście, który Szaron wysłał do Arafata w odpowiedzi na gratulacje z okazji objęcia władzy. - Spotkanie Szarona z Arafatem jest tylko kwestią czasu - oznajmiły wczoraj źródła arabskie w Izraelu. Uroczystość uświetniły popisowe interpretacje fragmentów znanych dzieł literackich oraz występy wokalno-muzyczne. W tym samym czasie w ""Galerii na Poddaszu"" plastycy wystawiali swoje prace. Uczniowie liceum po raz kolejny udowodnili, że wbrew powszechnym tendecjom do narzekania na współczesną młodzież, mamy jednak powody do dumy. Dzięki akcjom z lat poprzednich kupiono specjalistyczny sprzęt medyczny m.in. ultrasonograf wraz z sondą sektorową, elektrokardiografy, pompę infuzyjną dla noworodków zestaw do drenażu jamy opłucnej i sprzęt rehabilitacyjny. Ośrodek Rehabilitacyjny otrzymał wannę do masażu hydro-powietrznego, która służy dzieciom. Centrum Opieki Medycznej w Jarosławiu dostało natomiast elektrokardiografy - z zestawem pompy infuzyjnej oraz z osprzętem. Dwumetrowy Czech zamierza starać się o... obywatelstwo polskie. - Mieszkam pod Ostrawą, bardzo blisko Katowic, jeżdżę w polskiej grupie, mówię troszkę po polsku, więc drugi paszport by się przydał - dodał Sosenka. Czwarty etap z metą w Kielcach wygrał w sobotę Holender Stefan van Dijk z grupy Batavus. Na finiszu wyprzedził Krzysztofa Jeżowskiego z łódzkiego zespołu Mikomax Browar Staropolski oraz Jacka Mickiewicza (Atlas Lukullus Ambra). ARTUR SARNAT - 7. Pewny punkt drużyny, bronił bezbłędnie, w jednym przypadku po strzale z wolnego w 24 min w sukurs przyszedł mu słupek. MAREK ZAJĄC - 4. Zaczął źle, był mało zwrotny, brakowało mu szybkości. Pod koniec meczu jakby rozegrał się, w 70 min mógł zdobyć gola, po jego ""główce"" piłka uderzyła w poprzeczkę. - Jeśli chodzi o popyt krajowy, to w stosunku do IV kwartału niewiele powinno się zmienić - dodał Witkowski. Ministerstwo Gospodarki podało w czwartek, że szacuje wzrost PKB w I kwartale na 2,3 proc. W poszczególnych kwartałach 2000 roku wzrost PKB słabł, i w I kwartale 2000 roku wyniósł 6 proc., w II kwartale 5,2 proc., w III kwartale 3,3 proc., a w IV kwartale 2,4 proc."
7817,7817,"Kilka dni temu Aleksander Kwaśniewski w Radiu Zet  oświadczył, że obawia się, iż ""przy tym całym  mówieniu o odpolityzowaniu UOP mamy do czynienia z  rewanżem politycznym"" - i zapowiedział, że będzie  chciał porozmawiać o zmianach z premierem. - Są  kłopoty z dopasowaniem kalendarzy - oznajmił wczoraj  rzecznik prezydenta. Zorganizowanie Związku Sybiraków nie było łatwe.  Ryszard Reiff wskazuje Irenę Głowacką jako osobę,  która podjęła starania o rejestrację. Trzeba było  przełamać czterdzieści lat milczenia wokół  łagierników i deportowanych, opór władzy, wreszcie  nieufność samych sybiraków. Ryszard Reiff wspomina  moment, w którym ci starzy, zapomniani ludzie  zaczęli zgłaszać się do Związku, jako jeden z  najbardziej poruszających w życiu. - Aby nieść rzeczywistą pomoc, należałoby wysłać obserwatorów do krajów, w których łamane są prawa obywatelskie, wynająć adwokatów - mówi Anna Trzeciakowska, kierująca Komitetem ds. Pisarzy Uwięzionych przy polskim PEN Clubie. - Nam środków wystarcza wyłącznie na korespondencję z rodzinami poszkodowanych. Pływać mają prawo tylko tzw. pływacy wiślani posiadający, jako oznakę przywileju specjalny czepek. Osoby pływające, nie posiadające czepka będą zatrzymywane przez posterunki MO. Mogą się one kąpać jedynie w wyznaczonych tyczkami miejscach, strzeżonych przez ratownika. Egzamin na pływaka wiślanego można zdać w Polskim Związku Pływackim na basenie przy ul. Łazienkowskiej. Aby zdać egzamin trzeba przepłynąć kilometr na wodzie stojącej oraz wykazać umiejętność skakania do wody, nurkowania i ratownictwa wodnego. Tymi wynikami badań nie jest zaskoczony Robert N. Butler, geriatra z Nowego Jorku. W książce ""Seks po sześćdziesiątce"", którą napisał wraz z żoną, twierdzi, że badania potwierdzają jedynie to, o czym wiadomo było już od dawna: wiek ma tę cechę, że im człowiek starszy, tym więcej potrafi, wykazuje większe zrozumienie dla partnera, jest też bardziej czuły. Sytuacja w Japonii i Korei zdeterminowała zachowania zachowania inwestorów na innych azjatyckich rynkach (indeksy spadły od 2,3 proc. w Singapurze do 7,4 proc. w Malezji), a potem także w Europie. Inwestorzy w Europie i USA obawiają się wpływu azjatyckiego kryzysu na wyniki banków, a także firm m.in. z sektora elektronicznego i komputerowego. Udział w ankiecie biorą również liczni robotnicy oraz pracownicy umysłowi. Bardzo charakterystyczna jest wypowiedź pracownicy jednej z budów warszawskich - Zofii Czerwieńskiej. Pisze ona ""Wiele jest ładnych i dobrych gazetek, ale specjalnie wyróżniających się nie ma. Do lepszych należy gazetka ścienna PPB, oddział produkcji. Jest ciekawa i starannie opracowana. Szkoda, że przy redagowaniu jej brał udział tylko jeden człowiek"". Tym razem przyjechał do Pekinu na dwa dni Borys  Jelcyn i jego spotkania z Jiangiem Zeminem  zaowocowały wydaniem wspólnego oświadczenia  politycznego oraz podpisaniem kilku porozumień  prawnych i gospodarczych. Nic jednak nie jest w  stanie przesłonić faktu, że chińsko-rosyjskie  strategiczne partnerstwo to raczej ""małżeństwo z  rozsądku"" skazanych na sąsiedztwo mocarstw i że za  każdym deklarowanym sukcesem kryje się jakieś ""ale"". Mec. Tadeusz de Virion, pełnomocnik prezydenta, wyjaśnia tymczasem w pozwie, że gdy Ałganow przebywał w Cetniewie, A. Kwaśniewski był najpierw w Irlandii, potem w Warszawie, a do ""Rybitwy"" przyjechał później. Publikacje ""Życia"" naruszyły cześć prezydenta i zmierzały do umyślnego poniżenia go w opinii publicznej. Oprócz tysięcy traktorów ""Ursus"" ""wyprodukował"" dwie istotne dla opozycji postacie: Zbigniewa Janasa i Zbigniewa Bujaka. W tej fabryce właśnie we wrześniu 1980 roku utworzono Region Mazowsze ""Solidarności"". Jego pierwszym przewodniczącym został Bujak, który był w najściślejszym kierownictwie całego związku, a po wprowadzeniu stanu wojennego i zdelegalizowaniu ""S"" najdłużej ukrywającym się przed milicją opozycjonistą. Urządziliśmy również ankietę pt. ""Która gazetka podoba mi się najbardziej i dlaczego"" - informuje nas kierownik wystawy p. Rachwalski. - Czy są już jakieś wyniki?"
7970,7970,""" ). Ale wyrzucał Pana za drzwi za bikiniarstwo. Robił to wyłącznie z estetycznych, nie politycznych przyczyn. Ubierał się z wyszukaną, nieco staromodną elegancją. Mój ówczesny strój kojarzył mu się z krzykliwością, hucpą, z buntem pozbawionym intelektualnego oparcia. W tamtych czasach musiały szokować Pańskie stroje: żółta koszula, fioletowe skarpetki i krawat, buty na słoninie. Hrabia twierdzi, że w ciągu półtorej godziny rozeszło się 15 tysięcy ulotek. Do metra. Boże, jak ciepło!"
