,type,source_sentence,target_sentence,generated_text,score,lev
275,1,"Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, sędzia penitencjarny przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.","Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, penitencjarna osoba sędziowska przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.","Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, osoba sędziowska penitencjarna przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.",1,0.08832807570977919
280,1,"Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej aktorzy zapomnieli, co było przyczyną.","Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej osoby aktorskie zapomniały, co było przyczyną.","Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej osoby aktorskie zapomniły, co było przyczyną.",1,0.008547008547008548
283,1,- Aha - łączniczka.,- Aha - osoba łącznicza.,- Aha - łączniczka.,0,0.2916666666666667
285,1,"Wiceminister spraw zagranicznych M, Dobrusielski przyjął 1 bm. przedstawicieli Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.","Osoba wiceministerska spraw zagranicznych M, Dobrusielski przyjęła 1 bm. osoby przedstawicielskie Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.","Osoba wiceministerska spraw zagranicznych M, Dobrusielski przyjął 1 bm. przedstawicieli Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.",1,0.0514018691588785
286,1,"Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letniego miejscowego biznesmena za to, że przekazał 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich dysydentów w USA.","Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letnią miejscową osobę biznesmeńską za to, że przekazała 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich osób dysydenckich w USA.","Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letnią miejscową osobę biznesmeńską za to, że przekazał 30 tys. adresów internetowemu biuletynowi, ""VIP Reference"" prowadzonemu przez grupę chińskich osób dysydenckich w USA.",1,0.012396694214876033
288,1,"Rzecznik Nafty Polskiej Krzysztof Nering poinformował PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.","Osoba rzecznicza Nafty Polskiej Krzysztof Nering poinformował PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.","Osoba rzecznicza Nafty Polskiej Krzysztof Nering poinformowała PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.",1,0.00625
294,1,"W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt saperów, łącznościowców oraz żołnierzy badających skażenie chemiczne.","W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt osób saperskich, łącznościowych oraz żołnierskich badających skażenie chemiczne.","W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt saperów, łącznościowców oraz osób żołnierskich badających skażenie chemiczne.",0,0.06870229007633588
295,1,Szefa UOP nie będzie kontrolował minister lub premier - jego pozycja będzie mocniejsza niż ich.,Osoby szefowską UOP nie będzie kontrolowała osoba ministerska lub premierska - jej pozycja będzie mocniejsza niż ich.,Osoba szefa UOP nie będzie kontrolowała osoba ministerska lub premierska - jej pozycja będzie mocniejsza niż ich.,1,0.05128205128205128
296,1,Dwóch rannych żołnierzy jest w stanie krytycznym.,Dwie ranne osoby żołnierskie są w stanie krytycznym.,Dwóch rannych osób żołnierskich jest w stanie krytycznym.,1,0.22807017543859648
300,1,"Do gabinetu Ryszarda Kalisza, pełniącego obowiązki szefa Kancelarii Prezydenta RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.","Do gabinetu Ryszarda Kalisza, pełniącego obowiązki osoby szzefowskiej Kancelarii Osoby Prezydenckiej RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.","Do gabinetu Ryszarda Kalisza, pełniącego obowiązki osoby szefowskiej Kancelarii Osoby Prezydenckiej RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.",1,0.006535947712418301
301,1,"Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłych drwali.","Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłe osoby drwalskie.","Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłych drwali.",0,0.06944444444444445
302,1,"Co trzeci badany przez Demoskop sądzi, że policjanci, którzy kiedyś byli milicjantami,  ""wolą obecną służbę"" , jednak co piąty uważa, że  ""tęsknią do niej"" .","Co trzecia osoba badana przez Demoskop sądzi, że osoby policjanckie, które kiedyś były osobami milicjanckimi,  ""wolą obecną służbę"" , jednak co piąta uważa, że  ""tęsknią do niej"" .","Co trzeci badany przez Demoskop sądzi, że osoby policjanckie, które kiedyś były osobami milicjanckimi, ""wolą obecną służbę"" , jednak co piąta uważa, że ""tęsknią do niej"" .",1,0.05555555555555555
313,1,"Daniel Passent obawia się (""T"" nr 35) emigrantów arabskich z ich nietolerancją religijną i radykalizmem.","Daniel Passent obawia się (""T"" nr 35) osób emigranckich arabskich z ich nietolerancją religijną i radykalizmem.","Daniel Passent obawia się (""T"" nr 35) osób emigrantskich arabskich z ich nietolerancją religijną i radykalizmem.",1,0.017857142857142856
320,1,CKM: Swego czasu porównał pan życie jazzmana do życia linoskoczka.,CKM: Swego czasu porównał pan życie osoby jazzmeńskiej do życia osoby linoskockiej.,CKM: Swego czasu porównał pan życie osoby jazzmańskiej do życia linoskoczka.,1,0.13253012048192772
321,1,"Naczelnik nie pomagał przenosić papierosów, ale brał udział w rozliczeniu finansowym.","Osoba naczelnicza nie pomagała przenosić papierosów, ale brała udział w rozliczeniu finansowym.","Osoba Naczelnicza nie pomagała przenosić papierosów, ale brała udział w rozliczeniu finansowym.",1,0.010526315789473684
328,1,"Prezydent to zrobił, żeby Krajowa Rada nie była zbyt długo bez szefa.","Osoba prezydencka to zrobiła, żeby Krajowa Rada nie była zbyt długo bez osoby szefowskiej.","Osoba prezydencka to zrobiła, żeby Krajowa Rada nie była zbyt długo bez szefa.",1,0.14444444444444443
331,1,W Kancelarii Premiera trwały w czwartek przygotowania do zmiany rządu.,W Kancelarii Osoby Premierskiej trwały w czwartek przygotowania do zmiany rządu.,W Kancelarii Osoby Premerskiej trwały w czwartek przygotowania do zmiany rządu.,1,0.0125
332,1,"Cieśla często sam powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.","Osoba ciesielska często sam powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.","Osoba ciesielska często sama powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.",1,0.006024096385542169
341,1,"Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję kardynałów, wyznaczającą zwierzchnikiem Kościoła katolickiego duchownego z kraju komunistycznego.","Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję osób kardynalskich, wyznaczającą osobą zwierzchniczą Kościoła katolickiego osobę duchowną z kraju komunistycznego.","Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję kardynałów, wyznaczającą zwierzchnikiem Kościoła katolickiego duchownego z kraju komunistycznego.",0,0.12244897959183673
342,1,Wiceprezydentem została żona posła - pielęgniarka.,Osobą wiceprezydencką została żona osoby poselskiej - osoba pielęgniarska.,Osoba wiceprezydencka została żona osoby poselskiej - osoba pielęgniarska.,1,0.02702702702702703
346,1,"Ponieważ podatek za rok 2007 nie występuje, pobrane przez płatników w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy podatnika.","Ponieważ podatek za rok 2007 nie występuje, pobrane przez osoby płatnicze w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy osoby podatnicze.","Ponieważ podatek za rok 2007 nie występuje, pobrane przez płatników w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy osoby podatniczej.",1,0.046296296296296294
347,1,Będzie z niego dobry trener?,Będzie z niego dobra osoba trenerska?,Będzie z niego dobry osoba trenerska?,1,0.02702702702702703
350,1,"- Gdyby pozwolił, nie bawiłabym się w fałszerza.","- Gdyby pozwolił, nie bawiłabym się w osobę fałszerską.","- Gdyby pozwolił, nie bawiłabym się w fałszerza.",0,0.16363636363636364
353,1,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili policjanci z Poznania.,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbiły osoby policjanckie z Poznania.,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili osoby policjanckie z Poznania.,1,0.018867924528301886
354,1,"Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związanego z SLD dyrektora Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.","Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osobę dyrektorską Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.","Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osoby dyrektorskiej Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.",1,0.023255813953488372
355,1,- Uwaga - uwaga - to łączniczka.,- Uwaga - uwaga - to osoba łącznicza.,- Uwaga - uwaga - to łączniczka.,0,0.1891891891891892
356,1,"- Żołnierz, dobry żołnierz lubi walczyć tam, gdzie zwycięża.","- Osoba żołnierska, dobra osoba żołnierska lubi walczyć tam, gdzie zwycięża.","- Osoba żołnierska, dobra osoba żołnierska lubi walczyć tam, gdzie osoba zwycięża.",1,0.07317073170731707
361,1,"Astrobiolog Bruce Runnegar wraz z kolegami z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.","Osoba astrobiologiczna Bruce Runnegar wraz z kolegami z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.","Osoba astrobiologiczna Bruce Runnegar wraz z osobami kolegowymi z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.",1,0.05188679245283019
362,1,3. Harcerz jest pożyteczny i niesie pomoc bliźnim.,3. osoba harcerska jest pożyteczny i niesie pomoc bliźnim.,3. Osoba harcerska jest pożyteczna i niesie pomoc bliźnim.,1,0.034482758620689655
363,1,"- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i rolnicy wykonuje prace własnym sprzętem.","- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i osoba rolnicza wykonuje prace własnym sprzętem.","- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i osób rolniczych wykonuje prace własnym sprzętem.",1,0.04065040650406504
371,1,Ta artystka jest najbardziej wziętą organizatorką przyjęć w Trójmieście.,Ta osoba artystyczna jest najbardziej wziętą organizatorką przyjęć w Trójmieście.,Ta osoba artystyczna jest najbardziej wziętą osobą organizatorską przyjęć w Trójmieście.,1,0.07954545454545454
384,1,"Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzył ze swego podwórka nieszczęśliwy krawiec, Abraham Gold.","Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzyła ze swego podwórka nieszczęśliwa osoba krawiecka, Abraham Gold.","Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzył ze swego podwórka nieszczęśliwy krawiec, Abraham Gold.",0,0.072992700729927
385,1,Szofer! - usłyszał w odpowiedzi.,Osobo szoferska! - usłyszał w odpowiedzi.,Osoba szoferska! - usłyszała w odpowiedzi.,1,0.047619047619047616
387,1,"Na przykład ""Zyta Gilowska jest agentką"".","Na przykład ""Zyta Gilowska jest osobą agencką”.","Na przykład ""Zyta Gilowska jest osobą agentską"".",1,0.0625
397,1,"Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla solistów z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).","Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla solistów z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).","Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla osób solistycznych z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).",1,0.06349206349206349
400,1,"Zapytana w czwartkowym wywiadzie o artystów, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda piosenkarka wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.","Zapytana w czwartkowym wywiadzie o osoby artystyczne, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda osoba piosenkarska wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.","Zapytana w czwartkowym wywiadzie o osobach artystycznych, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda osoba piosenkarska wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.",1,0.024489795918367346
408,1,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska etnografka Pearl Binder.,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba zajmująca się etnografią Pearl Binder.,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba etnografska Pearl Binder.,1,0.14655172413793102
412,1,"Pomysł upadł, bo koalicja trzymała z prezydentem, a ten stał murem za Eskadrą.","Pomysł upadł, bo koalicja trzymała z osobą prezydencką, a ten stał murem za Eskadrą.","Pomysł upadł, bo koalicja trzymała z osobą prezydencką, a ta stała murem za Eskadrą.",1,0.03571428571428571
413,1,To sędzia może na kundelka nałożyć zakaz szczekania.,To osoba sędziowska może na kundelka nałożyć zakaz szczekania.,To osoba sędziowska może na kundelkę nałożyć zakaz szczekania.,1,0.016129032258064516
416,1,Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silnych ekonomicznie producentów.,Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silne ekonomicznie osoby producenckie.,Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silnych ekonomicznie osób producentskich.,1,0.06164383561643835
417,1,"""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie praczki.","""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie osoby prackiej.","""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie praczki.",0,0.0967741935483871
420,1,Pewnie to jakiś maruder albo konfederat.,Pewnie to jakaś osoba maruderska albo konfederacka.,Pewnie to jakiś maruder albo osoba konfederacka.,1,0.3137254901960784
423,1,"Kilkunastu opolskich policjantów szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach.","Kilkunaście opolskich osób policjanckich szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach.","Kilkunastu opolskich osób policjanckich szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach.",1,0.027972027972027972
430,1,Monopoliści nakręcą inflację.,Osoby monopolistyczne nakręcą inflację.,Monopoliści nakręcą inflację.,0,0.3333333333333333
436,1,Za największego znawcę ich zachowań uchodzi holenderski prymatolog.,Za największego znawcę ich zachowań uchodzi holenderska osoba prymatologiczna.,Za największą osobę znawczą ich zachowań uchodzi holenderska osoba prymatologiczna.,1,0.0963855421686747
439,1,- Nie ma tłumaczki.,- Nie ma osoby tłumaczącej.,- Nie ma tłumaczki.,0,0.37037037037037035
443,1,"Kaczor świadomie, aby zapewnić kumplowi posadę, olał urzędującego premiera, złamał ustawę – powinien odpowiedzieć za to przed Trybunałem Stanu.","Kaczor świadomie, aby zapewnić kumplowi posadę, olał urzędującą osobę premierską, złamał ustawę – powinien odpowiedzieć za to przed Trybunałem Stanu.","Kaczor świadomie, aby zapewnić kumplowi posadę, olał urzędującej osoby premierskiej, złamał ustawę – powinien odpowiedzieć za to przed Trybunałem Stanu.",1,0.039473684210526314
444,1,"Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi klienta.","Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi osoby klienckiej.","Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi osoby klienta.",1,0.03333333333333333
446,1,"Bo jak Stary Jadźkę zabije, to nie kto inny, a Komendant będzie miał kłopoty.","Bo jak Stary Jadźkę zabije, to nie kto inny, a Osoba Komendancka będzie miał kłopoty.","Bo jak Stary Jadźkę zabije, to nie kto inny, a osoba komendancka będzie miała kłopoty.",1,0.03488372093023256
449,1,"Zobaczymy czy wystarczy pani minister tupetu, gdy będzie odpowiadała na pytania Rokity.","Zobaczymy czy wystarczy osobie ministerskiej tupetu, gdy będzie odpowiadała na pytania Rokity.","Zobaczymy czy wystarczy osoba ministerska tupetu, gdy będzie odpowiadała na pytania Rokity.",1,0.05319148936170213
452,1,"Wpis na listę selekcjonerów myśliwego, który złożył egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu.","Wpis na listę osób selekcjonerskich osoby myśliwskiej, która złożyła egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu.","Wpis na listę osób selekcjonerskich myśliwego, który złożył egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu.",1,0.08783783783783784
453,1,Czy filozof jest jeszcze potrzebny gdy wiedza wyprzedza filozofię?,Czy osoba zajmująca się filozofią jest jeszcze potrzebna gdy wiedza wyprzedza filozofię?,Czy osoba filozofska jest jeszcze potrzebna gdy wiedza wyprzedza filozofię?,1,0.19318181818181818
454,1,"Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodzili klienci.","Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodziły osoby klienckie.","Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodzili klienci.",0,0.11494252873563218
455,1,"Tomaszewski zaskakuje piszących o nim dziennikarzy, kiedy zapewnia, że fotografia tak naprawdę go nie interesuje.","Tomaszewski zaskakuje piszące o nim osoby dziennikarskie, kiedy zapewnia, że fotografia tak naprawdę go nie interesuje.","Tomaszewski zaskakuje piszących o nim osób dziennikarskich, kiedy zapewnia, że fotografia tak naprawdę go nie interesuje.",1,0.05785123966942149
456,1,"Dzisiaj mają być one tematem rozmowy  prymasa z o. Edwardem Nocuniem, prowincjałem  redemptorystów i zwierzchnikiem o. Rydzyka.","Dzisiaj mają być one tematem rozmowy  osoby prymasiej z o. Edwardem Nocuniem, osobą prowincjalską  redemptorystów i osobą zwierzchniczą o. Rydzyka.","Dzisiaj mają być one tematem rozmowy prymasa z o. Edwardem Nocuniem, prowincjałem redemptorystów i zwierzchnikiem o. Rydzyka.",0,0.2108843537414966
464,1,"(kolejne pytanie Zabielskiego-Woynicza, ministra i pasterza).","(kolejne pytanie Zabielskiego-Woynicza, osoby ministerskiej i pasterskiej).","(kolejne pytanie Zabielskiego-Woynicza, osoby ministerskiej i pasterskiej).",1,0.013333333333333334
470,1,"Psycholog Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się domatorem.","Osoba psychologiczna Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się domatorem.","Osoba psychologiczna Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się osobą domatorską.",1,0.07964601769911504
476,1,"Przed moskiewską wizytą radziliśmy Tuskowi, by poszedł na warszawski koncert zespołu Lube, złośliwie reklamowanego przez polskich krytyków jako ulubiona grupa rockowa Putina.","Przed moskiewską wizytą radziliśmy Tuskowi, by poszedł na warszawski koncert zespołu Lube, złośliwie reklamowanego przez polskie osoby krytyczne jako ulubiona grupa rockowa Putina.","Przed moskiewską wizytą radziliśmy Tuskowi, by poszedł na warszawski koncert zespołu Lube, złośliwie reklamowanego przez polskich krytyków jako ulubiona grupa rockowa Putina.",0,0.06111111111111111
478,1,"Zapomnieli, że to bośniaccy separatyści wzmocnieni i finansowani przez islamskich fundamentalistów pierwsi wystąpili zbrojnie, by rozbić Jugosławię.","Zapomnieli, że to bośniackie osoby separatystyczne wzmocnione i finansowane przez islamskie osoby fundamentalistyczne pierwsze wystąpiły zbrojnie, by rozbić Jugosławię.","Zapomnieli, że to bośniackie osoby separatyckie wzmocnione i finansowane przez islamskie osoby fundamentalistyczne pierwsi wystąpili zbrojnie, by rozbić Jugosławię.",1,0.05357142857142857
482,1,"Oprócz  wątka  sakralnego, który towarzyszyć będzie autorowi przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.","Oprócz  wątka  sakralnego, który towarzyszyć będzie osobie autorskiej przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.","Oprócz wątka sakralnego, który towarzyszyć będzie osobie autorskiej przez całe życie, szczególnie bliskiej wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.",1,0.008213552361396304
483,1,"Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności adwokatów, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu.","Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności osób adwokackich, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu.","Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności osób adwokatskich, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu.",1,0.008298755186721992
486,1,"Psychiatra uznał, że z pacjentem wszystko w porządku, ale oczywiście całe miasteczko już szeptało, że to ""psychiczny"".","Osoba zajmująca się psychiatrią uznała, że z pacjentem wszystko w porządku, ale oczywiście całe miasteczko już szeptało, że to ""psychiczny"".","Osoba psychiaterska uznała, że z osobą pacjencką wszystko w porządku, ale oczywiście całe miasteczko już szeptało, że to ""psychiczny"".",1,0.19285714285714287
488,1,Pana grającym asystentem jest 38-letni Igor Gołaszewski.,Pana grającą osobą asystencką jest 38-letni Igor Gołaszewski.,Pana grającym osobą asystencją jest 38-letnia osoba Igor Gołaszewski.,1,0.14492753623188406
490,1,"Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod  psychomanipulacji , jakimi swoich ajentów terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka.","Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod  psychomanipulacji , jakimi swoje osoby ajenckie terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka.","Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod psychomanipulacji , jakimi swoich osób ajentowych terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka.",1,0.05333333333333334
496,1,"2. Komendant Główny Policji jest przełożonym wszystkich funkcjonariuszy Policji, zwanych dalej “policjantami”.","2. osoba Komendancka Główna Policji jest osobą przełożoną wszystkich osób funkcjonarskich Policji, zwanych dalej “osobami policjanckimi”.","2. Osoba komendancka Główna Policji jest osobą przełożoną wszystkich osób funkcjonariuszy Policji, zwanych dalej “osobami policjanckimi”.",1,0.051094890510948905
497,1,"Tego samego dnia na przechodzący przez Niedźwicę oddział żołnierzy polskich rzucono granat, który dwu żołnierzy zabił.","Tego samego dnia na przechodzący przez Niedźwicę oddział osób żołnierskich polskich rzucono granat, który dwie osoby żołnierskie zabił.","Tego samego dnia na przechodzący przez Niedźwicę oddział osób żołnierskich polskich rzucono granat, który dwie osoby żołnierskie zabiły.",1,0.007352941176470588
