,type,source_sentence,target_sentence,generated_text,score,lev
176,0,"Występuje około 100 gatunków mchów i 25 gatunków wątrobowców, ale tylko dwa rodzime gatunki roślin naczyniowych, z których oba rosną na Półwyspie Antarktycznym.","Występuje około 100 gatunków mchów i 25 gatunków wątrobowców, ale tylko dwa rodzime gatunki roślin naczyniowych, z których oba rosną na Półwyspie Antarktycznym.","Występuje około 100 gatunków mchów i 25 gatunków wątrobowców, ale tylko dwa rodzime gatunki roślin naczyniowych, z których oba rosną na Półwyspie Antarktycznym.",1,0.0
182,0,Nazajutrz znowu przyszedł.,Nazajutrz znowu przyszedł.,Nazajutrz znowu przyszedł.,1,0.0
183,0,"AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.","AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.","AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.",1,0.0
184,0,"Wielka Brytania lub Zjednoczone Królestwo (ang. United Kingdom), oficjalnie Zjednoczone Królestwo Wielkiej Brytanii i Irlandii Północnej (ang. United Kingdom of Great Britain and Northern Ireland) – państwo wyspiarskie w Europie Zachodniej, w skład którego wchodzą: Anglia, Walia i Szkocja położone na wyspie Wielka Brytania oraz Irlandia Północna leżąca w północnej części wyspy Irlandia.","Wielka Brytania lub Zjednoczone Królestwo (ang. United Kingdom), oficjalnie Zjednoczone Królestwo Wielkiej Brytanii i Irlandii Północnej (ang. United Kingdom of Great Britain and Northern Ireland) – państwo wyspiarskie w Europie Zachodniej, w skład którego wchodzą: Anglia, Walia i Szkocja położone na wyspie Wielka Brytania oraz Irlandia Północna leżąca w północnej części wyspy Irlandia.","Wielka Brytania lub Zjednoczone Królestwo (ang. United Kingdom), oficjalnie Zjednoczone Królestwo Wielkiej Brytanii i Irlandii Północnej (ang. United Kingdom of Great Britain and Northern Ireland) – państwo wyspiarskie w Europie Zachodniej, w skład którego wchodzą: Anglia, Walia i Szkocja położone na wyspie Wielka Brytania oraz Irlandia Północna leżąca w północnej części wyspy Irlandia.",1,0.0
188,0,"Początkowo liczono też na znajdujące się w sąsiedztwie Bristolu niewielkie złoża węgla, lecz ich wydobycie okazało się nieopłacalne, choć powstało niewiele kopalń.","Początkowo liczono też na znajdujące się w sąsiedztwie Bristolu niewielkie złoża węgla, lecz ich wydobycie okazało się nieopłacalne, choć powstało niewiele kopalń.","Początkowo liczono też na znajdujące się w sąsiedztwie Bristolu niewielkie złoża węgla, lecz ich wydobycie okazało się nieopłacalne, choć powstało niewiele kopalń.",1,0.0
189,0,"Osobom, które spędziły w Antarktyce dwa sześciomiesięczne sezony, przysługuje okucie ze słowami Wintered Over („przezimował”).","Osobom, które spędziły w Antarktyce dwa sześciomiesięczne sezony, przysługuje okucie ze słowami Wintered Over („przezimował”).","Osobom, które spędziły w Antarktyce dwa sześciomiesięczne sezony, przysługuje okucie ze słowami Wintered Over („przezimował”).",1,0.0
190,0,Niebieski bywa też postrzegany jako symbol przywiązania do tradycji.,Niebieski bywa też postrzegany jako symbol przywiązania do tradycji.,Niebieski bywa też postrzegany jako symbol przywiązania do tradycji.,1,0.0
191,0,Wielka Brytania jest ojczyzną masonerii.,Wielka Brytania jest ojczyzną masonerii.,Wielka Brytania jest ojczyzną masonerii.,1,0.0
193,0,"Wizja nieptasich dinozaurów jako jednorodnie gigantycznych jest jednak nieprawdziwa, wynika z większej tendencji do zachowywania się dużych kości.","Wizja nieptasich dinozaurów jako jednorodnie gigantycznych jest jednak nieprawdziwa, wynika z większej tendencji do zachowywania się dużych kości.","Wizja nieptasich dinozaurów jako jednorodnie gigantycznych jest jednak nieprawdziwa, wynika z większej tendencji do zachowywania się dużych kości.",1,0.0
194,0,Ametyst z mlecznym wnętrzem zwany jest jodełką ametystu.,Ametyst z mlecznym wnętrzem zwany jest jodełką ametystu.,Ametyst z mlecznym wnętrzem zwany jest jodełką ametystu.,1,0.0
195,0,Wyspa składa się z pięciu regionów podzielonych na 34 prefektury.,Wyspa składa się z pięciu regionów podzielonych na 34 prefektury.,Wyspa składa się z pięciu regionów podzielonych na 34 prefektury.,1,0.0
198,0,Wiele brytyjskich miast jest znanych ze swojej muzyki.,Wiele brytyjskich miast jest znanych ze swojej muzyki.,Wiele brytyjskich miast jest znanych ze swojej muzyki.,1,0.0
200,0,"— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko.","— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko.","— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko.",1,0.0
202,0,"Elementami symetrii budowy kryształów są: płaszczyzny symetrii, osie symetrii, środek symetrii.","Elementami symetrii budowy kryształów są: płaszczyzny symetrii, osie symetrii, środek symetrii.","Elementami symetrii budowy kryształów są: płaszczyzny symetrii, osie symetrii, środek symetrii.",1,0.0
205,0,"Od około VII wieku, związek między Walią a północnym obszarem Anglii został utracony, przez co zasięg języka walijskiego ograniczony został do Walii, gdzie arturiańska legenda była dalej rozwijana przez Geoffreya z Monmouth.","Od około VII wieku, związek między Walią a północnym obszarem Anglii został utracony, przez co zasięg języka walijskiego ograniczony został do Walii, gdzie arturiańska legenda była dalej rozwijana przez Geoffreya z Monmouth.","Od około VII wieku, związek między Walią a północnym obszarem Anglii został utracony, przez co zasięg języka walijskiego ograniczony został do Walii, gdzie arturiańska legenda była dalej rozwijana przez Geoffreya z Monmouth.",1,0.0
208,0,"Sylwetka ćmy jest krępa, lecz niewielkich rozmiarów.","Sylwetka ćmy jest krępa, lecz niewielkich rozmiarów.","Sylwetka ćmy jest krępa, lecz niewielkich rozmiarów.",1,0.0
209,0,Stegozaury zaczęły wymierać w późnej kredzie wczesnej bądź we wczesnej kredzie późnej.,Stegozaury zaczęły wymierać w późnej kredzie wczesnej bądź we wczesnej kredzie późnej.,Stegozaury zaczęły wymierać w późnej kredzie wczesnej bądź we wczesnej kredzie późnej.,1,0.0
210,0,Teoria impaktu przyciągnęła szerszą uwagę po pracy z 1980.,Teoria impaktu przyciągnęła szerszą uwagę po pracy z 1980.,Teoria impaktu przyciągnęła szerszą uwagę po pracy z 1980.,1,0.0
211,0,Berlin – Gdańsk – Elbląg – Tołpaki – Mińsk.,Berlin – Gdańsk – Elbląg – Tołpaki – Mińsk.,Berlin – Gdańsk – Elbląg – Tołpaki – Mińsk.,1,0.0
213,0,"Po trochu ją tylko, jak masła na chleb, na łopatę brał.","Po trochu ją tylko, jak masła na chleb, na łopatę brał.","Po trochu ją tylko, jak masła na chleb, na łopatę brał.",1,0.0
214,0,Nareszcie doliczyli się jakoś.,Nareszcie doliczyli się jakoś.,Nareszcie doliczyli się jakoś.,1,0.0
215,0,"Konsensus podaje, że uderzenie wywołało wymierania zarówno w sposób bezpośredni (poprzez ciepło na skutek zderzenia), jak i pośredni (poprzez obejmujące całą kulę ziemską ochłodzenie spowodowane materiałem wybitym z krateru, który odbijał promieniowanie słoneczne).","Konsensus podaje, że uderzenie wywołało wymierania zarówno w sposób bezpośredni (poprzez ciepło na skutek zderzenia), jak i pośredni (poprzez obejmujące całą kulę ziemską ochłodzenie spowodowane materiałem wybitym z krateru, który odbijał promieniowanie słoneczne).","Konsensus podaje, że uderzenie wywołało wymierania zarówno w sposób bezpośredni (poprzez ciepło na skutek zderzenia), jak i pośredni (poprzez obejmujące całą kulę ziemską ochłodzenie spowodowane materiałem wybitym z krateru, który odbijał promieniowanie słoneczne).",1,0.0
220,0,"Wydaje się prawdopodobne, że wszystkie dinozaury opiekowały się swym potomstwem przez pewien czas przed i niedługo po wykluciu.","Wydaje się prawdopodobne, że wszystkie dinozaury opiekowały się swym potomstwem przez pewien czas przed i niedługo po wykluciu.","Wydaje się prawdopodobne, że wszystkie dinozaury opiekowały się swym potomstwem przez pewien czas przed i niedługo po wykluciu.",1,0.0
222,0,"Byłem we drzwiach, kiedy mnie zawołała raz jeszcze.","Byłem we drzwiach, kiedy mnie zawołała raz jeszcze.","Byłem we drzwiach, kiedy mnie zawołała raz jeszcze.",1,0.0
224,0,Cechą charakterystyczną fauny antarktycznej jest brak rodzimych kręgowców całkowicie lądowych.,Cechą charakterystyczną fauny antarktycznej jest brak rodzimych kręgowców całkowicie lądowych.,Cechą charakterystyczną fauny antarktycznej jest brak rodzimych kręgowców całkowicie lądowych.,1,0.0
225,0,"Następnie unoszenie skrzydeł ku górze powoduje obniżenie tułowia, ale pióra wyginają się wówczas w dół, a więc ich ruch wytwarza również siłę ciągu.","Następnie unoszenie skrzydeł ku górze powoduje obniżenie tułowia, ale pióra wyginają się wówczas w dół, a więc ich ruch wytwarza również siłę ciągu.","Następnie unoszenie skrzydeł ku górze powoduje obniżenie tułowia, ale pióra wyginają się wówczas w dół, a więc ich ruch wytwarza również siłę ciągu.",1,0.0
230,0,Świecie – Poznań – Wrocław.,Świecie – Poznań – Wrocław.,Świecie – Poznań – Wrocław.,1,0.0
231,0,"Jesion (Fraxinus excelsior) – drewno ciężkie, wytrzymałe i elastyczne.","Jesion (Fraxinus excelsior) – drewno ciężkie, wytrzymałe i elastyczne.","Jesion (Fraxinus excelsior) – drewno ciężkie, wytrzymałe i elastyczne.",1,0.0
232,0,Kraina ta (jej rumuńska część) bywa niekiedy traktowana jak część Siedmiogrodu.,Kraina ta (jej rumuńska część) bywa niekiedy traktowana jak część Siedmiogrodu.,Kraina ta (jej rumuńska część) bywa niekiedy traktowana jak część Siedmiogrodu.,1,0.0
233,0,Nie wy jedni na świecie.,Nie wy jedni na świecie.,Nie wy jedni na świecie.,1,0.0
234,0,Z błyszczącymi oczyma czekała matka.,Z błyszczącymi oczyma czekała matka.,Z błyszczącymi oczyma czekała matka.,1,0.0
235,0,Uniwersytet Bristolski – Victoria Rooms.,Uniwersytet Bristolski – Victoria Rooms.,Uniwersytet Bristolski – Victoria Rooms.,1,0.0
236,0,Gilla i Wrighta Birds of the World: Recommended English Names wydana w 2006 z ramienia IOC i na bieżąco uaktualniana na stronie internetowej.,Gilla i Wrighta Birds of the World: Recommended English Names wydana w 2006 z ramienia IOC i na bieżąco uaktualniana na stronie internetowej.,Gilla i Wrighta Birds of the World: Recommended English Names wydana w 2006 z ramienia IOC i na bieżąco uaktualniana na stronie internetowej.,1,0.0
237,0,Lista dróg opracowana na podstawie materiału źródłowego Mapa tras europejskich.,Lista dróg opracowana na podstawie materiału źródłowego Mapa tras europejskich.,Lista dróg opracowana na podstawie materiału źródłowego Mapa tras europejskich.,1,0.0
238,0,"Leży nad rzeką Avon, ulegającą pływom morskim.","Leży nad rzeką Avon, ulegającą pływom morskim.","Leży nad rzeką Avon, ulegającą pływom morskim.",1,0.0
239,0,"Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem.","Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem.","Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem.",1,0.0
240,0,"Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:","Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:","Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:",1,0.0
244,0,W osadach jezior żyją bakterie i archeony.,W osadach jezior żyją bakterie i archeony.,W osadach jezior żyją bakterie i archeony.,1,0.0
247,0,"Wskutek różnic w sposobach żeglowania wielkie ptaki morskie nie mogą dokonywać dłuższych przelotów nad lądami, a wielkie ptaki lądowe z trudnością przelatują większe przestrzenie mórz.","Wskutek różnic w sposobach żeglowania wielkie ptaki morskie nie mogą dokonywać dłuższych przelotów nad lądami, a wielkie ptaki lądowe z trudnością przelatują większe przestrzenie mórz.","Wskutek różnic w sposobach żeglowania wielkie ptaki morskie nie mogą dokonywać dłuższych przelotów nad lądami, a wielkie ptaki lądowe z trudnością przelatują większe przestrzenie mórz.",1,0.0
253,0,Nie było dużych drapieżników.,Nie było dużych drapieżników.,Nie było dużych drapieżników.,1,0.0
256,0,"Podczas gdy niektóre uniwersalne gatunki przystosowały się do różnorodnych warunków środowiskowych, inne gatunki wyspecjalizowały się do życia w pewnych habitatach i do odżywiania się szczególnym rodzajem pokarmu.","Podczas gdy niektóre uniwersalne gatunki przystosowały się do różnorodnych warunków środowiskowych, inne gatunki wyspecjalizowały się do życia w pewnych habitatach i do odżywiania się szczególnym rodzajem pokarmu.","Podczas gdy niektóre uniwersalne gatunki przystosowały się do różnorodnych warunków środowiskowych, inne gatunki wyspecjalizowały się do życia w pewnych habitatach i do odżywiania się szczególnym rodzajem pokarmu.",1,0.0
257,0,"Sejmik wybiera organ wykonawczy województwa, którym jest zarząd województwa.","Sejmik wybiera organ wykonawczy województwa, którym jest zarząd województwa.","Sejmik wybiera organ wykonawczy województwa, którym jest zarząd województwa.",1,0.0
258,0,Zbiorniki na gaz na terenie dawnej Gazowni Warszawskiej ok.,Zbiorniki na gaz na terenie dawnej Gazowni Warszawskiej ok.,Zbiorniki na gaz na terenie dawnej Gazowni Warszawskiej ok.,1,0.0
259,0,Jest trwały w temperaturze do 573 °C. Odmiana α występuje w zwykłych warunkach.,Jest trwały w temperaturze do 573 °C. Odmiana α występuje w zwykłych warunkach.,Jest trwały w temperaturze do 573 °C. Odmiana α występuje w zwykłych warunkach.,1,0.0
264,0,"We wczesnym dewonie pojawiły się pierwsze lądowe owady (skoczogonki, na przykład Rhyniella), wije i pajęczaki (między innymi roztocze i zaleszczotki).","We wczesnym dewonie pojawiły się pierwsze lądowe owady (skoczogonki, na przykład Rhyniella), wije i pajęczaki (między innymi roztocze i zaleszczotki).","We wczesnym dewonie pojawiły się pierwsze lądowe owady (skoczogonki, na przykład Rhyniella), wije i pajęczaki (między innymi roztocze i zaleszczotki).",1,0.0
266,0,"Jednak przekonanie o istnieniu Terra Australis – rozległego kontynentu na dalekim południu kuli ziemskiej dla „zrównoważenia” północnych kontynentów Europy, Azji i Afryki Północnej, istniało od czasów starożytnych.","Jednak przekonanie o istnieniu Terra Australis – rozległego kontynentu na dalekim południu kuli ziemskiej dla „zrównoważenia” północnych kontynentów Europy, Azji i Afryki Północnej, istniało od czasów starożytnych.","Jednak przekonanie o istnieniu Terra Australis – rozległego kontynentu na dalekim południu kuli ziemskiej dla „zrównoważenia” północnych kontynentów Europy, Azji i Afryki Północnej, istniało od czasów starożytnych.",1,0.0
267,0,"W 2005 r. 206 000 książek było wydanych w Wielkiej Brytanii, a w roku 2006 był to największy wydawca książek na świecie.","W 2005 r. 206 000 książek było wydanych w Wielkiej Brytanii, a w roku 2006 był to największy wydawca książek na świecie.","W 2005 r. 206 000 książek było wydanych w Wielkiej Brytanii, a w roku 2006 był to największy wydawca książek na świecie.",1,0.0
268,0,"Zwierzęta połykają kamienie, wspomagając przez to trawienie i rozdrabnianie pokarmu w żołądku, w tym także twardych włókien roślinnych.","Zwierzęta połykają kamienie, wspomagając przez to trawienie i rozdrabnianie pokarmu w żołądku, w tym także twardych włókien roślinnych.","Zwierzęta połykają kamienie, wspomagając przez to trawienie i rozdrabnianie pokarmu w żołądku, w tym także twardych włókien roślinnych.",1,0.0
269,0,"Era kenozoiczna bywa czasem określana mianem ery ssaków, owadów lub ery roślin kwiatowych, bowiem te grupy przeszły w niej intensywny rozwój ewolucyjny.","Era kenozoiczna bywa czasem określana mianem ery ssaków, owadów lub ery roślin kwiatowych, bowiem te grupy przeszły w niej intensywny rozwój ewolucyjny.","Era kenozoiczna bywa czasem określana mianem ery ssaków, owadów lub ery roślin kwiatowych, bowiem te grupy przeszły w niej intensywny rozwój ewolucyjny.",1,0.0
270,0,"— No, to nic.","— No, to nic.","— No, to nic.",1,0.0
272,0,"— No, i cóż to tak wielkiego! — rzekła, trochę śmiejąc się, a trochę popłakując.","— No, i cóż to tak wielkiego! — rzekła, trochę śmiejąc się, a trochę popłakując.","— No, i cóż to tak wielkiego! — rzekła, trochę śmiejąc się, a trochę popłakując.",1,0.0
274,0,Jest ono charakterystyczne także dla ptaków nowoczesnych.,Jest ono charakterystyczne także dla ptaków nowoczesnych.,Jest ono charakterystyczne także dla ptaków nowoczesnych.,1,0.0
276,0,"Sieć rzeczna Włoch jest gęsta, zwłaszcza w części północnej, odwadnianej przez Pad – najdłuższą rzekę Włoch (652 km).","Sieć rzeczna Włoch jest gęsta, zwłaszcza w części północnej, odwadnianej przez Pad – najdłuższą rzekę Włoch (652 km).","Sieć rzeczna Włoch jest gęsta, zwłaszcza w części północnej, odwadnianej przez Pad – najdłuższą rzekę Włoch (652 km).",1,0.0
278,0,Nowa architektura na Temple Meads.,Nowa architektura na Temple Meads.,Nowa architektura na Temple Meads.,1,0.0
279,0,Media regularnie donoszą o nowych odkryciach.,Media regularnie donoszą o nowych odkryciach.,Media regularnie donoszą o nowych odkryciach.,1,0.0
284,0,Istnieje prosta zależność pomiędzy współczynnikiem odbicia i załamania światła.,Istnieje prosta zależność pomiędzy współczynnikiem odbicia i załamania światła.,Istnieje prosta zależność pomiędzy współczynnikiem odbicia i załamania światła.,1,0.0
289,0,"Najrzadszym typem skamieniałości są skamieniałości kompletne, do których zalicza się organizmy z zachowanymi również tkankami miękkimi, czasami w stanie niemal niezmienionym, dzięki szczególnemu zbiegowi okoliczności (zamrożenie, zakonserwowanie np. w asfalcie, mumifikacja itp.).","Najrzadszym typem skamieniałości są skamieniałości kompletne, do których zalicza się organizmy z zachowanymi również tkankami miękkimi, czasami w stanie niemal niezmienionym, dzięki szczególnemu zbiegowi okoliczności (zamrożenie, zakonserwowanie np. w asfalcie, mumifikacja itp.).","Najrzadszym typem skamieniałości są skamieniałości kompletne, do których zalicza się organizmy z zachowanymi również tkankami miękkimi, czasami w stanie niemal niezmienionym, dzięki szczególnemu zbiegowi okoliczności (zamrożenie, zakonserwowanie np. w asfalcie, mumifikacja itp.).",1,0.0
290,0,"Rośliny nagonasienne, zwłaszcza zaś iglaste, stanowiące potencjalne źródło pożywienia, uległy w późnym triasie radiacji.","Rośliny nagonasienne, zwłaszcza zaś iglaste, stanowiące potencjalne źródło pożywienia, uległy w późnym triasie radiacji.","Rośliny nagonasienne, zwłaszcza zaś iglaste, stanowiące potencjalne źródło pożywienia, uległy w późnym triasie radiacji.",1,0.0
292,0,"Stęskniła się bez nas, co?","Stęskniła się bez nas, co?","Stęskniła się bez nas, co?",1,0.0
297,0,Felek szturchnął mnie w żebro.,Felek szturchnął mnie w żebro.,Felek szturchnął mnie w żebro.,1,0.0
305,0,"A ty, czy zegar pokazuje, czy nie pokazuje, tylko byś ciągle jadł.","A ty, czy zegar pokazuje, czy nie pokazuje, tylko byś ciągle jadł.","A ty, czy zegar pokazuje, czy nie pokazuje, tylko byś ciągle jadł.",1,0.0
306,0,"Dzięki znacznemu postępowi medycyny oraz opieki zdrowotnej szczycą się jednym z najniższych wskaźników śmiertelności niemowląt, który spadł poniżej 5 na 1000 urodzeń żywych (3,29 na 1000 urodzeń, 3,49 dla chłopców i 3,08 dla dziewcząt) oraz najdłuższym – po Szwecji przeciętnym trwaniem życia spośród wszystkich krajów UE.","Dzięki znacznemu postępowi medycyny oraz opieki zdrowotnej szczycą się jednym z najniższych wskaźników śmiertelności niemowląt, który spadł poniżej 5 na 1000 urodzeń żywych (3,29 na 1000 urodzeń, 3,49 dla chłopców i 3,08 dla dziewcząt) oraz najdłuższym – po Szwecji przeciętnym trwaniem życia spośród wszystkich krajów UE.","Dzięki znacznemu postępowi medycyny oraz opieki zdrowotnej szczycą się jednym z najniższych wskaźników śmiertelności niemowląt, który spadł poniżej 5 na 1000 urodzeń żywych (3,29 na 1000 urodzeń, 3,49 dla chłopców i 3,08 dla dziewcząt) oraz najdłuższym – po Szwecji przeciętnym trwaniem życia spośród wszystkich krajów UE.",1,0.0
308,0,"Bristol jest miastem, na którego historii religia odcisnęła duże piętno.","Bristol jest miastem, na którego historii religia odcisnęła duże piętno.","Bristol jest miastem, na którego historii religia odcisnęła duże piętno.",1,0.0
310,0,"Naczynie podgrzewa się od dołu, górna część naczynia z zarodkami jest chłodniejsza o około 20 °C. Ta różnica temperatur wystarcza by rozpuszczający się na dole kwarc, krystalizował na zalążkach.","Naczynie podgrzewa się od dołu, górna część naczynia z zarodkami jest chłodniejsza o około 20 °C. Ta różnica temperatur wystarcza by rozpuszczający się na dole kwarc, krystalizował na zalążkach.","Naczynie podgrzewa się od dołu, górna część naczynia z zarodkami jest chłodniejsza o około 20 °C. Ta różnica temperatur wystarcza by rozpuszczający się na dole kwarc, krystalizował na zalążkach.",1,0.0
311,0,"Wiatr uderzający w wysoką falę wzbija się w górę, tworząc prąd wstępujący.","Wiatr uderzający w wysoką falę wzbija się w górę, tworząc prąd wstępujący.","Wiatr uderzający w wysoką falę wzbija się w górę, tworząc prąd wstępujący.",1,0.0
312,0,Dinozaury są też powszechnie spotykane w reklamie.,Dinozaury są też powszechnie spotykane w reklamie.,Dinozaury są też powszechnie spotykane w reklamie.,1,0.0
314,0,"Alpy Japońskie, znajdujące się w środkowej części wyspy, powodują zróżnicowanie klimatu pomiędzy wybrzeżem zachodnim od strony Morza Japońskiego, a wschodnim od strony Pacyfiku.","Alpy Japońskie, znajdujące się w środkowej części wyspy, powodują zróżnicowanie klimatu pomiędzy wybrzeżem zachodnim od strony Morza Japońskiego, a wschodnim od strony Pacyfiku.","Alpy Japońskie, znajdujące się w środkowej części wyspy, powodują zróżnicowanie klimatu pomiędzy wybrzeżem zachodnim od strony Morza Japońskiego, a wschodnim od strony Pacyfiku.",1,0.0
315,0,Pospolity jest odpoczynek w gromadach.,Pospolity jest odpoczynek w gromadach.,Pospolity jest odpoczynek w gromadach.,1,0.0
316,0,Podnieśliśmy zaraz wrzask nie do opisania.,Podnieśliśmy zaraz wrzask nie do opisania.,Podnieśliśmy zaraz wrzask nie do opisania.,1,0.0
317,0,"Tak, ale zapewne już dawno?","Tak, ale zapewne już dawno?","Tak, ale zapewne już dawno?",1,0.0
318,0,"Eric Steig jako pierwszy w 2009 wykazał, że średnia temperatura powierzchni kontynentu Antarktydy nieznacznie rośnie, w tempie >0,05 °C na dekadę od 1957 do 2006.","Eric Steig jako pierwszy w 2009 wykazał, że średnia temperatura powierzchni kontynentu Antarktydy nieznacznie rośnie, w tempie >0,05 °C na dekadę od 1957 do 2006.","Eric Steig jako pierwszy w 2009 wykazał, że średnia temperatura powierzchni kontynentu Antarktydy nieznacznie rośnie, w tempie >0,05 °C na dekadę od 1957 do 2006.",1,0.0
319,0,W pobliżu miasta znajduje się Katyń.,W pobliżu miasta znajduje się Katyń.,W pobliżu miasta znajduje się Katyń.,1,0.0
322,0,Na stadionie odbywają się również duże koncerty rockowe.,Na stadionie odbywają się również duże koncerty rockowe.,Na stadionie odbywają się również duże koncerty rockowe.,1,0.0
324,0,Tkanka tego rodzaju nie występuje w organizmie przez cały czas.,Tkanka tego rodzaju nie występuje w organizmie przez cały czas.,Tkanka tego rodzaju nie występuje w organizmie przez cały czas.,1,0.0
325,0,Kominy takie mają dość znaczną trwałość.,Kominy takie mają dość znaczną trwałość.,Kominy takie mają dość znaczną trwałość.,1,0.0
327,0,Wyspy Północna i Południowa są skomunikowane nowoczesnymi połączeniami promowymi.,Wyspy Północna i Południowa są skomunikowane nowoczesnymi połączeniami promowymi.,Wyspy Północna i Południowa są skomunikowane nowoczesnymi połączeniami promowymi.,1,0.0
329,0,Drogi europejskie przebiegające przez Polskę.,Drogi europejskie przebiegające przez Polskę.,Drogi europejskie przebiegające przez Polskę.,1,0.0
333,0,"Z wyjątkiem połowów w wodach przybrzeżnych i uprawianej na małą skalę turystyki, działalność gospodarcza na Antarktydzie obecnie nie ma miejsca.","Z wyjątkiem połowów w wodach przybrzeżnych i uprawianej na małą skalę turystyki, działalność gospodarcza na Antarktydzie obecnie nie ma miejsca.","Z wyjątkiem połowów w wodach przybrzeżnych i uprawianej na małą skalę turystyki, działalność gospodarcza na Antarktydzie obecnie nie ma miejsca.",1,0.0
335,0,Zaliczana do tras kategorii B droga łączy Lyon z Pont-d’Ain.,Zaliczana do tras kategorii B droga łączy Lyon z Pont-d’Ain.,Zaliczana do tras kategorii B droga łączy Lyon z Pont-d’Ain.,1,0.0
336,0,Skamieniała mrówka sprzed 40 milionów lat.,Skamieniała mrówka sprzed 40 milionów lat.,Skamieniała mrówka sprzed 40 milionów lat.,1,0.0
337,0,"Ludność różnych ras z Ameryki liczyła 1,1%.","Ludność różnych ras z Ameryki liczyła 1,1%.","Ludność różnych ras z Ameryki liczyła 1,1%.",1,0.0
338,0,W 1901 w mieście uruchomiono komunikację tramwajową.,W 1901 w mieście uruchomiono komunikację tramwajową.,W 1901 w mieście uruchomiono komunikację tramwajową.,1,0.0
339,0,Po ścięciu łatwo je wygiąć.,Po ścięciu łatwo je wygiąć.,Po ścięciu łatwo je wygiąć.,1,0.0
340,0,Jantarnyj – nadbałtyckie osiedle typu miejskiego w obwodzie królewieckim.,Jantarnyj – nadbałtyckie osiedle typu miejskiego w obwodzie królewieckim.,Jantarnyj – nadbałtyckie osiedle typu miejskiego w obwodzie królewieckim.,1,0.0
344,0,"Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.","Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.","Torpeda F21 mierzy sześć metrów długości i waży około 1,5 tony.",1,0.0
345,0,"Petrel śnieżny jest jednym z trzech ptaków, które gniazdują wyłącznie w Antarktyce.","Petrel śnieżny jest jednym z trzech ptaków, które gniazdują wyłącznie w Antarktyce.","Petrel śnieżny jest jednym z trzech ptaków, które gniazdują wyłącznie w Antarktyce.",1,0.0
348,0,Spojrzeliśmy po sobie.,Spojrzeliśmy po sobie.,Spojrzeliśmy po sobie.,1,0.0
349,0,"Jednakże taki sposób życia jest rzadki wśród współczesnych ptaków, krokodyli i innych kręgowców określanych mianem gadów, a przesłanki tafonomiczne sugerujące polowania w grupie na podobieństwo ssaków w przypadku takich teropodów, jak deinonych czy allozaur można również interpretować jako rezultat śmiertelnych utarczek pomiędzy pożywiającymi się zwierzętami, jakie zdarzają się wśród współczesnych polujących diapsydów.","Jednakże taki sposób życia jest rzadki wśród współczesnych ptaków, krokodyli i innych kręgowców określanych mianem gadów, a przesłanki tafonomiczne sugerujące polowania w grupie na podobieństwo ssaków w przypadku takich teropodów, jak deinonych czy allozaur można również interpretować jako rezultat śmiertelnych utarczek pomiędzy pożywiającymi się zwierzętami, jakie zdarzają się wśród współczesnych polujących diapsydów.","Jednakże taki sposób życia jest rzadki wśród współczesnych ptaków, krokodyli i innych kręgowców określanych mianem gadów, a przesłanki tafonomiczne sugerujące polowania w grupie na podobieństwo ssaków w przypadku takich teropodów, jak deinonych czy allozaur można również interpretować jako rezultat śmiertelnych utarczek pomiędzy pożywiającymi się zwierzętami, jakie zdarzają się wśród współczesnych polujących diapsydów.",1,0.0
