,type,source_sentence,target_sentence,generated_text,score,lev
147,1,"W takiej sytuacji decyzję podejmuje sam podatnik, który samodzielnie wypełnia roczne zeznanie podatkowe i nie musi przy tym pytać urzędników o zdanie.","W takiej sytuacji decyzję podejmuje sama osoba podatnicza, który samodzielnie wypełnia roczne zeznanie podatkowe i nie musi przy tym pytać osób urzędniczych o zdanie.","W takiej sytuacji decyzję podejmuje sama osoba podatnicza, która samodzielnie wypełnia roczne zeznanie podatkowe i nie musi przy tym pytać osób urzędniczych o zdanie.",1,0.006024096385542169
148,1,"Wiadomość z Langley oznacza, że generał Jaruzelski wprowadzając stan wojenny ocalił 200 tysięcy ludzi, ale zaślepieni hunwejbini z IPN oraz prawicowi politycy i żurnaliści uważają inaczej.","Wiadomość z Langley oznacza, że osoba generalska Jaruzelski wprowadzając stan wojenny ocaliła 200 tysięcy ludzi, ale zaślepione osoby hunwejbińskie z IPN oraz prawicowe osoby polityckie i żurnalistyczne uważają inaczej.","Wiadomość z Langley oznacza, że osoba generalska Jaruzelski wprowadzając stan wojenny ocaliła 200 tysięcy ludzi, ale zaślepieni hunwejbini z IPN oraz prawicowi politycy i żurnaliści uważają inaczej.",1,0.1278538812785388
151,1,Zza kulis wychodzi aktorka grająca Magdalenkę.,Zza kulis wychodzi osoba aktorska grająca Magdalenkę.,Zza kulis wychodzi osoba aktorska grająca Magdalenkę.,1,0.0
154,1,"Wynikałoby też przynajmniej, że koalicjanci nie zamierzają walczyć między sobą w ten sposób, rezerwując ewentualnie takie metody do walki z pozakoalicyjnym przeciwnikiem.","Wynikałoby też przynajmniej, że osoby koalicjanckie nie zamierzają walczyć między sobą w ten sposób, rezerwując ewentualnie takie metody do walki z pozakoalicyjną osobą przeciwniczą.","Wynikałoby też przynajmniej, że osoby koalicjanckie nie zamierzają walczyć między sobą w ten sposób, rezerwując ewentualnie takie metody do walki z pozakoalicyjnym osobą przeciwniczą.",1,0.01092896174863388
156,1,Może reformatorzy?,Może osoby reformatorskie?,Może osoby reformatorskie?,1,0.0
159,1,"Jako ceniony cukiernik trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu.","Jako ceniona osoba cukeirnicza trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu.","Jako ceniony cukiernik trafił od razu do jednego z pięciogwiazdkowych hoteli w stolicy kraju, Seulu.",0,0.1111111111111111
161,1,"Nasze reporterki wybierające się z Warszawy na Mazury, już po trzech minutach oczekiwania mogły ruszać w podróż.","Nasze osoby reporterskie wybierające się z Warszawy na Mazury, już po trzech minutach oczekiwania mogły ruszać w podróż.","Nasze osoby reporterskie wybierające się z Warszawy na Mazury, już po trzech minutach oczekiwania mogły ruszać w podróż.",1,0.0
163,1,Z tego pierwszego powodu policjanci z płońskiej komendy w ciągu miesiąca zarekwirowali już 5 samochodów osobowych.,Z tego pierwszego powodu osoby policjanckie z płońskiej komendy w ciągu miesiąca zarekwirowały już 5 samochodów osobowych.,Z tego pierwszego powodu osoby policjanckie z płońskiej komendy w ciągu miesiąca zarekwirowały już 5 samochodów osobowych.,1,0.0
165,1,"A w hipnozie terapeuta podaje te formułki i rozwija, podkreśla i uzasadnia.","A w hipnozie osoba terapeucka podaje te formułki i rozwija, podkreśla i uzasadnia.","A w hipnozie osoba terapeucka podaje te formułki i rozwija, podkreśla i uzasadnia.",1,0.0
166,1,"Przypatrywałem się mu w jego rozmaitych wcieleniach, jak entomolog przypatruje się swym lotnym ofiarom, kiedy dostaną się już w jego siatkę - to znaczy: bezlitośnie, lecz nie beznamiętnie.","Przypatrywałem się mu w jego rozmaitych wcieleniach, jak osoba entomologiczna przypatruje się swym lotnym ofiarom, kiedy dostaną się już w jego siatkę - to znaczy: bezlitośnie, lecz nie beznamiętnie.","Przypatrywałem się mu w jego rozmaitych wcieleniach, jak osoba entomologiczna przypatruje się swym lotnym ofiarom, kiedy dostaną się już w jego siatkę - to znaczy: bezlitośnie, lecz nie beznamiętnie.",1,0.0
168,1,"Głosy pasażerów, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę.","Głosy osób pasażerskich, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę.","Głosy osób pasażerskich, leniwie przechadzających się po pokładzie, były stłumione, dochodziły do Heleny jak przez ścianę.",1,0.0
169,1,"Żeby opłacić dziennikarza, przeciętne warszawskie osiedle musiałoby się złożyć po 10 groszy.","Żeby opłacić osobę dziennikarską, przeciętne warszawskie osiedle musiałoby się złożyć po 10 groszy.","Żeby opłacić osobę dziennikarską, przeciętne warszawskie osiedle musiałoby się złożyć po 10 groszy.",1,0.0
177,1,Naczelnik ulicznych rzeźników wykrzywił twarz.,Osoba naczelnicza ulicznych osób rzeźniczych wykrzywił twarz.,Osoba Naczelnicza ulicznych osób rzeźniczych wykrzywiła twarz.,1,0.03225806451612903
178,1,"Ale dostrzegam i inny, bardzo aktualny kontekst tego pytania: w jakim stopniu pozycja złotego zależy od wypowiedzi polityków.","Ale dostrzegam i inny, bardzo aktualny kontekst tego pytania: w jakim stopniu pozycja złotego zależy od wypowiedzi osób polityckich.","Ale dostrzegam i inny, bardzo aktualny kontekst tego pytania: w jakim stopniu pozycja złotego zależy od wypowiedzi osób polityckich.",1,0.0
179,1,"Martyna Rux, autorka programu, obiecała, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu.","Martyna Rux, osoba autorska programu, obiecała, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu.","Martyna Rux, osoba autorska programu, obiecała, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu.",1,0.0
180,1,Wicepremier Roman Malinowski pyta o rozmiary sił i środków niezbędnych dla przeprowadzenia tej akcji i czy możliwe będzie zbudowanie tych przegród na Wiśle do 15 bm.,Osoba wicepremierska Roman Malinowski pyta o rozmiary sił i środków niezbędnych dla przeprowadzenia tej akcji i czy możliwe będzie zbudowanie tych przegród na Wiśle do 15 bm.,Osoba wicepremerska Roman Malinowski pyta o rozmiary sił i środków niezbędnych dla przeprowadzenia tej akcji i czy możliwe będzie zbudowanie tych przegród na Wiśle do 15 bm.,0,0.005747126436781609
181,1,"Zresztą dolina przechodziła dalej w ciągnącą się ze dwa kilometry i porośniętą sosnowym borem rozpadlinę, na której zamknięcie żołnierze potrzebowaliby z pięćdziesięciu ludzi.","Zresztą dolina przechodziła dalej w ciągnącą się ze dwa kilometry i porośniętą sosnowym borem rozpadlinę, na której zamknięcie osoby żołnierskie potrzebowałyby z pięćdziesięciu ludzi.","Zresztą dolina przechodziła dalej w ciągnącą się ze dwa kilometry i porośniętą sosnowym borem rozpadlinę, na której zamknięcie osoby żołnierskie potrzebowaliby z pięćdziesięciu ludzi.",1,0.01092896174863388
185,1,Robią to dziewiarze na dziewiarskich maszynach.,Robią to osoby dziewiarskie na dziewiarskich maszynach.,Robią to osoby dziewiarskie na dziewiarskich maszynach.,1,0.0
186,1,"Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako publicysta.","Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako osoba publicystyczna.","Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako osoba publicystyczna.",1,0.0
187,1,Lecz trzeba być w zgodzie z kompozytorem.,Lecz trzeba być w zgodzie z osobą kompozytorską.,Lecz trzeba być w zgodzie z osobą kompozytorską.,1,0.0
192,1,"Razem z nimi pojawiła się również amerykańska pielęgniarka, która przez jakiś czas będzie pomagać w opiece nad dziećmi.","Razem z nimi pojawiła się również amerykańska osoba pielęgniarska, która przez jakiś czas będzie pomagać w opiece nad dziećmi.","Razem z nimi pojawiła się również amerykańska osoba pielęgniarska, która przez jakiś czas będzie pomagać w opiece nad dziećmi.",1,0.0
196,1,"I nie ma takiej siły, która zmusiłaby aktorkę do rozstania z dzieckiem choćby na jeden dzień.","I nie ma takiej siły, która zmusiłaby osobę aktorską do rozstania z dzieckiem choćby na jeden dzień.","I nie ma takiej siły, która zmusiłaby osobę aktorską do rozstania z dzieckiem choćby na jeden dzień.",1,0.0
197,1,"Scenarzysta ""House of Cards"" zekranizuje ""Wojnę i pokój""","Osoba scenopisarska ""House of Cards"" zekranizuje ""Wojnę i pokój""","Osoba scenopisarska ""House of Cards"" zekranizuje ""Wojnę i pokój""",1,0.0
199,1,"Właścicielka 3 aptek we Wrocławiu, 72-letnia farmaceutka w ciągu zaledwie 5 lat sprzedała w swoich placówkach 200 tysięcy opakowań leków z pseudoefedryną.","Właścicielka 3 aptek we Wrocławiu, 72-letnia osoba farmaceucka w ciągu zaledwie 5 lat sprzedała w swoich placówkach 200 tysięcy opakowań leków z pseudoefedryną.","Osoba właścicielska 3 aptek we Wrocławiu, 72-letnia osoba farmaceucka w ciągu zaledwie 5 lat sprzedała w swoich placówkach 200 tysięcy opakowań leków z pseudoefedryną.",1,0.04790419161676647
201,1,"- Baczyw ty? – zwrócił się wąsaty do atamana, łypiąc groźnie na wijącego się w ich uściskach Kolę.","- Baczyw ty? – zwrócił się wąsaty do osoby atamańskiej, łypiąc groźnie na wijącego się w ich uściskach Kolę.","- Baczyw ty? – zwrócił się wąsaty do atamana, łypiąc groźnie na wijącego się w ich uściskach Kolę.",0,0.1111111111111111
203,1,"Przedwojenny etnograf, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.","Przedwojenna osoba zajmująca się etnografią, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.","Przedwojenna osoba zajmująca się etnografią, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.",1,0.0
204,1,"Nic, bo tu nie Rosja ani nie USA - Prezydent może niewiele.","Nic, bo tu nie Rosja ani nie USA - Osoba Prezydencka może niewiele.","Nic, bo tu nie Rosja ani nie USA - Osoba prezydencka może niewiele.",1,0.014925373134328358
206,1,"We wrześniu 1943 r. w Mińsku partyzanci radzieccy zgładzili, detonując bombę, szczególnie znienawidzonego komisarza Rzeszy na Białoruś Wilhelma Kubego.","We wrześniu 1943 r. w Mińsku osoby partyzanckie radzieckie zgładziły, detonując bombę, szczególnie znienawidzoną osobę komisarską Rzeszy na Białoruś Wilhelma Kubego.","We wrześniu 1943 r. w Mińsku osoby partyzanckie radzieckie zgładziły, detonując bombę, szczególnie znienawidzoną osobę komisarską Rzeszy na Białoruś Wilhelma Kubego.",1,0.0
207,1,"Kto z państwa senatorów jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za"".","Kto z państwa osób senatorskich jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za"".","Kto z państwa osób senatorskich jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za"".",1,0.016853932584269662
212,1,"Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością inkwizytora, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.","Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością osoby inkwizytorskiej, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.","Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością inkwizytora, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.",0,0.05851063829787234
216,1,"Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trzecia ludzkości, dowodzi, że XIX-wieczny demograf ma rację?","Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trzecia ludzkości, dowodzi, że XIX-wieczna osoba zajmująca się demografią ma rację?","Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trcia ludzkości, dowodzi, że XIX-wieczny demograf ma rację?",0,0.15337423312883436
217,1,Ta wróżbitka wie wszystko na Twój temat!,Ta osoba wróżbicka wie wszystko na Twój temat!,Ta osoba wróżbitska wie wszystko na Twój temat!,1,0.0425531914893617
218,1,Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz słuchaczom w ugruntowaniu zdobywanej wiedzy teoretycznej.,Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz osobom słuchackim w ugruntowaniu zdobywanej wiedzy teoretycznej.,Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz osobom słuchackich w ugruntowaniu zdobywanej wiedzy teoretycznej.,1,0.014285714285714285
219,1,"""Wysokie obcasy"" zatytułowały reportaż o pani: ""Przyjaciółka prezydenta"".","""Wysokie obcasy"" zatytułowały reportaż o pani: “Osoba przyjacielska osoby prezydenckiej"".","""Wysokie obcasy"" zatytułowały reportaż o pani: ""Przyjaciółka osoby prezydenckiej"".",1,0.12359550561797752
221,1,"Dla Pekinu dysydent za granicą jest lepszy niż dysydent w więzieniu: pozostaje praktycznie nieszkodliwy, a nikt nie upomina się o jego uwolnienie.","Dla Pekinu osoba dysydncka za granicą jest lepsza niż osoba dysydencka w więzieniu: pozostaje praktycznie nieszkodliwa, a nikt nie upomina się o jej uwolnienie.","Dla Pekinu osoba dysydencka za granicą jest lepsza niż osoba dysydencka w więzieniu: pozostaje praktycznie nieszkodliwa, a nikt nie upomina się o jego uwolnienie.",1,0.018518518518518517
223,1,"Przyjęcie w poczet studentów uczelni zawodowej następuje z chwilą immatrykulacji i złożenia ślubowania, którego treść określa statut.","Przyjęcie w poczet osób studenckich uczelni zawodowej następuje z chwilą immatrykulacji i złożenia ślubowania, którego treść określa statut.","Przyjęcie w poczet osób studenckich uczelni zawodowej następuje z chwilą immatrykulacji i złożenia ślubowania, którego treść określa statut.",1,0.0
226,1,O sprawach tych rozmawiał ambasador Harriman z Mołotowem 25 kwietnia i 3 czerwca.,O sprawach tych rozmawiała osoba ambasadorska Harriman z Mołotowem 25 kwietnia i 3 czerwca.,O sprawach tych rozmawiała osoba ambasadorska Harriman z Mołotowem 25 kwietnia i 3 czerwca.,1,0.0
227,1,W najbliższych miesiącach PKP mogą nie mieć czym płacić kolejarzom.,W najbliższych miesiącach PKP mogą nie mieć czym płacić osobom kolejarskim.,W najbliższych miesiącach PKP mogą nie mieć czym płacić osobom kolejarskim.,1,0.0
228,1,"Później policjantom powiedział, że dzwonił na pogotowie.","Później osobom policjanckim powiedział, że dzwonił na pogotowie.","Później osobom policjanckim powiedział, że dzwonił na pogotowie.",1,0.0
229,1,"Bo wtedy nie można by wszystkiego zwalić na trzy kasjerki, drukarza i Piotra C. – pośrednika.","Bo wtedy nie można by wszystkiego zwalić na trzy osoby kasjerskie, osobę drukarską i Piotra C. – osobę pośredniczącą.","Bo wtedy nie można by wszystkiego zwalić na trzy osoby kasjerskie, drukarskie i Piotra C. – osoby pośredniczej.",1,0.10256410256410256
241,1,- Prokuratura i policja kończy szacowanie strat - twierdzi rzecznik.,- Prokuratura i policja kończy szacowanie strat - twierdzi osoba rzecznicza.,- Prokuratura i policja kończy szacowanie strat - twierdzi osoba rzecznicza.,1,0.0
242,1,"Jeden z kurierów, który miał wypadek motocyklowy, miał na nodze specjalne metalowe rusztowanie, w którym przemycał kilka kilogramów heroiny.","Jedna z osób kurierskich, która miała wypadek motocyklowy, miała na nodze specjalne metalowe rusztowanie, w którym przemycała kilka kilogramów heroiny.","Jedna z osób kurierskich, która miała wypadek motocyklowy, miała na nodze specjalne metalowe rusztowanie, w którym przemycał kilka kilogramów heroiny.",1,0.006622516556291391
243,1,"Niezależnie więc od tego, co tak naprawdę myślą o Dziwiszu, liczą, że spłynie na nich publiczna łaska papieża - tłumaczy psycholog.","Niezależnie więc od tego, co tak naprawdę myślą o Dziwiszu, liczą, że spłynie na nich publiczna łaska papieża - tłumaczy osoba psychologiczna.","Niezależnie więc od tego, co tak naprawdę myślą o Dziwiszu, liczą, że spłynie na nich publiczna łaska papieża - tłumaczy osoba psychologiczna.",1,0.0
245,1,"Teraz już przede mną tylko jeden kolejarz, jeden dziennikarz, a szofer wczoraj poleciał jak na skrzydłach.","Teraz już przede mną tylko jedna osoba kolejarska, jedna dziennikarska, a osoba szoferska wczoraj poleciała jak na skrzydłach.","Teraz już przede mną tylko jedna osoba kolejarska, jedna osoba dziennikarska, a osoba szoferska wczoraj poleciała jak na skrzydłach.",1,0.045454545454545456
246,1,14.01.1928 urodził się Tadeusz Dominik - jeden z najwybitniejszych malarzy polskich.,14.01.1928 urodził się Tadeusz Dominik - jedna z najwybitniejszych polskich osób malarskich.,14.01.1928 urodził się Tadeusz Dominik - jeden z najwybitniejszych osób malarskich polskich.,1,0.21739130434782608
248,1,I stąd być może - jak piszą zagraniczni dziennikarze - seria brutalnych morderstw.,I stąd być może - jak piszą zagraniczne osoby dziennikarskie - seria brutalnych morderstw.,I stąd być może - jak piszą zagraniczni osoby dziennikarskie - seria brutalnych morderstw.,1,0.011111111111111112
249,1,"W trakcie przesłuchania tancerz ""Hyrnych"" nie przyznał się do zarzucanych mu czynów, często zasłaniał się brakiem pamięci.","W trakcie przesłuchania osoba tancerska ""Hyrnych"" nie przyznała się do zarzucanych jej czynów, często zasłaniała się brakiem pamięci.","W trakcie przesłuchania osoba tancerska ""Hyrnych"" nie przyznała się do zarzucanych mu czynów, często zasłaniała się brakiem pamięci.",1,0.022556390977443608
250,1,Pojawią się też m.in. laureat nagrody za najlepsze nagranie Roku Chopinowskiego - Emanuel Ax i rosyjska pianistka reprezentująca USA - Bella Davidovich.,Pojawią się też m.in. laureat nagrody za najlepsze nagranie Roku Chopinowskiego - Emanuel Ax i rosyjska osoba pianistyczna reprezentująca USA - Bella Davidovich.,Pojawią się też m.in. osoba laureacka nagrody za najlepsze nagranie Roku Chopinowskiego - Emanuel Ax i rosyjska osoba pianistyczna reprezentująca USA - Bella Davidovich.,1,0.05325443786982249
251,1,"Bo przez tych ludzi, których spotkałem, pracując jako psychoterapeuta, poznałem potem Michała Lorenca.","Bo przez tych ludzi, których spotkałem, pracując jako osoba psychoterapeucka, poznałem potem Michała Lorenca.","Bo przez tych ludzi, których spotkałem, pracując jako osoba psychoterapeucka, poznałem potem Michała Lorenca.",1,0.0
252,1,- Sekretarz pokazał swój lwi pazur - komentował potem Zdzich.,- Osoba sekretarska pokazał swój lwi pazur - komentował potem Zdzich.,- Osoba sekretarska pokazała swój lwi pazur - komentowała potem Zdzich.,1,0.028169014084507043
254,1,"W turnieju dziewcząt do 14 lat mistrzynią Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), wychowanka trenera M. Swadźby, od roku grająca w Kędzierzynie.","W turnieju dziewcząt do 14 lat osobą mistrzowską Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), osoba wychowańcza osoby trenerskiej M. Swadźby, od roku grająca w Kędzierzynie.","W turnieju dziewcząt do 14 lat mistrzynią Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), osoba wychowankowska osoby trenerskiej M. Swadźby, od roku grająca w Kędzierzynie.",1,0.07692307692307693
255,1,"Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że rolnicy na skutek tej operacji nie zostaną pokrzywdzeni finansowo?","Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że osoby rolnicze na skutek tej operacji nie zostaną pokrzywdzone finansowo?","Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że osoby rolnicze na skutek tej operacji nie zostaną pokrzywdzone finansowo?",1,0.0
260,1,"Pracuje jako pediatra, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi.","Pracuje jako osoba zajmująca się pediatrią, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi.","Pracuje jako osoba pediatra, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi.",1,0.07920792079207921
261,1,"Zaś jako nekromanta z powołania, w imieniu tychże (nekromantów, nie slayerów) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury.","Zaś jako osoba nekromancka z powołania, w imieniu tychże (osób nekromanckich, nie osób slayerskich) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury.","Zaś jako nekromanta z powołania, w imieniu tychże (nekromantów, nie slayerów) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury.",0,0.16766467065868262
262,1,"Aby szybko rozpoznać żołnierzy desantu, należy zawczasu ustalić znaki rozpoznawcze.","Aby szybko rozpoznać osoby żołnierskie desantu, należy zawczasu ustalić znaki rozpoznawcze.","Aby szybko rozpoznać osoby żołnierskie desantu, należy zawczasu ustalić znaki rozpoznawcze.",1,0.0
263,1,"Dzień później trener Bogdan Pamuła zabrał swoich podopiecznych, tym razem pod sztandarem juniorskim, na mecz do Przemyśla.","Dzień później osoba trenerska Bogdan Pamuła zabrała swoje osoby podopieczne, tym razem pod sztandarem juniorskim, na mecz do Przemyśla.","Dzień później osoba trenerska Bogdan Pamuła zabrała swoich podopiecznych, tym razem pod sztandarem juniorskim, na mecz do Przemyśla.",1,0.08148148148148149
265,1,Minister spraw zagranicznych Heinrich von Brentano po krótkiej wymianie zdań zaprosił Stommę do swego domu.,Osoba ministerska spraw zagranicznych Heinrich von Brentano po krótkiej wymianie zdań zaprosiła Stommę do swego domu.,Osoba ministerska spraw zagranicznych Heinrich von Brentano po krótkiej wymianie zdań zaprosiła Stommę do swego domu.,1,0.0
271,1,Detektyw precyzyjnym sztychem przeszył jego prawe ramię.,Osoba detektywistyczna precyzyjnym sztychem przeszyła jego prawe ramię.,Osoba detektywistyczna precyzyjnym sztychem przeszyła jego prawe ramię.,1,0.0
273,1,Skąd parlamentarzysta Platformy Obywatelskiej Jarosław Wałęsa (30 l.) ma kilkaset tysięcy dolarów w obligacjach?,Skąd osoba parlamentarystyczna Platformy Obywatelskiej Jarosław Wałęsa (30 l.) ma kilkaset tysięcy dolarów w obligacjach?,Skąd osoba parlamentarzystowska Platformy Obywatelskiej Jarosław Wałęsa (30 l.) ma kilkaset tysięcy dolarów w obligacjach?,1,0.040983606557377046
275,1,"Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, sędzia penitencjarny przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.","Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, penitencjarna osoba sędziowska przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.","Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, osoba sędziowska penitencjarna przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.",1,0.08832807570977919
277,1,"Stwierdzono, że stosunkowo wysokie zarobki mają pielęgniarki bloku operacyjnego.","Stwierdzono, że stosunkowo wysokie zarobki mają osoby pielęgniarskie bloku operacyjnego.","Stwierdzono, że stosunkowo wysokie zarobki mają osoby pielęgniarskie bloku operacyjnego.",1,0.0
280,1,"Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej aktorzy zapomnieli, co było przyczyną.","Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej osoby aktorskie zapomniały, co było przyczyną.","Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej osoby aktorskie zapomniły, co było przyczyną.",1,0.008547008547008548
281,1,Brak stabilnego związku przyczynia się do zmiany partnerów.,Brak stabilnego związku przyczynia się do zmiany osób partnerskich.,Brak stabilnego związku przyczynia się do zmiany osób partnerskich.,1,0.0
282,1,- Witam mojego kochanego autora!,- Witam moją kochaną osobę autorską!,- Witam moją kochaną osobę autorską!,1,0.0
283,1,- Aha - łączniczka.,- Aha - osoba łącznicza.,- Aha - łączniczka.,0,0.2916666666666667
285,1,"Wiceminister spraw zagranicznych M, Dobrusielski przyjął 1 bm. przedstawicieli Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.","Osoba wiceministerska spraw zagranicznych M, Dobrusielski przyjęła 1 bm. osoby przedstawicielskie Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.","Osoba wiceministerska spraw zagranicznych M, Dobrusielski przyjął 1 bm. przedstawicieli Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.",1,0.0514018691588785
286,1,"Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letniego miejscowego biznesmena za to, że przekazał 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich dysydentów w USA.","Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letnią miejscową osobę biznesmeńską za to, że przekazała 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich osób dysydenckich w USA.","Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letnią miejscową osobę biznesmeńską za to, że przekazał 30 tys. adresów internetowemu biuletynowi, ""VIP Reference"" prowadzonemu przez grupę chińskich osób dysydenckich w USA.",1,0.012396694214876033
287,1,Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu marynarza.,Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu osoby marynarskiej.,Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu osoby marynarskiej.,1,0.0
288,1,"Rzecznik Nafty Polskiej Krzysztof Nering poinformował PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.","Osoba rzecznicza Nafty Polskiej Krzysztof Nering poinformował PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.","Osoba rzecznicza Nafty Polskiej Krzysztof Nering poinformowała PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.",1,0.00625
